group_id,model_index,GEN UID,Bus ID,Gen ID,Unit Group,Unit Type,Category,Fuel,MW Inj,MVAR Inj,V Setpoint p.u.,PMax MW,PMin MW,QMax MVAR,QMin MVAR,Min Down Time Hr,Min Up Time Hr,Ramp Rate MW/Min,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Non Fuel Start Cost $,Non Fuel Shutdown Cost $,FOR,MTTF Hr,MTTR Hr,Scheduled Maint Weeks,Fuel Price $/MMBTU,Output_pct_0,Output_pct_1,Output_pct_2,Output_pct_3,Output_pct_4,HR_avg_0,HR_incr_1,HR_incr_2,HR_incr_3,HR_incr_4,VOM,Fuel Sulfur Content %,Emissions SO2 Lbs/MMBTU,Emissions NOX Lbs/MMBTU,Emissions Part Lbs/MMBTU,Emissions CO2 Lbs/MMBTU,Emissions CH4 Lbs/MMBTU,Emissions N2O Lbs/MMBTU,Emissions CO Lbs/MMBTU,Emissions VOCs Lbs/MMBTU,Damping Ratio,Inertia MJ/MW,Base MVA,Transformer X p.u.,Unit X p.u.,Pump Load MW,Storage Roundtrip Efficiency,base_marginal_cost,excluded_index_tie_break_cost,annual_bounds_sha256,signature_sha256
G006,10,113_CT_2,113,2,U55,CT,Gas CT,NG,55,19,1.0347,55,22,19,-15,2.2,2.2,3.7,1,0.75,0.25,1457.4,1122.5,452.8,0,0,0.031,969,31,0.79,3.88722,0.4,0.6,0.8,1,NA,13125,6899,7602,7797,NA,0,0,0.0006,0.079999998,0,118,0,0,0,0,0,2.8,64,0.13,0.32,0,0,51.019762500000006,1e-06,cd1ef46e26af7a8a5635c352c0ac3549fea7014a3a7772d6255d5de249e43b9f,4f147201012bc14cef0c29613b69906d6460b674547b0f63f49d62f930da0b66
G006,11,113_CT_3,113,3,U55,CT,Gas CT,NG,55,19,1.0347,55,22,19,-15,2.2,2.2,3.7,1,0.75,0.25,1457.4,1122.5,452.8,0,0,0.031,969,31,0.79,3.88722,0.4,0.6,0.8,1,NA,13125,6899,7602,7797,NA,0,0,0.0006,0.079999998,0,118,0,0,0,0,0,2.8,64,0.13,0.32,0,0,51.019762500000006,1.1e-06,cd1ef46e26af7a8a5635c352c0ac3549fea7014a3a7772d6255d5de249e43b9f,4f147201012bc14cef0c29613b69906d6460b674547b0f63f49d62f930da0b66
G006,12,113_CT_4,113,4,U55,CT,Gas CT,NG,55,19,1.0347,55,22,19,-15,2.2,2.2,3.7,1,0.75,0.25,1457.4,1122.5,452.8,0,0,0.031,969,31,0.79,3.88722,0.4,0.6,0.8,1,NA,13125,6899,7602,7797,NA,0,0,0.0006,0.079999998,0,118,0,0,0,0,0,2.8,64,0.13,0.32,0,0,51.019762500000006,1.2e-06,cd1ef46e26af7a8a5635c352c0ac3549fea7014a3a7772d6255d5de249e43b9f,4f147201012bc14cef0c29613b69906d6460b674547b0f63f49d62f930da0b66
G007,13,115_STEAM_1,115,1,U12,STEAM,Oil ST,Oil,5,6,1.0428,12,5,6,0,2,4,1,12,4,2,68,44,38,0,0,0.02,2940,60,2,10.3494,0.416666667,0.611111111,0.805555556,1,NA,17340,12030,12083,12913,NA,0,Unit-Specific,Unit-specific,0.5,0.1,170,0.002,0.004,0.04,0.007,0,2.8,14,0.13,0.32,0,0,179.458596,1.2999999999999998e-06,bf5561d69d74f61f29c2d2bc015c24ec1b8b40456ef199adc626e03cdf635d4e,3beb9ee6ecd7eed9a8c34e030aec8431d7de6279a6cf5327084e2d876152b0f3
G007,14,115_STEAM_2,115,2,U12,STEAM,Oil ST,Oil,5,6,1.0428,12,5,6,0,2,4,1,12,4,2,68,44,38,0,0,0.02,2940,60,2,10.3494,0.416666667,0.611111111,0.805555556,1,NA,17340,12030,12083,12913,NA,0,Unit-Specific,Unit-specific,0.5,0.1,170,0.002,0.004,0.04,0.007,0,2.8,14,0.13,0.32,0,0,179.458596,1.4e-06,bf5561d69d74f61f29c2d2bc015c24ec1b8b40456ef199adc626e03cdf635d4e,3beb9ee6ecd7eed9a8c34e030aec8431d7de6279a6cf5327084e2d876152b0f3
G008,15,115_STEAM_3,115,3,U155,STEAM,Coal,Coal,155,80,1.0428,155,62,80,-50,8,8,3,60,11,3,10778.1,7437.5,6892.1,0,0,0.04,960,40,4,2.11399,0.4,0.6,0.8,1,NA,11446,9650,10640,12796,NA,0,Unit-specific,Unit-specific,Unit-specific,Unit-specific,210,0.001,0.004,0.02,0.003,0,3,182,0.13,0.3,0,0,24.196729539999996,1.5e-06,dcd15eb215b39c566cc645730bbb382f725128277338166bea6ea7d9a1778b85,32017c7461e60fc716da60e913746d1b3fd30befe2436756a95badae242a1255
G009,16,116_STEAM_1,116,1,U155,STEAM,Coal,Coal,155,80,1.0461,155,62,80,-50,8,8,3,60,11,3,10778.1,7437.5,6892.1,0,0,0.04,960,40,4,2.11399,0.4,0.6,0.8,1,NA,13238,9312,10158,11294,NA,0,Unit-specific,Unit-specific,Unit-specific,Unit-specific,210,0.001,0.004,0.02,0.003,0,3,182,0.13,0.3,0,0,27.98499962,1.6e-06,dcd15eb215b39c566cc645730bbb382f725128277338166bea6ea7d9a1778b85,b8b8c63bf85c8aa43aad0a8bff38d44699fdd44f308a677fcdfdfa0c270a09f6
G010,17,118_CC_1,118,1,U355,CC,Gas CC,NG,355,68.43,1.05,355,170,150,-25,4.5,8,4.14,2,1,0.5,7215.1,4536.1,3196.6,0,0,0.033,967,33,1.07,3.88722,0.478873239,0.65258216,0.82629108,1,NA,7257,5808,7140,8351,NA,0,0,0.0006,0.079999998,0,118,0,0,0,0,0,5,414,0.13,0.3,0,0,28.20955554,1.6999999999999998e-06,592818bfeee36dcfa953cbee3f07d8fade1951491181d14067d7e5a164d39583,410fbdf7eb5db595d60995a62369165382d8a4909f4d30f4c21b4ddce143f34a
G011,18,123_STEAM_2,123,2,U155,STEAM,Coal,Coal,155,-5.19,1.05,155,62,80,-50,8,8,3,60,11,3,10778.1,7437.5,6892.1,0,0,0.04,960,40,4,2.11399,0.4,0.6,0.8,1,NA,10967,9191,10865,15627,NA,0,Unit-specific,Unit-specific,Unit-specific,Unit-specific,210,0.001,0.004,0.02,0.003,0,3,182,0.13,0.3,0,0,23.18412833,1.8e-06,dcd15eb215b39c566cc645730bbb382f725128277338166bea6ea7d9a1778b85,706c2042e8a86112236b3b6a48f3ce29fb544b5ec2da5eb7a56c5ce79667fb8f
G012,19,123_STEAM_3,123,3,U350,STEAM,Coal,Coal,350,28.41,1.05,350,140,150,-25,48,24,4,96,12,8,17384.1,10114.4,9768.2,0,0,0.08,1150,100,5,2.11399,0.4,0.6,0.8,1,NA,12106,9453,10240,11087,NA,0,Unit-specific,Unit-specific,Unit-specific,Unit-specific,210,0.001,0.004,0.02,0.003,0,3,412,0.13,0.3,0,0,25.59196294,1.9e-06,2d2347138c16610250aeca9b16dbe13224dafa722c965ee9cead1596aeddae4c,7080def688e92ed18f4e66507545ddb3881e2f3a55bbf47104eead516c13a081
G013,20,123_CT_1,123,1,U55,CT,Gas CT,NG,55,0.62,1.05,55,22,19,-15,2.2,2.2,3.7,1,0.75,0.25,1457.4,1122.5,452.8,0,0,0.031,969,31,0.79,3.88722,0.4,0.6,0.8,1,NA,12725,6757,7667,7998,NA,0,0,0.0006,0.079999998,0,118,0,0,0,0,0,2.8,64,0.13,0.32,0,0,49.4648745,2e-06,cd1ef46e26af7a8a5635c352c0ac3549fea7014a3a7772d6255d5de249e43b9f,924857c08a1858d0a5637d86b82a8f13114eaf048b8ca6502f178539e83737b7
G013,21,123_CT_4,123,4,U55,CT,Gas CT,NG,55,0.62,1.05,55,22,19,-15,2.2,2.2,3.7,1,0.75,0.25,1457.4,1122.5,452.8,0,0,0.031,969,31,0.79,3.88722,0.4,0.6,0.8,1,NA,12725,6757,7667,7998,NA,0,0,0.0006,0.079999998,0,118,0,0,0,0,0,2.8,64,0.13,0.32,0,0,49.4648745,2.1e-06,cd1ef46e26af7a8a5635c352c0ac3549fea7014a3a7772d6255d5de249e43b9f,924857c08a1858d0a5637d86b82a8f13114eaf048b8ca6502f178539e83737b7
G013,22,123_CT_5,123,5,U55,CT,Gas CT,NG,55,0.62,1.05,55,22,19,-15,2.2,2.2,3.7,1,0.75,0.25,1457.4,1122.5,452.8,0,0,0.031,969,31,0.79,3.88722,0.4,0.6,0.8,1,NA,12725,6757,7667,7998,NA,0,0,0.0006,0.079999998,0,118,0,0,0,0,0,2.8,64,0.13,0.32,0,0,49.4648745,2.2e-06,cd1ef46e26af7a8a5635c352c0ac3549fea7014a3a7772d6255d5de249e43b9f,924857c08a1858d0a5637d86b82a8f13114eaf048b8ca6502f178539e83737b7
G014,23,121_NUCLEAR_1,121,1,U400,NUCLEAR,Nuclear,Nuclear,400,-21.87,1.05,400,396,200,-50,48,24,20,9999,9999,9999,78978,0,9999,0,0,0.12,1100,150,6,0.81035,0.99,0.993333333,0.996666667,1,NA,10000,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,5,471,0.15,0.4,0,0,8.1035,2.3e-06,7b5f7ff34f711ec63ea3c2911b1e03ffd3dbed1565ccf6707f0942ee71d0fc49,df7376d03186679b81817380a4dfd185b02ea952ac316f0cdbe285fb1dc35e8d
G015,24,122_HYDRO_1,122,1,U50,HYDRO,Hydro,Hydro,50,-6.79,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,0.0,2.4e-06,8e274c828d0dddf10b38136cbdef6eaffa53a05093438be9c6c5343523fa3075,9b2ecc637f69d2dca0cbefeb2705ac2c728d710fefa9473b6dde55ce1b8edf04
G015,25,122_HYDRO_2,122,2,U50,HYDRO,Hydro,Hydro,50,-6.79,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,0.0,2.4999999999999998e-06,8e274c828d0dddf10b38136cbdef6eaffa53a05093438be9c6c5343523fa3075,9b2ecc637f69d2dca0cbefeb2705ac2c728d710fefa9473b6dde55ce1b8edf04
G015,26,122_HYDRO_3,122,3,U50,HYDRO,Hydro,Hydro,50,-6.79,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,0.0,2.5999999999999997e-06,8e274c828d0dddf10b38136cbdef6eaffa53a05093438be9c6c5343523fa3075,9b2ecc637f69d2dca0cbefeb2705ac2c728d710fefa9473b6dde55ce1b8edf04
G015,27,122_HYDRO_4,122,4,U50,HYDRO,Hydro,Hydro,50,-6.79,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,0.0,2.7e-06,8e274c828d0dddf10b38136cbdef6eaffa53a05093438be9c6c5343523fa3075,9b2ecc637f69d2dca0cbefeb2705ac2c728d710fefa9473b6dde55ce1b8edf04
G015,28,122_HYDRO_5,122,5,U50,HYDRO,Hydro,Hydro,50,-6.79,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,0.0,2.8e-06,8e274c828d0dddf10b38136cbdef6eaffa53a05093438be9c6c5343523fa3075,9b2ecc637f69d2dca0cbefeb2705ac2c728d710fefa9473b6dde55ce1b8edf04
G015,29,122_HYDRO_6,122,6,U50,HYDRO,Hydro,Hydro,50,-6.79,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0,0.0,2.8999999999999998e-06,8e274c828d0dddf10b38136cbdef6eaffa53a05093438be9c6c5343523fa3075,9b2ecc637f69d2dca0cbefeb2705ac2c728d710fefa9473b6dde55ce1b8edf04
G016,30,113_PV_1,113,1,PV,PV,Solar PV,Solar,0,0,1,93.6,0,0,0,0,0,93.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,93.6,0,0,0,0,0.0,3e-06,720e9583b7e2dd7b9805b11cb79e7f11a64a2da4d19a8a6a0d99cee1b2d3c0dd,6848e7eee1de51d2e77561ae2ddd3943bfbe46c5560c3be6cd11fb5b63ac4b9d
G017,31,102_PV_1,102,1,PV,PV,Solar PV,Solar,0,0,1,25.6,0,0,0,0,0,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,0,0,0,0.0,3.1e-06,12c85f9cf9f8ee81f7dac6cf01cd33afccf342fd2b9639e6057265d0aac002d1,5911040694256cc9578cc08b703092574e03870efb43e7e495c84639e92c4e11
G018,32,101_PV_1,101,1,PV,PV,Solar PV,Solar,0,0,1,25.9,0,0,0,0,0,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,25.9,0,0,0,0,0.0,3.2e-06,11f23e647e022ce3717f433e968930c1821d34a5de54b314426b0495e68ac544,6196cd64ac97734a3245aa735fe6ea26a6b05a2e890be78843d0c5f74c9957d0
G019,33,102_PV_2,102,2,PV,PV,Solar PV,Solar,0,0,1,25.3,0,0,0,0,0,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,25.3,0,0,0,0,0.0,3.2999999999999997e-06,49dc2bb5722494e0f0f16fb110abf1b820790ae804a18e480600ca958b03b6ca,e54c1cfb0fe8ff334bdb115b018521b283b98b0f4f34b94897390b50bc8d29f8
G020,34,104_PV_1,104,1,PV,PV,Solar PV,Solar,0,0,1,26.8,0,0,0,0,0,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,26.8,0,0,0,0,0.0,3.3999999999999996e-06,4a036f27d46d88cbca165d6fbe5687dca5f505bb729cbec2a3db262765fd3f45,1e57b0c9e7dcec0ef559adaa16777c64376c2cd8d74b60b486ae9de403fbe55d
G021,35,101_PV_2,101,2,PV,PV,Solar PV,Solar,0,0,1,26.7,0,0,0,0,0,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,26.7,0,0,0,0,0.0,3.5e-06,5a707cf9cd7c4f3bf94346a88ee8ea849b98d9dfc5be4e30ce0cde8622116926,346282a66a4a950945cdd8c9f865f190216052aff5919efa92530e4986ff8bc5
G022,36,101_PV_3,101,3,PV,PV,Solar PV,Solar,0,0,1,26.2,0,0,0,0,0,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,26.2,0,0,0,0,0.0,3.6e-06,64d7560e8d12b59a7ed82f1403dc9909fc50be10a007b5b36f773678440a7f31,b1732fe6835e049118ac4087e694bd303b83948fbe3389b0e9c4a1c1a3243097
G023,37,101_PV_4,101,4,PV,PV,Solar PV,Solar,0,0,1,25.8,0,0,0,0,0,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,25.8,0,0,0,0,0.0,3.6999999999999997e-06,00d7506ffb5514c581dd1b837666e9c7bb11c8b4ea55db769b8c96f39e8f56eb,7f6a28983bcb3a90f9fd663b861eb2a2a5eecf9bb19b7c66ceb30e2fbd3b64cd
G024,38,103_PV_1,103,1,PV,PV,Solar PV,Solar,0,0,1,61.5,0,0,0,0,0,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,61.5,0,0,0,0,0.0,3.8e-06,6800546bc18997327812bb5a0e372bcd419590d4c4d42e7616b05095a14a631d,8f176f62c1aef416c382b1282482b7187e609ddb5e7f0a802ed417aabf02b646
G025,39,119_PV_1,119,1,PV,PV,Solar PV,Solar,0,0,1,66.6,0,0,0,0,0,66.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,66.6,0,0,0,0,0.0,3.9e-06,1cd6318f2fc1e6c5f2c5a4855b6bcd29efd42f28aa2e125ccaa6c4eedd5a00e9,e948563c3f71c76b31a44216b898e8dff5e0f69e9d03feed3d54cf10c2d427d4
G026,40,122_WIND_1,122,1,WIND,WIND,Wind,Wind,0,0,1,713.5,0,0,0,0,0,713.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,713.5,0,0,0,0,0.0,4e-06,eda2b5ca84c3f94a4ba9c9a3b8c6a3e4878a0c5509275cfa0b38c49968bf2b50,70e67ea71f4f13e46716828d10ff27b1554c51cb465593877326fd92bf73b53c
