path,sha256,bytes
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\PV\DAY_AHEAD_pv.csv,bfede6e558df5ea0f244b6326940a4ee0b95138643aa8a062897c67134c9c185,842651
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\Reserves\DAY_AHEAD_regional_Flex_Down.csv,5c6c2897325a3234865dd62e2321f5f209577c1c30819526b6de516a28e2f967,29893
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\Reserves\DAY_AHEAD_regional_Flex_Up.csv,13c03fcf529414d51d744a6c65f151a0ca67765134164114bb080887cae1aa68,30143
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\Reserves\DAY_AHEAD_regional_Reg_Down.csv,71ba9fbc26ae135342067153394ac62f09581833ae12f228da5319b2da3c8903,30140
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\Reserves\DAY_AHEAD_regional_Reg_Up.csv,3e620a031efe7bb68f5084eaeec29f2d2e112240418e06b716a36670830e229e,30121
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\Reserves\DAY_AHEAD_regional_Spin_Up_R1.csv,733f7dcb6da03c3c1e72f4dba35dea5630c39af9fee455c008060a629a3cb912,171073
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\Reserves\DAY_AHEAD_regional_Spin_Up_R2.csv,89d29e743a618ef3c485d11858878ab57d027768a6b183638d1337b912354c4c,171028
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\Reserves\DAY_AHEAD_regional_Spin_Up_R3.csv,264db0c5709794478fff4cfcda83ee696bb001d1245898066033f8a6be08aae5,171110
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\RTPV\DAY_AHEAD_rtpv.csv,13a6933c2e0a513e1a453143876dadef6977e6add7701a21f56fe6a753afce42,935828
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\WIND\DAY_AHEAD_wind.csv,6a1a8dc7d10a518523b3b319902ecc1ca1c400223832b26c6edb3a6e69d01dbc,279519
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_pointers.csv,0854ba0c63d4973e8818c91c2328869e379bb0140520d4586f4ffddf387aca0d,27251
