settlementPeriod,T_ABRBO-1,T_ACHRW-1,T_AFTOW-1,T_AKGLW-2,T_AKGLW-3,T_ANSUW-1,T_ARCHW-1,T_BDCHW-1,T_BEATO-1,T_BEATO-2,T_BEATO-3,T_BEATO-4,T_BEINW-1,T_BHLAW-1,T_BLKWW-1,T_BLLA-1,T_BLLA-2,T_BOWLW-1,T_BPGRD-1,T_BRBEO-1,T_CARR-1,T_CARR-2,T_CASKD-1,T_CDCL-1,T_CGTHW-1,T_CLDCW-1,T_CLDNW-1,T_CLDSW-1,T_CNQPS-1,T_CNQPS-2,T_CNQPS-3,T_CNQPS-4,T_COSO-1,T_COUWW-1,T_CREAW-1,T_CRGHD-1,T_CRGHW-1,T_CRYRW-2,T_CRYRW-3,T_DALQW-1,T_DAMC-1,T_DBAWO-1,T_DBAWO-2,T_DBAWO-3,T_DBAWO-4,T_DBAWO-5,T_DDGNO-1,T_DDGNO-2,T_DDGNO-3,T_DDGNO-4,T_DIDCB5,T_DIDCB6,T_DINO-1,T_DINO-2,T_DINO-3,T_DINO-4,T_DINO-5,T_DINO-6,T_DNLWW-1,T_DOREW-1,T_DOREW-2,T_DOUGW-1,T_DRAXX-1,T_DRAXX-10G,T_DRAXX-12G,T_DRAXX-2,T_DRAXX-3,T_DRAXX-4,T_DRAXX-5,T_DRAXX-6,T_DRAXX-9G,T_DRSLW-1,T_DUNGW-1,T_EAAO-1,T_EAAO-2,T_EDINW-1,T_EECL-1,T_ERRO-1,T_ERRO-2,T_ERRO-3,T_EWHLW-1,T_FALGW-1,T_FASN-1,T_FASN-2,T_FERGD-1,T_FERGD-2,T_FFES-1,T_FFES-2,T_FFES-3,T_FFES-4,T_FINL-1,T_FOYE-1,T_FOYE-2,T_FOYED-1,T_FSDLW-1,T_GANW-11,T_GANW-13,T_GANW-22,T_GANW-24,T_GLNDO-1,T_GLWSW-1,T_GNAPW-1,T_GNFSW-1,T_GNFSW-2,T_GORDW-1,T_GORDW-2,T_GRAI-6,T_GRAI-7,T_GRAI-8,T_GRAI1G,T_GRAI4G,T_GRGBW-1,T_GRGBW-2,T_GRGBW-3,T_GRIFW-1,T_GRIFW-2,T_GYMR-15,T_GYMR-17,T_GYMR-26,T_GYMR-28,T_GYMRD-16,T_GYMRD-2,T_GYMRD-E10,T_GYMRD-E11,T_GYMRD-W10,T_GYMRD-W11,T_HADHW-1,T_HALSW-1,T_HEYM11,T_HEYM12,T_HEYM2-D,T_HEYM27,T_HEYM28,T_HMGTO-1,T_HMGTO-2,T_HOWAO-1,T_HOWAO-2,T_HOWAO-3,T_HOWBO-1,T_HOWBO-2,T_HOWBO-3,T_HRSTW-1,T_HRTL-1,T_HRTL-2,T_HUMR-1,T_HUMRD-1,T_INDQ-1,T_JGPR-1,T_KEAD-1,T_KEAD-2,T_KEADGT-3,T_KENNW-1,T_KILBW-1,T_KILLPG-1,T_KILLPG-2,T_KLGLW-1,T_KPMRW-1,T_KTHLW-1,T_KYPEW-1,T_LAGA-1,T_LARKS-1,T_LARYW-1,T_LARYW-2,T_LARYW-3,T_LARYW-4,T_LBAR-1,T_LBAR-1G,T_LNCSW-1,T_LNCSW-2,T_MEDP-1,T_MIDMW-1,T_MILWW-1,T_MKHLW-1,T_MOWEO-1,T_MOWEO-2,T_MOWEO-3,T_MRWD-1,T_MYGPW-1,T_NANT-1,T_NNGAO-1,T_OMNDW-1,T_PEHE-1,T_PEMB-11,T_PEMB-21,T_PEMB-31,T_PEMB-41,T_PEMB-51,T_PNYCB-1,T_PNYCW-1,T_RCBKO-1,T_RCBKO-2,T_RMPNO-1,T_RMPNO-2,T_ROCK-1,T_RREW-1,T_RRWW-1,T_RYHPS-1,T_SAKNW-1,T_SANQW-1,T_SCCL-1,T_SCCL-2,T_SCCL-3,T_SCCL-4,T_SEAB-1,T_SEAB-2,T_SEEL-1,T_SGRWO-1,T_SGRWO-2,T_SGRWO-3,T_SGRWO-4,T_SGRWO-5,T_SGRWO-6,T_SHBA-1,T_SHBA-2,T_SHRSW-1,T_SHRSW-2,T_SIZB-1,T_SIZB-2,T_SLOY-2,T_SLOY-3,T_SOKYW-1,T_SPLN-1,T_STAY-1,T_STAY-2,T_STAY-3,T_STAY-4,T_STLGW-1,T_STLGW-2,T_STLGW-3,T_STRNW-1,T_SUTB-1,T_SVRP-10,T_SVRP-20,T_TDBNW-1,T_THNTO-1,T_THNTO-2,T_TKNEW-1,T_TKNWW-1,T_TORN-1,T_TORN-2,T_TORN-D,T_TSREP-1,T_TWSHW-1,T_USKM-13,T_WBUGT-1,T_WBUGT-4,T_WBUPS-1,T_WBUPS-2,T_WBUPS-3,T_WBUPS-4,T_WBURB-1,T_WBURB-2,T_WBURB-3,T_WBURB-41,T_WBURB-43,T_WDNSO-1,T_WDNSO-2,T_WDRGW-1,T_WHIHW-1,T_WHILW-1,T_WHILW-2,T_WILCT-1,T_WISTW-2,T_WLNYO-2,T_WLNYO-3,T_WLNYO-4,T_WLNYW-1,T_WTMSO-1
11,26.46,1.564,1.87,3.3,2.592,0.676,4.28,8.884,36.766,45.308,57.832,63.384,-0.336,1.438,3.124,-0.456,-0.176,11.124,-52.412,53.452,429,407.6,-0.32,323.28,0.2,0,0,2.34,-2.016,0,-4.914,-3.528,-1.856,1.512,3.624,-0.006,2.874,3.18,0.5,-0.07,-3.89,0,0,0,0,0,-1.294,-1.132,-1.136,-1.296,0,-1.4,0,0,-1.3,0,-1.4,0,0.286,15.44,5.55,-0.458,0,0,0,600.5,643.8,599.94,0,0,0,0.76,0.394,-2.994,-2.95,1,409.536,0,0,0,-0.184,6.24,-0.006,-0.002,-0.002,-1.724,-71.876,-71.894,-0.04,-72.58,16.328,-1.9,-154.1,-0.914,1.596,-0.634,-0.5,-0.52,-0.58,49.374,0.162,-0.108,5.78,3.02,2.61,1.07,0,-0.5,412.9,0,0,-2.248,-1.168,-2.294,4.056,2.61,26.94,26.34,26.62,21.76,-0.002,0,0,-0.004,0,-0.012,-0.476,9.384,491.768,512.672,-27.416,508.32,-2.224,-0.474,-0.956,-4.966,-5.062,-4.08,-4.894,-2.47,-0.56,-0.61,577.968,-3.264,719,-50.62,-2.33,5.726,-1.74,719.72,-0.16,3.27,11.188,-0.748,-0.544,16.528,-0.386,0.024,0.122,-1,-0.1,10.68,9.56,9.84,9.8,727.22,-0.02,0.446,2.846,666.26,-0.168,0.6,0.246,-0.004,160.918,98.918,-0.8,0.62,0,0,10.28,0,416,434.4,0,424,424,-0.02,29.19,22.538,25.946,45.61,32.956,-3.2,-0.406,-0.246,0,3.516,3.884,301.7,349.4,0,-48.82,685.2,362.04,-0.344,0,0,-1.156,-0.97,-1.796,-2.892,735,-0.48,9.746,6.596,594.84,590.32,0,0,5.792,811.3,423,420,423.2,0,0.838,1.29,0.26,21.55,-0.8,-0.5,-0.4,2.12,6.604,8.088,15.672,-0.004,629.856,514.2,-49.832,-2.25,5.568,0,0,0,0,0,0,0,377.258,0,-6.214,0.242,-0.086,22.428,23.828,5.116,2.998,2.41,-0.616,58.66,2.14,24.636,37.678,42.012,26.28,-3.044
12,25.68,1.63,1.738,1.96,2.154,0.688,2.9,8.708,46.566,50.18,52.752,67.548,4.188,3.904,3.968,-0.446,-0.168,7.654,-52.378,72.25,414,407.6,-0.22,387.72,0.068,0,0,1.598,-1.89,0,-4.914,-3.402,-2.01,2.226,5.056,-0.006,3.264,2.832,0.468,-0.054,-3.89,0,0,0,0,0,-1.324,-1.142,-1.142,-1.268,0,-1.3,0,0,-1.3,0,-1.4,0,0.326,20.48,6.368,-0.496,0,0,0,599.74,635,600.04,0,0,0,0.002,2.034,-1.684,-1.21,0.4,409.392,0,0,18.398,-0.368,4.26,-0.006,-0.002,-0.002,-1.44,-72.436,-72.434,-0.02,-73.12,16.288,-1.9,-134.5,-0.852,1.6,-0.734,-0.8,-0.76,-0.8,98.668,0.558,0.072,4.38,2.24,3.934,3.506,0,-0.6,412.8,0,0,-2.152,-2.048,-2.2,3.614,2.13,24.9,22.78,21.36,18.6,-0.002,0,0,-0.004,0,-0.012,-0.454,8.598,492.112,513.024,-27.592,506.368,-2.216,-1.158,-0.932,-5.012,-5.09,-4.792,-4.722,0.008,3.982,4.332,577.992,-3.272,728.4,-50.9,-2.32,6.21,-1.94,720.16,-0.16,2.37,10.936,-0.746,-0.544,16.482,0.294,0.038,0.25,-1,0.46,6.14,5.72,4.46,4.64,726.62,-0.02,-1.03,-0.548,666.16,-0.19,0.42,0.5,-0.004,170.378,102.558,-0.6,0.014,8.656,0,9.09,0,426.2,434.8,0,424.6,425,-0.03,27.67,8.898,19.046,64.678,42.098,-3,-0.474,-0.5,0,4,3.18,301.7,325.9,0,-49.28,634.8,362.5,-0.344,0,0,-1.152,-0.98,-1.808,-2.878,732.8,-0.476,10.358,10.048,594.34,590.24,0,0,2.44,776.6,423.4,419.6,422.6,0,0.32,0.324,-0.09,17.69,-0.8,-0.5,-0.3,2.752,6.58,7.636,36.652,-0.004,632.184,516.424,-50.744,-2.116,6.114,0,0,0,0,0,0,0,355.32,0,103.376,-0.32,-0.696,17.808,16.048,3.25,2.478,-0.35,-0.676,61.27,1.6,20.52,58.858,36.85,18.46,-3.03
13,23.74,1.506,1.462,1.36,1.454,1.046,3.44,9.574,54.066,62.216,55.87,62.478,3.372,4.842,4.172,-0.408,-0.154,6.874,-52.362,75.79,413,408.2,0.22,401.4,0.72,0,0,0.518,-1.89,0,-4.914,-3.528,-2.702,2.31,9.548,-0.006,3.236,0.262,0.104,0.324,-3.9,0,0,0,0,0,0.496,-0.146,-0.878,1.676,0,-1.3,0,0,-1.4,0,-1.4,0,0.202,25.34,8.064,-0.34,0,0,0,600.02,643.06,599.94,0,0,0,0.138,3.814,-3.238,-3.418,0.1,409.39,0,0,25.098,-0.368,0.14,-0.006,-0.002,0,-1.918,-2.636,-4.758,-0.04,-7.54,16.318,-1.4,-1.9,-0.798,1.828,-0.756,-0.82,-0.76,-0.76,98.714,0.45,0.27,2.08,1.16,3.424,7.094,0,-0.5,412.5,0,0,-2.132,-1.892,-2.08,2.076,1.79,28.54,26.1,33.5,24.34,-0.002,0,0,-0.004,0,-0.012,-0.426,12.35,491.352,512.4,-27.448,507.272,-2.248,-0.94,-0.912,-4.988,-5.068,-4.628,-4.648,2.936,2.68,3.984,577.712,-3.28,667.2,-50.6,-2.17,6.102,-1.74,719.34,-0.16,2.6,15.36,-0.75,-0.548,15.084,0.56,-0.004,0.344,-0.8,0.92,8,8.54,5.68,5.98,726.82,-0.02,-0.902,-1.14,665.66,-0.056,1.52,1.1,-0.004,165.778,112.158,-0.6,-0.062,14.592,0,9.85,0,428.6,437.4,0,424,426.6,-0.02,24.57,6.358,12.246,87.41,68.262,-3,-0.484,-0.496,0,5.982,3.794,351.7,313.1,0,-48.6,670,361.76,-0.338,0,0,-1.158,-0.98,-1.776,-2.89,734.2,-0.476,13.94,12.068,594.62,590.66,0,0,2.478,802.9,423.2,419.8,422.9,0,1.374,0.138,0.086,25.21,-0.8,-0.6,-0.4,1.736,7.646,8.204,24.072,-0.004,632.336,514.536,-50.528,-2.122,4.7,0,0,0,0,0,0,0,371.088,0,303.986,0.012,-0.806,19.148,17.868,5.546,2.894,-1.65,-0.664,61.65,1.926,23.776,94.258,51.512,17.04,-2.998
14,22.4,2.364,2.942,1.84,1.768,1.3,6.18,6.43,70.76,57.776,64.69,80.664,1.072,4.48,4.044,-0.422,0.118,6.472,-52.402,75.01,403.4,401.6,-0.44,360.54,1.64,0,0,0.618,-2.016,0,-4.914,-3.528,-2.09,1.916,11.26,-0.006,3.24,0.066,0.002,-0.158,-3.92,0,0,0,0,0,4.738,4.916,3.114,4.1,0,-1.3,0,0,-1.3,0,-1.4,0,-0.05,33.54,10.222,-0.488,0,0,0,600.06,642.18,598.62,0,0,0,0.79,5.054,2.064,0.68,0.058,389.374,0,0,25.112,-0.362,0.12,-0.006,-0.002,-0.114,-1.778,-1.234,15.26,-0.02,-1.58,16.32,21.9,137.9,-1.054,1.28,-0.732,-0.22,-0.76,-0.7,98.688,0.156,2.53,2.3,1.28,4.454,6.448,0,-0.5,367.5,0,0,-1.97,-1.294,-1.89,1.404,2.174,31.52,24.86,23.3,19.18,-0.002,0,0,-0.004,0,-0.01,-0.416,7.934,491.312,512.2,-27.456,506.264,-2.232,-1.118,-0.894,-2.674,-5.078,-4.908,-3.606,4.41,6.42,3.622,577.464,-3.256,658.6,-50.08,-2.09,5.938,-1.84,719.92,-0.16,1.63,10.46,-0.752,-0.55,19.71,0.282,0,0.508,-1,3.7,12.3,12.3,13.62,13.14,726.42,-0.02,-0.924,-1.06,665.82,-0.144,0.32,1.7,-0.004,183.698,115.078,-0.6,0.078,14.594,0,11.87,0,428.2,437.8,0,424.4,426,-0.02,20.75,2.11,1.57,79.106,68.778,-3,-0.38,0.01,0,4.44,3.89,325.9,329.3,0,-48.54,697.2,360.64,-0.37,0,0,-1.152,-0.98,-1.77,-2.902,717.6,-0.474,6.506,5.452,594.74,590.46,36.606,32.024,4.888,804.3,418.2,416.6,416.9,0,1.478,-0.072,0.318,32.61,-0.8,-0.5,-0.4,1.614,5.858,6.388,12.352,-0.004,631.56,514.744,-50.592,-2.244,3.186,0,0,0,0,0,0,0,372.9,0,426.178,-0.3,-0.178,17.368,18.008,5.982,3.33,0.04,-0.626,61.27,1.712,38.982,82.698,70.53,22.38,-3.028
15,23.18,1.886,6.468,1.58,1.794,1.434,12.48,6.908,87.262,99.502,93.166,109.572,0.766,6.254,3.866,-0.338,0.136,9.352,-52.37,78.83,389,322.6,-1.52,384.84,2.52,0,0,0.428,-1.89,0,-4.788,-3.528,-1.998,1.16,18.854,-0.006,2.526,0.092,0.02,-0.11,-3.92,0,0,0,0,0,2.746,3.22,1.992,3.122,0,-1.2,0,0,-1.3,0,-1.4,0,-0.006,35.14,15.916,-0.476,0,0,0,599.74,643.72,606.88,0,0,0,1.9,8.116,6.594,2.448,-0.01,322.992,0,0,25.122,-0.368,2.02,-0.006,-0.002,-0.558,-1.522,14.42,13.62,-0.04,-1.6,16.336,-1.9,70.7,-1.098,-0.014,-0.094,1.38,-0.74,-0.56,98.68,0.54,3.526,3.68,2.04,3.25,3.496,0,-0.6,360.2,0,0,2.412,2.792,2.504,1.534,3.28,27.46,22.9,22.94,19,-0.002,0,0,-0.004,0,-0.012,-0.43,10.314,491.824,511.88,-27.568,507.536,-2.232,-0.958,-0.786,1.224,-4.83,-4.844,-2.57,2.174,1.494,1.596,577.312,-3.264,659,-50.18,-2.08,6.602,-1.83,722.86,-0.17,3.39,7.544,-0.75,-0.544,27.55,0.352,0.012,1.18,-1,7.33,11.96,10.28,11.86,11.38,726.02,-0.02,-0.93,-1.084,665.4,-0.198,0.28,2.2,-0.004,219.998,141.078,-0.8,-0.066,14.626,0,13.32,0,428.6,437.4,0,423.2,387.4,-0.02,29.96,-2.408,-2.006,68.03,50.024,-3.2,0.532,0.762,0,5.136,4.582,356.6,354.6,0,-48.58,641,362.08,-0.34,0,0,-1.156,-0.98,-1.776,-2.902,672.2,-0.482,2.822,3.48,594.36,590.08,40.72,40.696,6.444,814.9,419.6,408,415.2,0,3.368,1.904,1.338,34.55,-0.8,-0.6,-0.4,1.308,10.162,10.37,10.652,-0.004,631.592,514.168,-50.552,-2.36,3.794,0,0,0,0,0,0,0,388.532,0,425.246,0.308,0.156,24.008,29.508,5.308,2.554,-0.83,-0.636,61.75,2.404,45.07,65.078,66.932,34.88,-2.994
16,21.78,2.462,6.09,1.22,0.84,1.65,13.14,9.614,54.77,59.912,64.218,64.28,0.472,6.404,3.352,0.128,0.07,13.386,-52.42,75.19,426.2,419.8,-1.98,363.6,2.8,0,0,1.19,-2.016,0,-4.914,-3.402,-1.922,1.252,8.83,-0.006,2.27,0.646,0.312,0.606,-3.92,0,0,0,0,0,2.476,3.75,1.828,2.566,0,-1.3,0,0,-1.3,0,-1.4,0,-0.058,31.1,15.072,-0.354,0,0,0,600.28,638.1,610.12,0,0,0,2.18,7.414,8.206,5.422,0.308,404.496,0,0,25.106,-0.362,4.84,-0.006,-0.002,-0.608,-1.654,26.61,46.562,-0.02,-1.6,16.322,-1.9,147.9,-1.002,0.134,2.726,1.98,2.96,0.28,98.726,1.562,3.206,4.58,2.4,19.252,10.846,0,-0.5,352,0,0,13.022,6.198,12.38,1.122,2.666,24.48,20.58,19.96,18.1,-0.002,0,0,-0.004,0,-0.01,-0.396,16.858,491.264,512.136,-27.624,504.848,-2.272,-0.774,-0.762,-1.222,-4.9,-4.004,-1.828,-1.802,-1.412,0.228,577.336,-3.28,658.6,-50.26,-2.07,6.25,-1.94,722.72,-0.16,3.89,15.306,-0.752,-0.548,21.736,2.446,-0.006,2.594,-1,15.81,10.34,8.64,7.82,7.86,725.22,-0.02,-0.956,-1.154,665.08,0.026,1.22,0.36,-0.004,189.318,159.278,-0.6,-0.012,14.608,0,10.62,0,428.2,436.2,0,423,424.8,-0.03,26.36,-2.388,-2.326,89.224,60.996,-3,1.698,0.35,0,8.964,5.016,356.4,354.8,0,-48.68,717,363.08,-0.342,0,0,-1.156,-0.984,-1.778,-2.894,748.8,-0.482,-0.862,-0.718,594.64,590.26,40.726,40.67,8.804,802.4,421.6,408,421.6,0,3.118,3.714,2.08,34.87,-1,-0.5,-0.4,1.132,11.862,12.458,1.226,-0.004,632.144,514.312,-50.656,-2.218,5.224,0,0,0,0,0,0,0,395.564,0,410.604,-0.124,-0.284,30.368,27.388,3.724,2.426,-1.67,-0.612,62.07,2.774,30.042,44.278,45.67,31.2,-2.992
17,29.16,2.07,2.854,0.672,0.154,1.596,17.12,10.696,41.452,50.46,57.134,62.034,1.11,5.57,2.458,-0.474,-0.208,13.168,-53.104,70.39,415.6,418.8,-1.2,369,3.26,0,0,0.31,-1.89,0,-4.914,-3.528,-2,1.806,6.904,-0.006,2.016,0.034,0.294,0.886,-3.94,0,0,0,0,0,2.818,4.564,1.708,2.222,0,-1.3,0,0,-1.4,0,-1.4,0,0.154,28.42,16.228,0.156,0,0,0,599.9,634.38,609.7,0,0,0,3.18,8.712,6.52,3.002,2.48,399.598,0,0,25.09,-0.372,6.2,-0.006,-0.002,-0.644,-1.676,-1.232,-1.292,-0.04,-1.58,16.206,-1.9,136.8,-0.988,0.148,6.308,5,7.96,7.3,98.706,0.998,1.966,5.32,3.1,14.964,8.868,0,-0.6,332.8,0,0,15.954,6.488,15.156,1.248,2.076,20.58,17.1,17.16,13.2,-0.002,0,0,-0.004,0,-0.012,-0.364,16.002,491.832,513.048,-27.808,509.104,-2.248,-0.9,-0.804,-4.95,-5.044,-4.558,-2.402,-3.93,-3.024,0.466,576.616,-3.304,655.6,-50.44,-2.1,6.442,-1.84,722.68,-0.16,3.25,9.968,-0.746,-0.542,28.41,1.578,0.026,2.124,-1,22.31,11.8,10.18,6.14,6.06,724.42,-0.02,-0.936,-1.228,672.56,1.888,2.66,0.496,-0.004,163.418,92.478,-0.8,-0.094,14.654,0,0,0,398.6,397.2,0,422.4,424.2,-0.02,16.12,-2.326,-2.272,100.278,67.668,-3.2,1.566,0.596,0,10.88,5.904,356.4,350.5,0,-49.06,690.2,338.32,-0.346,0,0,-1.162,-0.978,-1.77,-2.888,730.4,-0.48,-0.792,-0.774,594.76,589.96,40.728,40.692,10.25,797.6,421.4,406.8,420.8,0,4.072,3.274,2.33,38.21,-1,-0.5,-0.4,0.364,5.672,5.906,-5.038,-0.004,632.76,514.96,-51,-2.172,4.572,0,0,0,0,0,0,0,398.464,0,408.234,-0.864,-0.834,21.028,19.868,2.23,3.382,-1.15,-0.624,61.89,2.566,21.722,45.058,38.132,24.08,-3.03
18,25.28,2.74,2.296,-0.262,-0.278,1.578,12.78,11.77,62.658,66.92,77.826,81.948,1.372,4.638,3.318,-0.534,-0.168,12.316,-53.246,56.37,425.6,416.8,-1.42,379.98,2.78,0,0,1.898,-1.89,0,-4.914,-3.528,-2.1,2.574,4.452,-0.006,1.556,0,-0.192,-0.11,-4.69,0,0,0,0,0,2.386,0.348,1.114,2.036,0,-1.2,0,0,-1.4,0,-1.6,0,-0.156,22.2,13.776,-0.318,0,0,0,600.14,632.7,609.84,0,0,0,5.18,8.576,-0.068,-1.028,2.4,377.71,0,0,22.632,-0.358,0.88,-0.006,-0.002,-0.75,-1.886,-1.234,-0.498,-0.02,-1.6,16.294,-2,86,-1.04,0.484,9.246,12.42,10.16,13.36,98.7,0.13,2.132,3.62,2.38,26.444,14.234,0,-0.5,336.3,0,0,17.424,10.576,16.766,1.334,2.804,14.54,14.04,14.88,12.88,-0.002,0,0,-0.004,0,-0.012,-0.406,19.494,493.136,512.816,-27.784,510.696,-2.24,-0.158,0.872,-4.23,-5.02,-4.41,-1.374,-2.542,0.656,0.016,577.112,-3.296,654.2,-48.88,-2.09,5.942,-1.84,722.78,-0.16,2.14,10.912,-0.748,-0.544,19.182,3.842,-0.032,3.134,-1,19.29,14,12.02,9.48,9.5,722.8,0,-0.954,-1.154,672.6,1.564,3.7,3.38,-0.004,221.038,128.398,-1,-0.004,14.25,0,0,0,420.4,433.6,0,410.4,411.6,-0.02,12.16,-2.236,-2.144,83.01,60.952,-2.2,0.896,0.71,0,4.826,4.056,356.5,300.9,0,-49.16,704,363.98,-0.652,0,0,-1.158,-0.974,-1.764,-2.866,751.8,-0.482,-0.766,-0.746,594.36,589.58,6.784,9.378,11.442,793,420.8,407.6,421,0,4.46,5.866,4.006,38.67,-1,-0.6,-0.4,-0.088,8.388,8.736,-4.148,-0.004,632.008,514.616,-50.976,-2.09,4.374,0,0,0,0,0,0,0,402.836,0,412.702,-0.636,-0.642,21.068,17.888,3.038,3.154,4.24,-0.61,61.66,2.612,20.182,66.178,39.09,20,-2.946
19,31,5.366,3.514,-0.29,-0.282,1.742,13.84,14.528,49.476,44.51,71.88,66.16,7.634,8.16,3.294,-0.508,-0.146,13.88,-53.324,58.77,410.6,396.6,-3.72,402.48,3.76,0,0,2.94,-1.89,0,-4.914,-3.528,-2.116,3.794,9.602,-0.006,1.894,0,-0.192,0.78,17.49,0,0,0,0,0,-0.836,-0.966,-0.578,-0.69,0,-1.3,0,0,-1.5,0,-1.4,0,0.084,27.72,16.018,-0.13,0,0,0,599.8,643.96,610.08,0,0,0,7.4,11.074,-2.554,-1.844,2.46,390.814,0,0,0,-0.342,1.64,-0.006,-0.002,-0.844,-1.588,-1.216,-0.022,-0.04,-1.58,16.334,-1.9,148,-1.058,0.376,9.506,12.64,8.34,13.7,98.708,0.806,2.754,7.4,2.84,21.404,11.714,0,-0.6,340.1,0,0,14.038,10.002,12.876,3.324,4.708,16.72,15.1,16.7,14.2,-0.002,0,0,-0.002,0,-0.01,-0.3,21.318,492.328,512.744,-27.672,507.672,-2.24,0.888,2.316,0.03,-1.852,-3.404,3.408,-3.236,-1.62,-0.436,576.904,-3.288,630.2,-47.64,-2.06,2.564,-1.84,711.5,-0.16,3.9,8.168,-0.774,-0.566,25.5,1.796,0.026,2.292,-1.2,15.36,13.24,11.3,9.4,9.34,720.42,-0.02,-0.932,-1.072,605.5,0.814,2.82,3.36,-0.004,221.258,177.418,-0.8,-0.082,0.114,0,0,0,396,435.2,0,421.4,423,-0.02,20.29,-2.214,-2.126,59.67,47.428,-1.6,0.402,-0.146,0,5.524,4.27,304.8,301.1,0,-49.14,723.4,363.48,-0.344,0,0,-1.152,-0.976,-1.766,-2.838,750.8,-0.484,-0.766,-0.776,594.48,590.06,0,0,18.46,792.2,421.4,407.4,420.6,0,6.99,6.04,5,41.192,-1,-0.5,-0.3,0.12,11.464,12.43,-1.46,-0.004,630.976,513.928,-50.656,-3.244,2.892,0,0,0,0,0,0,0,412.194,0,421.93,-0.174,-0.27,21.128,18.388,3.58,4.186,2.25,-0.488,63.13,3.714,17.95,60.778,37.672,15.2,-2.322
20,36.36,6.132,4.626,-0.018,-0.096,1.328,14.8,15.47,69.49,64.198,86.804,83.476,6.686,4.334,5.868,-0.582,-0.134,9.624,-54.046,52.248,410,382.8,-4.26,379.98,3.78,0,0,2.32,-1.89,0,-4.914,-3.528,-1.914,4.514,8.028,-0.006,3.272,0,-0.194,1.468,256.86,0,0,0,0,0,-0.996,-0.846,-0.88,-1.154,0,-1.3,0,0,-1.1,0,-1.3,0,0.298,26.18,15.602,0.538,0,0,0,600,638.54,609.8,0,0,0,4.2,8.574,-2.56,-3.008,1.66,391.102,0,0,0,-0.342,2.02,-0.006,-0.002,-0.886,-1.566,-1.214,-0.02,-0.02,-1.58,16.288,-1.9,21.4,-1.02,0.866,6.126,9.24,8.3,11.82,98.71,1.836,2.8,13.72,7.68,14.206,8.17,0,-0.5,358.9,0,0,7.59,5.488,6.856,4.776,5.046,19.2,19.1,24.44,21.38,-0.002,0,0,-0.004,0,-0.012,-0.202,21.546,491.432,513.392,-28,512.472,-2.264,1.422,1.496,-4.232,-0.06,6.494,2.224,-2.774,-0.116,-0.33,577.024,-3.32,652.4,-47.64,-2.09,6.114,-1.84,710.02,-0.16,3.62,6.064,-0.776,-0.568,38.228,1.02,0.026,1.006,-1,18.78,25.8,22.84,13.72,12.96,720.82,-0.02,-0.93,-1.034,669.04,1.266,2.28,2.04,-0.004,259.338,154.978,-1,-0.092,0,0,0,0,409,434.6,0,405.6,421.8,-0.02,18.47,-2.298,-2.198,56.53,37.864,-1.6,0.38,-0.484,0,8.186,4.65,301.8,301,0,-49.68,715.8,363.78,-0.004,0,0,-1.154,-0.978,-1.772,-2.752,750.6,-0.482,-0.832,-0.802,594.46,590,0,0,16.442,790.5,420.6,406.8,420.1,0,8.848,8.288,5.86,32.392,-0.8,-0.5,-0.4,0.322,11.816,13.146,-2.316,-0.004,632.376,514.592,-51.024,-3.294,3.36,0,0,0,0,0,0,0,401.098,0,410.49,-0.378,-1.09,20.648,23.808,5.208,5.108,4.63,0.3,62.1,5.804,20.324,74.398,41.15,13.26,-0.77
