settlementPeriod,T_ABRBO-1,T_ACHRW-1,T_AFTOW-1,T_AKGLW-2,T_AKGLW-3,T_ANSUW-1,T_ARCHW-1,T_BDCHW-1,T_BEATO-1,T_BEATO-2,T_BEATO-3,T_BEATO-4,T_BEINW-1,T_BHLAW-1,T_BLKWW-1,T_BLLA-1,T_BLLA-2,T_BOWLW-1,T_BPGRD-1,T_BRBEO-1,T_CARR-1,T_CARR-2,T_CASKD-1,T_CDCL-1,T_CGTHW-1,T_CLDCW-1,T_CLDNW-1,T_CLDSW-1,T_CNQPS-1,T_CNQPS-2,T_CNQPS-3,T_CNQPS-4,T_COSO-1,T_COUWW-1,T_CREAW-1,T_CRGHD-1,T_CRGHW-1,T_CRYRW-2,T_CRYRW-3,T_DALQW-1,T_DAMC-1,T_DBAWO-1,T_DBAWO-2,T_DBAWO-3,T_DBAWO-4,T_DBAWO-5,T_DDGNO-1,T_DDGNO-2,T_DDGNO-3,T_DDGNO-4,T_DIDCB5,T_DIDCB6,T_DINO-1,T_DINO-2,T_DINO-3,T_DINO-4,T_DINO-5,T_DINO-6,T_DNLWW-1,T_DOREW-1,T_DOREW-2,T_DOUGW-1,T_DRAXX-1,T_DRAXX-10G,T_DRAXX-12G,T_DRAXX-2,T_DRAXX-3,T_DRAXX-4,T_DRAXX-5,T_DRAXX-6,T_DRAXX-9G,T_DRSLW-1,T_DUNGW-1,T_EAAO-1,T_EAAO-2,T_EDINW-1,T_EECL-1,T_ERRO-1,T_ERRO-2,T_ERRO-3,T_EWHLW-1,T_FALGW-1,T_FASN-1,T_FASN-2,T_FERGD-1,T_FERGD-2,T_FFES-1,T_FFES-2,T_FFES-3,T_FFES-4,T_FINL-1,T_FOYE-1,T_FOYE-2,T_FOYED-1,T_FSDLW-1,T_GANW-11,T_GANW-13,T_GANW-22,T_GANW-24,T_GLNDO-1,T_GLWSW-1,T_GNAPW-1,T_GNFSW-1,T_GNFSW-2,T_GORDW-1,T_GORDW-2,T_GRAI-6,T_GRAI-7,T_GRAI-8,T_GRAI1G,T_GRAI4G,T_GRGBW-1,T_GRGBW-2,T_GRGBW-3,T_GRIFW-1,T_GRIFW-2,T_GYMR-15,T_GYMR-17,T_GYMR-26,T_GYMR-28,T_GYMRD-16,T_GYMRD-2,T_GYMRD-E10,T_GYMRD-E11,T_GYMRD-W10,T_GYMRD-W11,T_HADHW-1,T_HALSW-1,T_HEYM11,T_HEYM12,T_HEYM2-D,T_HEYM27,T_HEYM28,T_HMGTO-1,T_HMGTO-2,T_HOWAO-1,T_HOWAO-2,T_HOWAO-3,T_HOWBO-1,T_HOWBO-2,T_HOWBO-3,T_HRSTW-1,T_HRTL-1,T_HRTL-2,T_HUMR-1,T_HUMRD-1,T_INDQ-1,T_JGPR-1,T_KEAD-1,T_KEAD-2,T_KEADGT-3,T_KENNW-1,T_KILBW-1,T_KILLPG-1,T_KILLPG-2,T_KLGLW-1,T_KPMRW-1,T_KTHLW-1,T_KYPEW-1,T_LAGA-1,T_LARKS-1,T_LARYW-1,T_LARYW-2,T_LARYW-3,T_LARYW-4,T_LBAR-1,T_LBAR-1G,T_LNCSW-1,T_LNCSW-2,T_MEDP-1,T_MIDMW-1,T_MILWW-1,T_MKHLW-1,T_MOWEO-1,T_MOWEO-2,T_MOWEO-3,T_MRWD-1,T_MYGPW-1,T_NANT-1,T_NNGAO-1,T_OMNDW-1,T_PEHE-1,T_PEMB-11,T_PEMB-21,T_PEMB-31,T_PEMB-41,T_PEMB-51,T_PNYCB-1,T_PNYCW-1,T_RCBKO-1,T_RCBKO-2,T_RMPNO-1,T_RMPNO-2,T_ROCK-1,T_RREW-1,T_RRWW-1,T_RYHPS-1,T_SAKNW-1,T_SANQW-1,T_SCCL-1,T_SCCL-2,T_SCCL-3,T_SCCL-4,T_SEAB-1,T_SEAB-2,T_SEEL-1,T_SGRWO-1,T_SGRWO-2,T_SGRWO-3,T_SGRWO-4,T_SGRWO-5,T_SGRWO-6,T_SHBA-1,T_SHBA-2,T_SHRSW-1,T_SHRSW-2,T_SIZB-1,T_SIZB-2,T_SLOY-2,T_SLOY-3,T_SOKYW-1,T_SPLN-1,T_STAY-1,T_STAY-2,T_STAY-3,T_STAY-4,T_STLGW-1,T_STLGW-2,T_STLGW-3,T_STRNW-1,T_SUTB-1,T_SVRP-10,T_SVRP-20,T_TDBNW-1,T_THNTO-1,T_THNTO-2,T_TKNEW-1,T_TKNWW-1,T_TORN-1,T_TORN-2,T_TORN-D,T_TSREP-1,T_TWSHW-1,T_USKM-13,T_WBUGT-1,T_WBUGT-4,T_WBUPS-1,T_WBUPS-2,T_WBUPS-3,T_WBUPS-4,T_WBURB-1,T_WBURB-2,T_WBURB-3,T_WBURB-41,T_WBURB-43,T_WDNSO-1,T_WDNSO-2,T_WDRGW-1,T_WHIHW-1,T_WHILW-1,T_WHILW-2,T_WILCT-1,T_WISTW-2,T_WLNYO-2,T_WLNYO-3,T_WLNYO-4,T_WLNYW-1,T_WTMSO-1
11,1.58,1.108,4.744,11.86,14.81,0.036,2.04,0.328,2.194,1.482,3.918,2.974,-0.43,-0.8,3.046,14.038,14.232,13.37,-53.76,62.39,418.6,417,17.28,412.02,-0.138,20.54,26.006,0,333.774,0,330.246,-4.41,-2.694,2.758,-0.39,-0.004,-0.28,9.79,0.57,20.662,-3.89,0,0,0,0,0,44.618,38.372,35.71,40.038,0,-2.6,0,0,-1.3,0,-1.5,0,2.128,2.2,1.526,21.332,0,0,0,624.9,641.36,590.3,0,0,0,2.78,-0.63,116.884,127.168,0.46,404.638,0,0,0,5.68,27.22,7.212,-0.002,-0.002,-1.394,-13.674,-1.882,-0.02,-0.04,12.884,-1.9,0,-0.464,2.758,20.686,23.52,24.28,30.74,-0.042,16.538,-0.118,15.18,7.1,0.034,-0.154,-0.1,-0.5,410.9,0,0,34.746,34.19,32.2,-0.7,-0.958,14.28,14.22,39.86,40.38,-0.002,0,0,-0.004,0,-0.012,2.132,0.23,482.432,0,-29.048,-4.336,-15.616,35.04,42.036,115.714,93.616,85.754,138.63,150.888,141.96,7.378,0,-19.864,317.384,-51.32,-2.33,5.57,-3.14,-0.76,-0.16,34.12,0,-0.74,-0.584,0.776,33.004,0.182,19.872,-1,-0.1,17.4,12.44,13.3,12.42,729.42,-0.02,32.716,41.886,420.96,6.328,0,-0.352,-0.004,14.458,8.018,-0.6,0.854,0,0,11.66,0,413.8,426.4,0,420.6,413,-0.02,7.79,129.278,92.844,-0.716,-1.126,-2.4,2.314,4.408,0,0,13.448,339.6,-4.2,0,-45.74,479.4,-2.838,-0.348,0,0,-1.42,-1.076,-1.77,-3.292,608,-0.506,37.892,26.562,595.12,592.24,0,0,14.998,660.5,424,423.2,426.7,0,-0.702,-0.752,-0.642,0.016,-0.8,-0.5,-0.4,4.314,10.818,11.696,96.692,138.336,629.016,-2.168,-31.4,-3.15,5.486,0,0,0,0,0,0,0,349.004,0,69.248,-0.384,-0.048,86.808,62.088,8.478,6.118,0.738,34.88,52.27,3.704,40.328,42.238,116.99,30.6,76.262
12,2.96,0.938,4.31,8.26,10.192,-0.07,1.08,0.64,0.024,-0.292,1.376,0.612,-0.436,-0.716,3.834,15.61,13.242,10.59,-53.14,60.89,419.2,416.8,18.14,342,-0.142,18.24,26.644,0,323.946,0,249.606,-4.41,-1.982,2.456,-0.512,-0.006,-0.284,3.138,0.118,14.574,-3.87,0,0,0,0,0,38.82,32.238,31.01,34.38,0,-2.6,0,0,-1.3,0,-1.4,0,2.62,1.24,1.098,19.644,0,0,0,622.04,645.1,590.14,0,0,0,3.62,-0.614,106.966,116.848,0.62,380.448,0,0,0,5.1,20.7,7.226,-0.002,-0.002,-1.23,9.096,9.598,-0.04,-0.02,9.95,-0.4,-1.5,-0.542,2.406,18.446,23.28,21.74,26.12,-0.042,12.828,-0.05,7.76,3.18,-0.178,-0.152,-0.2,-0.5,412.9,0,0,27.636,29.908,26.172,-0.348,-0.632,14.76,18.18,35.08,38.06,-0.002,0,0,-0.004,0,-0.01,-0.054,1.056,483.024,0,-28.96,-4.328,-15.52,34.608,36.496,91.674,103.576,111.534,132.756,122.262,115,2.27,0,-19.632,312.776,-51.26,-2.3,5.61,-3.03,-0.768,-0.17,31.45,0,-0.736,-0.586,0.554,23.972,0.21,14.038,-1,0.34,12.54,8.9,8.06,7.76,730.62,-0.02,31.96,40.338,579.82,3.126,0,-0.388,-0.004,18.018,17.158,-0.6,0.148,0.368,0,10.51,0,413,433.6,0,420.6,412.8,-0.03,5.89,116.158,88.066,-1.324,-1.382,-2.2,2.118,3.352,0,0,13.04,339.6,-4.2,0,-45.88,500.4,39.368,-0.346,0,0,-1.414,-1.072,-1.762,-3.29,634.2,-0.496,43.588,32.83,595.88,592.1,0,0,12.416,707.6,425.2,422.8,427.2,0,-0.674,-0.72,-0.632,0.326,-0.8,-0.6,-0.4,4.516,8.444,9.008,92.152,122.296,628.912,-2.176,-31.248,-3.17,6.912,0,0,0,0,0,0,0,352.574,0,262.022,0.106,0.398,71.028,56.748,8.106,5.148,0.3,29.82,49.94,3.07,52.138,52.718,110.632,35.76,65.442
13,3,0.514,4.08,13.72,12.47,0.036,0.69,1.572,2.088,4.124,3.28,4.514,-0.44,-0.686,3.268,10.738,10.13,15.164,-53.334,69.272,378.2,371.2,17.6,287.1,-0.138,16.02,22.278,0,241.92,0,241.416,-4.536,-1.834,2.676,-0.468,-0.006,-0.274,12.816,0.824,7.888,-3.88,0,0,0,0,0,47.512,37.164,38.056,40.696,0,-2.6,0,0,-1.3,0,-1.5,0,3.632,0.176,0.08,14.318,0,0,0,625.02,644.42,589.56,0,0,0,1.98,-0.622,98.788,108.828,0.82,343.008,21.704,0,22.212,4.322,22.74,7.22,-0.002,-0.002,-1.664,5.44,11.52,-0.02,-0.04,9.954,-1.8,141.4,-0.992,3.128,12.346,15.7,16.94,17.94,-0.042,11.484,0.11,6.12,2.52,-0.174,-0.152,-0.2,-0.5,365,0,0,22.128,22.992,21.216,-0.738,-0.648,15.42,22.62,32.36,35.42,-0.002,0,0,-0.004,0,-0.012,-0.374,1.542,483.04,0,-29.096,-4.32,-15.584,34.446,33.636,80.814,74.196,92.574,108.09,124.932,116.12,1.108,0,-19.296,308.602,-51.7,-2.29,5.284,-3.04,-0.768,-0.16,32.03,0,0,0,-0.184,18.38,0.434,15.528,-1,1.96,8.32,0.928,6.74,5.8,730.62,-0.02,34.214,42.146,585.2,1.336,0,-0.304,-0.004,0.894,7.698,-0.6,0.086,14.472,0,21.73,0,410.6,433.6,0,421.6,416.6,-0.02,9.76,97.438,75.426,-1.54,-1.44,-2.2,3.54,5.16,0,0,9.532,339.6,-4.2,0,-47.26,529.4,154.98,-0.348,0,0,-1.414,-1.072,-1.758,-3.298,661.2,-0.498,39.174,32.066,595.58,591.94,0,0,6.576,640.6,424.4,422.8,427.8,0,-0.6,-0.666,-0.588,0.37,-0.8,-0.5,-0.4,4.832,6.49,7.348,79.132,105.196,629.472,-2.184,-31.224,-3.16,6.02,0,0,0,0,0,0,0,304.878,0,302.162,-0.298,0.038,69.048,63.188,5.196,4.648,0.282,20.8,49.45,1.812,52.664,43.738,106.45,40.22,62.022
14,2.26,0.076,5.196,10.28,9.064,0.422,0.256,1.746,5.81,7.556,5.008,5.11,-0.438,-0.672,4.592,7.196,5.542,17.086,-53.336,68.27,419.4,413.8,16.72,300.96,-0.138,12.54,19.458,0,297.612,0,301.518,-4.41,-1.956,1.684,-0.484,-0.006,-0.26,11.622,0.418,8.212,-3.89,0,0,0,0,0,38.33,31.22,32.308,33.61,0,-2.7,0,0,-1.4,0,-1.4,0,5.778,-0.256,0.368,7.116,0,0,0,624.72,644.88,590.36,0,0,0,0.78,-0.61,85.086,91.788,0.58,385.488,24.414,0,24.444,4.082,35.84,7.218,-0.002,-0.07,-1.604,-1.214,-1.234,-0.04,-0.02,9.956,142.4,147.4,-1.082,1.614,10.726,13,14.56,17.86,-0.042,11.368,0.094,6.64,2.9,-0.166,-0.15,-0.2,-0.6,384.1,0,0,22.736,15.246,22.088,-1.132,-1.116,19.74,23.04,30.54,30.08,-0.002,0,0,-0.004,0,-0.012,-0.406,1.774,482.992,0,-29.216,-4.352,-15.632,33.254,31.156,61.734,40.476,67.094,81.24,103.684,105.74,0.012,0,-19.032,316.994,-51.34,-2.25,2.272,-2.94,-0.78,-0.16,23.49,0,0,0,-0.12,21.342,0.542,11.526,-0.8,5.27,9.98,0,5.1,2.328,729.64,-0.04,32.888,39.954,655.12,3.398,0,-0.272,-0.004,17.498,4.338,-0.6,0.122,14.664,0,23.52,0,411,433,0,420.6,416.2,-0.02,10.39,98.238,85.566,-1.626,-1.442,-2.2,3.668,6.306,0,0,8.714,339.6,-4.2,0,-47.66,735.8,303.62,-0.352,0,0,-1.42,-1.072,-1.77,-3.294,743.8,-0.498,36.25,27.82,595.38,592.1,0,0,5.008,786,426.6,422.4,427.4,0,-0.564,-0.632,-0.574,1.33,-0.8,-0.6,-0.4,8.72,5.8,6.368,96.732,110.636,629.096,-2.176,-31.24,-3.23,2.774,0,0,0,0,0,0,0,320.362,0,294.718,-0.062,-0.598,80.328,70.308,5.568,3.566,0.21,11.02,49.41,2.466,50.712,44.658,96.372,46.64,57.282
15,0.362,0.792,3.614,5.26,7.298,0.352,-0.24,1.518,7.752,8.022,2.95,5.1,-0.436,-0.68,3.394,8.66,5.662,20.268,-53.082,73.132,418.6,413.2,16.72,363.06,-0.122,9.96,15.598,0,246.582,0,258.804,-4.41,-1.924,1.036,-0.44,-0.006,-0.262,4.064,-0.012,5.646,-3.89,0,0,0,0,0,40.788,34.958,33.814,36.348,0,-2.6,0,0,-1.3,0,-1.5,0,6.152,0.304,0.422,4.906,0,0,0,623.92,638.72,589.74,0,0,0,0.272,-0.612,80.544,90.288,0.7,332.064,21.446,0,21.396,3.616,37.94,7.22,-0.002,-0.442,-1.516,-1.214,-1.214,-0.02,-0.04,11.34,1.3,148,-1.084,1.33,13.408,16.1,17.02,20.6,-0.042,7.662,0.008,6.5,2.98,-0.218,-0.146,-0.2,-0.5,365.9,0,0,26.596,18.014,26.098,-1.088,-1.046,21.92,23.78,25.86,22.46,-0.002,0,0,-0.004,0,-0.012,-0.186,1.21,482.872,0,-29.248,-4.32,-15.632,23.156,20.396,80.014,0.344,47.034,79.002,119.41,114.26,0.34,0,-18.712,306.99,-49.94,-2.23,3.526,-3.14,-0.776,-0.16,13.89,0,0,0,-0.32,13.882,0.544,9.19,-1,11.12,11.9,0,7.38,-0.002,729.84,-0.04,22.866,30.904,602.14,5.124,0,-0.532,-0.004,25.678,12.918,-0.6,0.418,14.6,0,30.48,0,410,432.8,0,420.6,426.4,-0.02,10,84.638,70.384,-1.604,-1.356,-2.2,3.666,6.744,0,0,7.128,339.7,-4.1,0,-47.86,735.8,363.28,-0.354,0,0,-1.42,-1.07,-1.75,-3.29,687.8,-0.478,42.638,33.308,595.38,592.14,0,0,2.182,685,401.8,421.2,401,0,-0.56,-0.63,-0.57,2.51,-0.8,-0.6,-0.4,8.49,4.738,4.814,80.09,88.336,628.608,-2.192,-31.288,-3.27,2.97,0,0,0,0,0,0,0,309.824,0,260.586,-0.064,-0.486,97.628,81.368,4.082,3.21,0.144,6.06,53.54,1.202,46.994,68.558,107.23,50.68,54.882
16,1.58,1.01,3.662,0.52,0.142,0.346,-0.052,1.908,6.35,9.022,2.918,4.698,-0.434,-0.66,2.546,9.716,9.476,20.826,-53.584,95.81,415.2,412.4,16.94,404.64,-0.138,10.06,13.642,0,316.386,0,323.946,-4.536,-1.816,0.102,-0.65,-0.006,-0.268,0,-0.152,1.914,-3.9,0,0,0,0,0,37.57,32.104,31.262,32.416,0,-2.5,0,0,-1.4,0,-1.4,0,4.522,2.14,1.926,1.162,0,0,0,624.64,639.88,585.3,0,0,0,-0.05,-0.608,86.352,92.328,0.46,378.574,22.368,0,25.088,4.046,42.48,7.214,-0.002,-0.592,-1.51,-1.216,29.952,-0.04,-0.02,14.56,133.7,147.4,-1.098,0.532,13.164,16.64,15.46,16.68,-0.042,3.522,-0.064,3.84,2.08,-0.22,-0.126,-0.1,-0.5,355.6,0,0,21.588,18.742,21.644,-1.068,-1.012,21.38,20.12,14.24,10.66,-0.002,0,0,-0.004,0,-0.012,-0.024,1.706,483.192,0,-29.28,-4.352,-15.664,16.126,14.196,69.554,0.114,59.834,82.38,94.71,86.08,0.404,0,-18.488,316.164,-50.22,-2.22,5.704,-2.94,-0.776,-0.16,5.89,0,0,0,-0.528,10.956,0.408,7.296,-1,9.87,9.72,0,7.62,-0.002,725.04,-0.04,13.732,16.774,664.92,2.696,0,-0.588,-0.004,28.398,9.958,-0.6,0.014,14.636,0,35.41,0,404.2,429.2,0,419,425.6,-0.03,5.68,55.018,47.866,-1.118,-0.938,-2.2,4.218,6.764,0,0,3.38,339.6,-4,0,-47.84,726,363.42,-0.374,0,0,-1.414,-1.068,-1.744,-3.29,734.8,-0.488,32.79,27.556,595.36,592.08,0,0,1.584,799.2,424,420.4,423.1,0,-0.582,-0.662,-0.6,1.07,-1,-0.5,-0.4,6.874,2.578,2.928,51.592,60.276,629.168,-2.192,-31.392,-3.222,1.16,0,0,0,0,0,0,0,337.202,0,277.92,-0.382,0.18,110.108,95.948,3.13,1.176,0.17,8.28,53.22,1.78,53.89,72.598,122.432,55.78,48.882
17,-0.766,0.574,1.596,1.3,0.594,0.896,0.106,1.092,8.036,8.672,6.644,11.444,-0.44,-0.682,0.878,4.08,4.524,24.47,-54.278,96.45,412.4,411.4,15.96,403.38,-0.11,7,10.116,0,277.83,0,272.79,-4.41,-2.004,-0.08,-0.612,-0.008,-0.266,0.24,-0.154,1.04,-3.91,0,0,0,0,0,25.732,24.886,23.022,22.982,0,-2.5,0,0,-1.3,0,-1.5,0,2.934,2.06,1.12,0.172,0,0,0,620.46,644.08,547.24,0,0,0,-0.748,-0.612,101.246,104.128,0.64,305.712,0,0,0.418,4.122,28.76,7.22,-0.002,-0.626,-1.456,62.13,45.34,-0.02,-0.04,0,148.6,147.8,-1.114,-0.052,9.328,12.16,10.4,12.62,-0.042,2.836,-0.182,2.02,0.84,-0.222,-0.128,-0.2,-0.6,403.3,0,0,13.376,12.862,13.92,-1.058,-1,11.32,10.84,4.98,4.74,-0.002,0,0,-0.004,0,-0.012,-0.35,1.044,482.912,0,-29.32,-4.344,-15.616,18.608,12.236,65.274,-0.146,74.134,69.566,93.174,86.18,1.446,0,-18.192,314.392,-50.42,-2.14,5.048,-3.04,-0.778,-0.16,4.12,0,0,0,-0.566,6.928,0.266,6.512,-1,24.01,4.198,0,3.98,-0.002,709.82,-0.02,7.834,7.96,536.38,1.022,0,-0.596,-0.004,29.378,17.998,-0.6,-0.072,14.686,0,35.17,0,361.8,355.4,0,418,424.4,-0.02,5.83,26.698,25.306,-0.472,1.14,-2.2,2.54,4.226,0,0,1.716,339.7,-4,0,-47.42,732.8,363.98,-0.348,0,0,-1.412,-1.068,-1.762,-3.288,667,-0.484,27.044,25.032,595.16,591.9,0,0,0.8,802.2,401,418.6,401.9,0,-0.608,-0.656,-0.604,0.39,-1,-0.6,-0.3,5.896,1.79,2.292,45.932,46.396,628.272,-2.224,-31.4,-3.23,0.796,0,0,0,0,0,0,0,312.792,0,292.016,0.028,-0.316,110.928,94.508,1.164,1.582,0.18,4.998,50.49,1.062,61.168,89.758,149.79,56.28,34.222
18,-1.046,-0.12,0.47,1.02,0.298,0.292,1.23,0.458,6.154,7.08,9.622,13.556,-0.436,-0.772,-0.234,3.494,3.624,27.142,-55.514,69.73,412.2,410.6,17.5,403.56,-0.092,4.72,7.834,0,327.474,0,324.198,-4.536,-1.864,-0.026,-0.682,-0.006,-0.262,0.298,-0.152,0.23,-3.94,0,0,0,0,0,21.618,20.492,18.61,18.926,0,-2.5,0,0,-1.4,0,-1.5,0,2.326,0.178,-0.292,0.08,0,0,0,619.46,643.52,589.84,0,0,0,-0.592,-0.616,74.192,76.108,1.44,346.464,0,0,0,3.624,20.2,7.208,-0.002,-0.76,-1.742,-1.214,-1.214,-0.04,-0.02,10.038,148.3,148,-1.116,-0.048,6.044,9.12,7.76,8.94,-0.042,2.488,0.102,0.946,0.476,-0.222,-0.134,-0.2,-0.5,303.7,0,0,8.418,7.14,8.74,-1.054,-0.998,6.2,7.68,2.98,2.18,-0.002,0,0,-0.004,0,-0.012,0.428,0.412,482.6,0,-29.408,-4.456,-15.68,15.312,11.636,66.694,-3.018,76.674,75.704,81.754,75.46,1.6,0,-17.976,313.972,-50.56,-2.13,5.576,-2.94,-0.774,-0.16,2.92,0,0,0,1.462,2.188,0.22,2.294,-1,27.24,1.478,0,1.24,-0.38,727.44,-0.04,7.232,8,646.7,0.608,0,-0.544,-0.004,20.958,10.438,-0.4,0.108,13.644,0,34.15,0,408,430.6,0,418.2,424.2,-0.02,2.92,12.878,13.526,-0.21,1.27,-2.2,0.8,1.588,0,0,1.584,339.6,-4,0,-47.52,641.4,364.92,-0.35,0,0,-1.416,-1.066,-1.772,-2.052,730.8,-0.48,17.376,16.54,594.92,592.02,0,0,1.13,797,423,417.8,422.7,0,-0.572,-0.65,-0.592,-0.142,-0.8,-0.5,-0.4,3.87,1.136,1.712,22.712,21.536,628.752,-2.24,-31.472,-3.19,0.706,0,0,0,0,0,0,0,302.42,0,267.118,-0.36,-0.518,103.988,87.708,0.494,0.198,0.208,2.64,50.69,0.952,71.828,132.738,151.69,57.88,20.362
19,-0.97,-0.122,1.698,-0.022,-0.24,-0.04,2.088,-0.014,5.1,6.434,6.208,7.026,-0.428,-0.806,0.006,0.94,1.878,30.27,-56.258,50.37,412.2,408.8,17.7,399.06,-0.122,6.58,7.026,0,326.844,0,324.072,-4.41,-1.826,0.204,-0.57,-0.006,-0.256,0,-0.154,1.304,-3.93,0,0,0,0,0,16.232,14.088,13.222,13.278,0,-2.5,0,0,-1.5,0,-1.5,0,2.084,-0.484,-0.33,-0.018,0,0,0,621.92,644.44,589.84,0,0,0,1.014,-0.612,57.09,63.488,1.46,301.248,0,0,0,1.528,6.42,7.212,-0.002,-0.904,-1.562,-1.214,-1.212,-0.02,-0.04,16.314,-2.2,112.2,-1.16,0.07,3.866,5.72,5.66,8.18,-0.042,2.07,0.534,-0.692,-0.41,-0.2,-0.154,-0.2,-0.5,313,0,0,5.292,5.016,5.476,-1.034,-0.998,3.74,5.44,-0.7,-0.36,-0.002,0,0,-0.006,0,-0.01,1.152,-0.126,482.832,0,-29.44,-4.448,-15.672,12.78,8.656,61.594,-2.578,68.034,66.158,78.758,71.1,0.86,0,-17.648,311.584,-50.34,-2.1,4.596,-3.04,-0.78,-0.16,1.86,0,0,0,2.484,3.51,0.154,1.95,-1.2,29.48,3.6,0,1.42,0.49,726.62,-0.02,5.866,6.586,670.5,1.512,0,-0.012,-0.004,14.978,7.138,-0.6,-0.05,0.022,0,38.22,0,407.8,430,0,418,423.8,-0.02,9.39,22.118,18.382,5.066,5.64,-2.4,0.758,0.92,0,0,0.314,339.6,-4.1,0,-47.68,727.6,364.04,-0.338,0,0,-1.416,-1.068,-1.766,-0.622,730.8,-0.478,19.232,14.812,595.1,591.82,0,0,5.612,793.2,420.8,414.6,419.8,0,-0.552,-0.634,-0.582,-0.346,-1,-0.6,-0.4,3.736,-0.118,-0.052,18.672,23.696,628.552,-2.224,-31.448,-3.102,0.074,0,0,0,0,0,0,0,303.886,0,342.656,-0.206,-0.036,107.668,89.108,0.55,0.046,0.19,3.136,51.2,3.394,63.666,112.098,129.872,54.96,22.502
20,-0.994,-0.09,2.086,-0.328,-0.304,-0.056,4.02,-0.032,4.034,4.638,0.378,0.582,-0.384,-0.71,0.062,1.078,1.088,26.696,-55.598,35.29,412.2,406.8,15.52,356.76,-0.118,4.9,8.65,0,272.16,0,261.828,-4.536,-2.026,1.234,-0.48,-0.006,-0.254,0,-0.17,1.978,-3.94,0,0,0,0,0,11.642,10.278,9.42,9.696,0,-2.6,0,0,-1.4,0,-1.5,0,2.764,-0.364,-0.5,0.568,0,0,0,614.52,643.32,589.98,0,0,0,3.24,-0.628,40.51,46.228,1.22,319.68,0,0,0,1.842,2.26,7.202,-0.002,-0.904,-1.45,-1.214,-1.212,-0.04,-0.02,16.298,-1.9,-2.4,-1.002,0.456,2.386,2.94,3.46,4.12,-0.042,1.088,1.426,-0.8,-0.51,-0.192,-0.15,-0.2,-0.6,322.9,0,0,3.436,3.214,3.578,-0.018,-0.656,6,9.88,-0.8,0.82,-0.002,0,0,-0.004,0,-0.012,6.414,0.046,482.112,0,-29.552,-4.472,-15.712,11.31,5.676,51.014,-2.45,52.874,61.862,63.14,56.84,2.74,0,-17.512,311.168,-49.16,-2.12,2.788,-3.04,-0.786,-0.16,3.28,0,0,0,14.258,3.256,0.176,1.744,-1,36.85,-0.794,0,-0.678,-0.826,723.62,-0.02,3.65,9.12,669.6,1.152,0,1.62,-0.004,8.938,7.118,-0.6,0.156,0,0,27.32,0,407.6,430.2,0,418,424.2,-0.03,14.55,26.538,25.186,7.154,10.308,-2.2,1.732,2.756,0,0,1.15,339.6,-4.1,0,-47.72,710,362.58,-0.338,0,0,-1.416,-1.072,-1.758,-0.172,728,-0.482,29.764,22.862,595.2,592.14,0,0,8.006,786.8,419.4,413.8,418.7,0,-0.57,-0.618,-0.548,-0.336,-0.8,-0.6,-0.4,5.066,-0.88,-0.856,40.752,42.436,629.192,-2.232,-31.616,-3.312,0.706,0,0,0,0,0,0,0,339.438,0,414.574,-0.658,-1.594,102.608,90.708,0.476,0.844,0.2,2.52,50.53,2.984,62.402,145.078,169.91,54.46,30.582
21,-0.964,0.504,2.564,-0.308,-0.298,-0.026,8.22,-0.044,1.014,0.91,-1.466,-1.994,-0.396,-0.612,0.618,3.772,2.242,34.27,-56.532,34.93,411,405.4,17.28,305.46,-0.078,9.52,7.46,0,229.32,0,228.564,-4.41,-1.722,1.488,-0.44,-0.006,-0.268,0,-0.166,1.502,-3.96,0,0,0,0,0,21.156,20.524,17.016,19,0,-2.6,0,0,-1.4,0,-1.5,0,2.578,-0.642,-0.58,0.506,0,0,0,617.16,620.2,590.22,0,0,0,3.68,-0.598,31.326,37.208,0.96,274.608,0,0,0,2.252,8.94,7.206,-0.002,-1.01,-1.472,-1.214,-1.212,-0.02,-0.04,16.308,-1.9,-2,-0.906,1.666,2.146,3.56,3.8,5.42,-0.042,0.684,1.77,-0.788,-0.468,-0.192,-0.146,-0.2,-0.5,299.7,0,0,2.644,1.542,2.488,-0.868,-0.758,7.34,9.64,-0.36,0.58,-0.002,0,0,-0.004,0,-0.012,12.51,0.074,482.552,0,-29.472,-4.464,-15.68,10.202,2.956,31.792,-2.424,43.694,42.616,61.668,50.8,4.84,0,-17.36,309.372,-48.34,-2.12,2.288,-2.94,-0.786,-0.16,5.91,0,0,0,17.214,3.258,0.282,1.708,-1,34.9,2.83,0.002,1.954,1.266,723.42,-0.02,5.222,7.822,667.3,1.106,0,3.12,-0.004,1.678,2.298,-0.6,0.908,0,0,35.45,0,407.8,430.4,0,418.4,424.2,-0.02,14.82,27.478,27.466,11.728,10.314,-2.2,4.594,8.348,0,0,1.006,339.5,-4.1,0,-47.8,577.4,361.28,-0.368,0,0,-1.42,-1.074,-1.766,-0.002,740.4,-0.478,31.338,24.932,594.5,590.38,0,0,13.688,753.6,417.6,412.8,417,0,-0.602,0.07,-0.026,-0.338,-1,-0.6,-0.4,2.404,-0.874,-0.824,34.252,29.476,628.44,-2.232,-31.56,-3.282,2.136,0,0,0,0,0,0,0,350.204,0,415.258,-0.424,-0.278,99.528,95.768,2.034,2.028,0.21,5.3,50.34,5.134,100.752,184.078,195.512,76.54,17.942
