bmUnit,settlementPeriod,settlementRunType,quantity,average_MW
T_TSREP-1,1,DF,-0.665,-1.33
T_WBURB-3,1,DF,-1.07,-2.14
T_WBURB-41,1,DF,-0.019,-0.038
T_WBURB-43,1,DF,-0.03,-0.06
T_WILCT-1,1,DF,-10.83,-21.66
T_WTMSO-1,1,DF,-0.23600000000000002,-0.47200000000000003
T_ABRBO-1,2,DF,-0.491,-0.982
T_BDCHW-1,2,DF,-0.11,-0.22
T_BEATO-1,2,DF,-1.258,-2.516
T_BEATO-2,2,DF,-1.201,-2.402
T_BEATO-3,2,DF,-1.651,-3.302
T_BEATO-4,2,DF,-1.682,-3.364
T_BEINW-1,2,DF,-0.192,-0.384
T_BHLAW-1,2,DF,-0.276,-0.552
T_BPGRD-1,2,DF,-23.309,-46.618
T_CARR-1,2,DF,-1.1,-2.2
T_CARR-2,2,DF,-1.8,-3.6
T_CGTHW-1,2,DF,-0.05,-0.1
T_CNQPS-1,2,DF,-2.7720000000000002,-5.5440000000000005
T_CNQPS-3,2,DF,-2.205,-4.41
T_CNQPS-4,2,DF,-1.953,-3.906
T_COSO-1,2,DF,-0.934,-1.868
T_CREAW-1,2,DF,-0.147,-0.294
T_CRGHD-1,2,DF,-0.003,-0.006
T_CRYRW-3,2,DF,-0.07200000000000001,-0.14400000000000002
T_DAMC-1,2,DF,-1.97,-3.94
T_DDGNO-4,2,DF,-0.193,-0.386
T_DIDCB6,2,DF,-0.25,-0.5
T_DINO-3,2,DF,-0.6,-1.2
T_DINO-5,2,DF,-0.7000000000000001,-1.4000000000000001
T_DUNGW-1,2,DF,-0.332,-0.664
T_EDINW-1,2,DF,-0.044,-0.088
T_FASN-1,2,DF,-0.003,-0.006
T_FASN-2,2,DF,-0.001,-0.002
T_FERGD-1,2,DF,-0.335,-0.67
T_FERGD-2,2,DF,-0.5710000000000001,-1.1420000000000001
T_FFES-1,2,DF,-0.482,-0.964
T_FFES-2,2,DF,-0.021,-0.042
T_FFES-3,2,DF,-0.01,-0.02
T_FFES-4,2,DF,-0.01,-0.02
T_FOYE-1,2,DF,-0.9500000000000001,-1.9000000000000001
T_FOYE-2,2,DF,-0.6,-1.2
T_FOYED-1,2,DF,-0.799,-1.598
T_GLNDO-1,2,DF,-0.021,-0.042
T_GORDW-1,2,DF,-0.08,-0.16
T_GORDW-2,2,DF,-0.078,-0.156
T_GRAI-7,2,DF,-1.1,-2.2
T_GRIFW-1,2,DF,-0.557,-1.114
T_GRIFW-2,2,DF,-0.543,-1.086
T_GYMRD-16,2,DF,-0.001,-0.002
T_GYMRD-E11,2,DF,-0.002,-0.004
T_GYMRD-W11,2,DF,-0.002,-0.004
T_HALSW-1,2,DF,-0.12,-0.24
T_HEYM2-D,2,DF,-17.824,-35.648
T_HMGTO-1,2,DF,-0.406,-0.812
T_HMGTO-2,2,DF,-0.492,-0.984
T_HOWBO-2,2,DF,-1.933,-3.866
T_HOWBO-3,2,DF,-2.322,-4.644
T_HUMRD-1,2,DF,-20.14,-40.28
T_INDQ-1,2,DF,-1.075,-2.15
T_KEAD-1,2,DF,-0.8200000000000001,-1.6400000000000001
T_KEADGT-3,2,DF,-0.08,-0.16
T_KILLPG-1,2,DF,-0.385,-0.77
T_KILLPG-2,2,DF,-0.274,-0.548
T_LAGA-1,2,DF,-0.5,-1.0
T_LARKS-1,2,DF,-0.05,-0.1
T_LBAR-1G,2,DF,-0.01,-0.02
T_MEDP-1,2,DF,-1.748,-3.496
T_MOWEO-1,2,DF,-0.002,-0.004
T_MOWEO-2,2,DF,-0.904,-1.808
T_MOWEO-3,2,DF,-0.5710000000000001,-1.1420000000000001
T_MRWD-1,2,DF,-0.2,-0.4
T_PEMB-51,2,DF,-1.9500000000000002,-3.9000000000000004
T_PNYCB-1,2,DF,-0.01,-0.02
T_RCBKO-1,2,DF,-1.332,-2.664
T_RCBKO-2,2,DF,-1.141,-2.282
T_SCCL-1,2,DF,-2.65,-5.3
T_SCCL-4,2,DF,-19.72,-39.44
T_SEAB-2,2,DF,-0.893,-1.786
T_SEEL-1,2,DF,-0.17300000000000001,-0.34600000000000003
T_SHBA-1,2,DF,-1.506,-3.012
T_SHBA-2,2,DF,-0.248,-0.496
T_STAY-1,2,DF,-0.3,-0.6
T_STAY-2,2,DF,-0.75,-1.5
T_STAY-3,2,DF,-0.55,-1.1
T_STLGW-1,2,DF,-0.379,-0.758
T_STLGW-2,2,DF,-0.37,-0.74
T_STLGW-3,2,DF,-0.289,-0.578
T_STRNW-1,2,DF,-0.194,-0.388
T_SUTB-1,2,DF,-0.4,-0.8
T_SVRP-10,2,DF,-0.25,-0.5
T_SVRP-20,2,DF,-0.2,-0.4
T_TKNEW-1,2,DF,-1.5550000000000002,-3.1100000000000003
T_TKNWW-1,2,DF,-1.367,-2.734
T_TORN-D,2,DF,-27.22,-54.44
T_TSREP-1,2,DF,-0.671,-1.342
T_WBURB-3,2,DF,-1.07,-2.14
T_WBURB-41,2,DF,-0.02,-0.04
T_WBURB-43,2,DF,-0.03,-0.06
T_WILCT-1,2,DF,-11.13,-22.26
T_WTMSO-1,2,DF,-0.982,-1.964
T_ABRBO-1,3,DF,-0.509,-1.018
T_BDCHW-1,3,DF,-0.109,-0.218
T_BEATO-1,3,DF,-1.194,-2.388
T_BEATO-2,3,DF,-1.104,-2.208
T_BEATO-3,3,DF,-1.645,-3.29
T_BEATO-4,3,DF,-1.678,-3.356
T_BEINW-1,3,DF,-0.193,-0.386
T_BHLAW-1,3,DF,-0.462,-0.924
T_BPGRD-1,3,DF,-23.447,-46.894
T_CARR-1,3,DF,-1.1,-2.2
T_CARR-2,3,DF,-1.6,-3.2
T_CNQPS-1,3,DF,-2.646,-5.292
T_CNQPS-3,3,DF,-2.205,-4.41
T_CNQPS-4,3,DF,-1.953,-3.906
T_COSO-1,3,DF,-0.847,-1.694
T_CREAW-1,3,DF,-0.298,-0.596
T_CRGHD-1,3,DF,-0.003,-0.006
T_DAMC-1,3,DF,-1.9500000000000002,-3.9000000000000004
T_DIDCB6,3,DF,-0.25,-0.5
T_DINO-3,3,DF,-0.6,-1.2
T_DINO-5,3,DF,-0.7000000000000001,-1.4000000000000001
T_DUNGW-1,3,DF,-0.322,-0.644
T_EDINW-1,3,DF,-0.04,-0.08
T_FASN-1,3,DF,-0.003,-0.006
T_FASN-2,3,DF,-0.001,-0.002
T_FERGD-1,3,DF,-0.163,-0.326
T_FERGD-2,3,DF,-0.509,-1.018
T_FFES-1,3,DF,-36.314,-72.628
T_FFES-2,3,DF,-0.011,-0.022
T_FFES-3,3,DF,-0.02,-0.04
T_FFES-4,3,DF,-0.02,-0.04
T_FOYE-1,3,DF,-17.5,-35.0
T_FOYE-2,3,DF,-0.9500000000000001,-1.9000000000000001
T_FOYED-1,3,DF,-0.464,-0.928
T_GLNDO-1,3,DF,-0.021,-0.042
T_GORDW-2,3,DF,-0.07,-0.14
T_GRAI-7,3,DF,-1.05,-2.1
T_GRAI-8,3,DF,-2.2,-4.4
T_GRIFW-1,3,DF,-0.553,-1.106
T_GRIFW-2,3,DF,-0.537,-1.074
T_GYMRD-16,3,DF,-0.001,-0.002
T_GYMRD-E11,3,DF,-0.001,-0.002
T_GYMRD-W11,3,DF,-0.003,-0.006
T_HALSW-1,3,DF,-0.11900000000000001,-0.23800000000000002
T_HEYM2-D,3,DF,-17.788,-35.576
T_HOWAO-1,3,DF,-0.526,-1.052
T_HOWBO-2,3,DF,-0.532,-1.064
T_HOWBO-3,3,DF,-2.311,-4.622
T_HUMRD-1,3,DF,-21.15,-42.3
T_INDQ-1,3,DF,-1.085,-2.17
T_KEAD-1,3,DF,-0.92,-1.84
T_KEADGT-3,3,DF,-0.08,-0.16
T_KILLPG-1,3,DF,-0.384,-0.768
T_KILLPG-2,3,DF,-0.274,-0.548
T_LAGA-1,3,DF,-0.5,-1.0
T_LARKS-1,3,DF,-0.055,-0.11
T_LBAR-1G,3,DF,-0.02,-0.04
T_MEDP-1,3,DF,-1.713,-3.426
T_MOWEO-1,3,DF,-0.002,-0.004
T_MOWEO-3,3,DF,-0.551,-1.102
T_MRWD-1,3,DF,-0.3,-0.6
T_PEMB-51,3,DF,-2.1,-4.2
T_PNYCB-1,3,DF,-0.01,-0.02
T_SCCL-1,3,DF,-2.7,-5.4
T_SCCL-4,3,DF,-19.61,-39.22
T_SEAB-2,3,DF,-0.843,-1.686
T_SEEL-1,3,DF,-0.17,-0.34
T_SHBA-1,3,DF,-1.508,-3.016
T_SHBA-2,3,DF,-0.247,-0.494
T_STAY-1,3,DF,-0.25,-0.5
T_STAY-2,3,DF,-0.8,-1.6
T_STAY-3,3,DF,-0.4,-0.8
T_STLGW-1,3,DF,-0.357,-0.714
T_STLGW-2,3,DF,-0.368,-0.736
T_STLGW-3,3,DF,-0.343,-0.686
T_STRNW-1,3,DF,-0.194,-0.388
T_SUTB-1,3,DF,-0.4,-0.8
T_SVRP-10,3,DF,-0.3,-0.6
T_SVRP-20,3,DF,-0.2,-0.4
T_TKNEW-1,3,DF,-1.5110000000000001,-3.0220000000000002
T_TKNWW-1,3,DF,-1.354,-2.708
T_TORN-D,3,DF,-27.16,-54.32
T_TSREP-1,3,DF,-0.68,-1.36
T_WBURB-3,3,DF,-1.071,-2.142
T_WBURB-41,3,DF,-0.019,-0.038
T_WBURB-43,3,DF,-0.029,-0.058
T_WILCT-1,3,DF,-10.715,-21.43
T_ABRBO-1,4,DF,-0.308,-0.616
T_BDCHW-1,4,DF,-0.109,-0.218
T_BEATO-1,4,DF,-0.7010000000000001,-1.4020000000000001
T_BEATO-2,4,DF,-0.66,-1.32
T_BEATO-3,4,DF,-1.471,-2.942
T_BEATO-4,4,DF,-1.625,-3.25
T_BEINW-1,4,DF,-0.19,-0.38
T_BHLAW-1,4,DF,-0.464,-0.928
T_BPGRD-1,4,DF,-23.155,-46.31
T_CARR-1,4,DF,-1.1,-2.2
T_CARR-2,4,DF,-1.3,-2.6
T_CNQPS-1,4,DF,-2.331,-4.662
T_CNQPS-3,4,DF,-2.142,-4.284
T_CNQPS-4,4,DF,-1.953,-3.906
T_COSO-1,4,DF,-0.903,-1.806
T_CREAW-1,4,DF,-0.275,-0.55
T_CRGHD-1,4,DF,-0.003,-0.006
T_DAMC-1,4,DF,-1.9500000000000002,-3.9000000000000004
T_DIDCB6,4,DF,-0.25,-0.5
T_DINO-3,4,DF,-0.6,-1.2
T_DINO-5,4,DF,-0.7000000000000001,-1.4000000000000001
T_DUNGW-1,4,DF,-0.315,-0.63
T_EDINW-1,4,DF,-0.04,-0.08
T_FASN-1,4,DF,-0.003,-0.006
T_FASN-2,4,DF,-0.001,-0.002
T_FERGD-1,4,DF,-0.145,-0.29
T_FERGD-2,4,DF,-0.502,-1.004
T_FFES-1,4,DF,-36.554,-73.108
T_FFES-2,4,DF,-2.263,-4.526
T_FFES-3,4,DF,-0.01,-0.02
T_FFES-4,4,DF,-0.65,-1.3
T_FOYE-1,4,DF,-76.9,-153.8
T_FOYE-2,4,DF,-14.1,-28.2
T_FOYED-1,4,DF,-0.529,-1.058
T_GLNDO-1,4,DF,-0.021,-0.042
T_GORDW-1,4,DF,-0.128,-0.256
T_GORDW-2,4,DF,-0.077,-0.154
T_GRAI-7,4,DF,-1.1,-2.2
T_GRAI-8,4,DF,-2.15,-4.3
T_GRIFW-1,4,DF,-0.547,-1.094
T_GRIFW-2,4,DF,-0.54,-1.08
T_GYMRD-16,4,DF,-0.001,-0.002
T_GYMRD-E11,4,DF,-0.002,-0.004
T_GYMRD-W11,4,DF,-0.003,-0.006
T_HALSW-1,4,DF,-0.12,-0.24
T_HEYM2-D,4,DF,-17.756,-35.512
T_HOWBO-2,4,DF,-0.406,-0.812
T_HOWBO-3,4,DF,-1.585,-3.17
T_HUMRD-1,4,DF,-21.25,-42.5
T_INDQ-1,4,DF,-1.085,-2.17
T_KEAD-1,4,DF,-0.92,-1.84
T_KEADGT-3,4,DF,-0.08,-0.16
T_KILLPG-1,4,DF,-0.385,-0.77
T_KILLPG-2,4,DF,-0.274,-0.548
T_LAGA-1,4,DF,-0.5,-1.0
T_LARKS-1,4,DF,-0.05,-0.1
T_LBAR-1G,4,DF,-0.02,-0.04
T_MEDP-1,4,DF,-1.728,-3.456
T_MOWEO-1,4,DF,-0.002,-0.004
T_MOWEO-3,4,DF,-0.024,-0.048
T_MRWD-1,4,DF,-0.3,-0.6
T_PEMB-51,4,DF,-2.8,-5.6
T_PNYCB-1,4,DF,-0.01,-0.02
T_SCCL-1,4,DF,-2.7,-5.4
T_SCCL-4,4,DF,-19.52,-39.04
T_SEAB-2,4,DF,-0.844,-1.688
T_SEEL-1,4,DF,-0.168,-0.336
T_SHBA-1,4,DF,-1.5030000000000001,-3.0060000000000002
T_SHBA-2,4,DF,-0.247,-0.494
T_STAY-1,4,DF,-0.3,-0.6
T_STAY-2,4,DF,-0.8,-1.6
T_STAY-3,4,DF,-0.4,-0.8
T_STLGW-1,4,DF,-0.326,-0.652
T_STLGW-2,4,DF,-0.352,-0.704
T_STLGW-3,4,DF,-0.33,-0.66
T_STRNW-1,4,DF,-0.194,-0.388
T_SUTB-1,4,DF,-0.4,-0.8
T_SVRP-10,4,DF,-0.25,-0.5
T_SVRP-20,4,DF,-0.15,-0.3
T_TKNEW-1,4,DF,-0.34900000000000003,-0.6980000000000001
T_TORN-D,4,DF,-27.216,-54.432
T_TSREP-1,4,DF,-0.671,-1.342
T_WBURB-3,4,DF,-1.02,-2.04
T_WBURB-41,4,DF,-0.019,-0.038
T_WBURB-43,4,DF,-0.03,-0.06
T_WILCT-1,4,DF,-10.545,-21.09
T_ABRBO-1,5,DF,-0.154,-0.308
T_BDCHW-1,5,DF,-0.108,-0.216
T_BEATO-1,5,DF,-0.86,-1.72
T_BEATO-2,5,DF,-1.007,-2.014
T_BEATO-3,5,DF,-1.513,-3.026
T_BEATO-4,5,DF,-1.5750000000000002,-3.1500000000000004
T_BEINW-1,5,DF,-0.191,-0.382
T_BHLAW-1,5,DF,-0.455,-0.91
T_BPGRD-1,5,DF,-23.227,-46.454
T_CARR-1,5,DF,-1.1,-2.2
T_CARR-2,5,DF,-1.2,-2.4
T_CGTHW-1,5,DF,-0.06,-0.12
T_CNQPS-1,5,DF,-2.394,-4.788
T_CNQPS-3,5,DF,-2.205,-4.41
T_CNQPS-4,5,DF,-1.953,-3.906
T_COSO-1,5,DF,-0.907,-1.814
T_CREAW-1,5,DF,-0.162,-0.324
T_CRGHD-1,5,DF,-0.003,-0.006
T_DAMC-1,5,DF,-1.94,-3.88
T_DIDCB6,5,DF,-0.25,-0.5
T_DINO-3,5,DF,-0.6,-1.2
T_DINO-5,5,DF,-0.75,-1.5
T_DOREW-1,5,DF,-0.006,-0.012
T_DOREW-2,5,DF,-0.074,-0.148
T_DUNGW-1,5,DF,-0.31,-0.62
T_EDINW-1,5,DF,-0.04,-0.08
T_FASN-1,5,DF,-0.003,-0.006
T_FASN-2,5,DF,-0.001,-0.002
T_FERGD-1,5,DF,-0.001,-0.002
T_FERGD-2,5,DF,-0.525,-1.05
T_FFES-1,5,DF,-36.556,-73.112
T_FFES-2,5,DF,-36.535,-73.07
T_FFES-3,5,DF,-0.02,-0.04
T_FFES-4,5,DF,-36.29,-72.58
T_FOYE-1,5,DF,-76.15,-152.3
T_FOYE-2,5,DF,-76.8,-153.6
T_FOYED-1,5,DF,-0.579,-1.158
T_GLNDO-1,5,DF,-0.021,-0.042
T_GORDW-1,5,DF,-0.148,-0.296
T_GORDW-2,5,DF,-0.075,-0.15
T_GRAI-7,5,DF,-1.1,-2.2
T_GRAI-8,5,DF,-1.85,-3.7
T_GRIFW-1,5,DF,-0.542,-1.084
T_GRIFW-2,5,DF,-0.533,-1.066
T_GYMRD-16,5,DF,-0.001,-0.002
T_GYMRD-E11,5,DF,-0.001,-0.002
T_GYMRD-W11,5,DF,-0.004,-0.008
T_HALSW-1,5,DF,-0.12,-0.24
T_HEYM2-D,5,DF,-17.692,-35.384
T_HUMRD-1,5,DF,-21.43,-42.86
T_INDQ-1,5,DF,-1.08,-2.16
T_KEAD-1,5,DF,-0.87,-1.74
T_KEADGT-3,5,DF,-0.08,-0.16
T_KILLPG-1,5,DF,-0.386,-0.772
T_KILLPG-2,5,DF,-0.275,-0.55
T_LAGA-1,5,DF,-0.5,-1.0
T_LARKS-1,5,DF,-0.05,-0.1
T_LBAR-1G,5,DF,-0.01,-0.02
T_MEDP-1,5,DF,-1.7469999999999999,-3.4939999999999998
T_MOWEO-1,5,DF,-0.002,-0.004
T_MRWD-1,5,DF,-0.2,-0.4
T_PEMB-51,5,DF,-2.7,-5.4
T_PNYCB-1,5,DF,-0.015,-0.03
T_SCCL-1,5,DF,-2.7,-5.4
T_SCCL-4,5,DF,-19.52,-39.04
T_SEAB-2,5,DF,-0.848,-1.696
T_SEEL-1,5,DF,-0.168,-0.336
T_SHBA-1,5,DF,-1.501,-3.002
T_SHBA-2,5,DF,-0.245,-0.49
T_STAY-1,5,DF,-0.25,-0.5
T_STAY-2,5,DF,-0.8,-1.6
T_STAY-3,5,DF,-0.4,-0.8
T_STLGW-1,5,DF,-0.314,-0.628
T_STLGW-2,5,DF,-0.334,-0.668
T_STLGW-3,5,DF,-0.325,-0.65
T_STRNW-1,5,DF,-0.194,-0.388
T_SUTB-1,5,DF,-0.4,-0.8
T_SVRP-10,5,DF,-0.25,-0.5
T_SVRP-20,5,DF,-0.2,-0.4
T_TORN-D,5,DF,-27.168,-54.336
T_TSREP-1,5,DF,-0.676,-1.352
T_WBURB-3,5,DF,-1.07,-2.14
T_WBURB-41,5,DF,-0.019,-0.038
T_WBURB-43,5,DF,-0.03,-0.06
T_WILCT-1,5,DF,-11.855,-23.71
T_BDCHW-1,6,DF,-0.109,-0.218
T_BEATO-1,6,DF,-0.651,-1.302
T_BEATO-2,6,DF,-0.741,-1.482
T_BEATO-3,6,DF,-1.588,-3.176
T_BEATO-4,6,DF,-1.518,-3.036
T_BEINW-1,6,DF,-0.191,-0.382
T_BHLAW-1,6,DF,-0.429,-0.858
T_BPGRD-1,6,DF,-23.35,-46.7
T_CARR-1,6,DF,-1.1,-2.2
T_CARR-2,6,DF,-1.3,-2.6
T_CGTHW-1,6,DF,-0.068,-0.136
T_CNQPS-1,6,DF,-2.835,-5.67
T_CNQPS-3,6,DF,-2.142,-4.284
T_CNQPS-4,6,DF,-1.8900000000000001,-3.7800000000000002
T_COSO-1,6,DF,-0.847,-1.694
T_CREAW-1,6,DF,-0.16,-0.32
T_CRGHD-1,6,DF,-0.003,-0.006
T_DAMC-1,6,DF,-1.935,-3.87
T_DIDCB6,6,DF,-0.3,-0.6
T_DINO-3,6,DF,-0.55,-1.1
T_DINO-5,6,DF,-0.7000000000000001,-1.4000000000000001
T_DUNGW-1,6,DF,-0.299,-0.598
T_EDINW-1,6,DF,-0.046,-0.092
T_FASN-1,6,DF,-0.003,-0.006
T_FASN-2,6,DF,-0.001,-0.002
T_FERGD-1,6,DF,-0.001,-0.002
T_FERGD-2,6,DF,-0.47900000000000004,-0.9580000000000001
T_FFES-1,6,DF,-36.526,-73.052
T_FFES-2,6,DF,-36.525,-73.05
T_FFES-3,6,DF,-0.01,-0.02
T_FFES-4,6,DF,-36.88,-73.76
T_FOYE-1,6,DF,-76.3,-152.6
T_FOYE-2,6,DF,-76.9,-153.8
T_FOYED-1,6,DF,-0.585,-1.17
T_GLNDO-1,6,DF,-0.021,-0.042
T_GORDW-1,6,DF,-0.14400000000000002,-0.28800000000000003
T_GORDW-2,6,DF,-0.075,-0.15
T_GRAI-7,6,DF,-1.1,-2.2
T_GRAI-8,6,DF,-1.2,-2.4
T_GRIFW-1,6,DF,-0.547,-1.094
T_GRIFW-2,6,DF,-0.519,-1.038
T_GYMRD-16,6,DF,-0.001,-0.002
T_GYMRD-E11,6,DF,-0.001,-0.002
T_GYMRD-W11,6,DF,-0.004,-0.008
T_HALSW-1,6,DF,-0.12,-0.24
T_HEYM2-D,6,DF,-17.704,-35.408
T_HUMRD-1,6,DF,-21.53,-43.06
T_INDQ-1,6,DF,-1.085,-2.17
T_KEAD-1,6,DF,-0.92,-1.84
T_KEADGT-3,6,DF,-0.08,-0.16
T_KILLPG-1,6,DF,-0.384,-0.768
T_KILLPG-2,6,DF,-0.274,-0.548
T_LAGA-1,6,DF,-0.5,-1.0
T_LARKS-1,6,DF,-0.055,-0.11
T_LBAR-1G,6,DF,-0.02,-0.04
T_MEDP-1,6,DF,-1.772,-3.544
T_MOWEO-1,6,DF,-0.002,-0.004
T_MRWD-1,6,DF,-0.3,-0.6
T_PEMB-51,6,DF,-2.75,-5.5
T_PNYCB-1,6,DF,-0.01,-0.02
T_SCCL-1,6,DF,-2.7,-5.4
T_SCCL-4,6,DF,-19.53,-39.06
T_SEAB-2,6,DF,-0.847,-1.694
T_SEEL-1,6,DF,-0.184,-0.368
T_SHBA-1,6,DF,-1.494,-2.988
T_SHBA-2,6,DF,-0.247,-0.494
T_STAY-1,6,DF,-0.3,-0.6
T_STAY-2,6,DF,-0.8,-1.6
T_STAY-3,6,DF,-0.4,-0.8
T_STLGW-1,6,DF,-0.315,-0.63
T_STLGW-2,6,DF,-0.338,-0.676
T_STLGW-3,6,DF,-0.322,-0.644
T_STRNW-1,6,DF,-0.194,-0.388
T_SUTB-1,6,DF,-0.5,-1.0
T_SVRP-10,6,DF,-0.3,-0.6
T_SVRP-20,6,DF,-0.2,-0.4
T_TORN-D,6,DF,-27.172,-54.344
T_TSREP-1,6,DF,-0.676,-1.352
T_WBURB-3,6,DF,-1.07,-2.14
T_WBURB-41,6,DF,-0.02,-0.04
T_WBURB-43,6,DF,-0.03,-0.06
T_WILCT-1,6,DF,-14.845,-29.69
T_BDCHW-1,7,DF,-0.109,-0.218
T_BEATO-1,7,DF,-0.531,-1.062
T_BEATO-2,7,DF,-0.877,-1.754
T_BEATO-3,7,DF,-1.345,-2.69
T_BEATO-4,7,DF,-1.522,-3.044
T_BEINW-1,7,DF,-0.192,-0.384
T_BHLAW-1,7,DF,-0.403,-0.806
T_BPGRD-1,7,DF,-22.994,-45.988
T_CARR-1,7,DF,-1.1,-2.2
T_CARR-2,7,DF,-1.2,-2.4
T_CGTHW-1,7,DF,-0.068,-0.136
T_CNQPS-1,7,DF,-2.331,-4.662
T_CNQPS-3,7,DF,-2.205,-4.41
T_CNQPS-4,7,DF,-1.953,-3.906
T_COSO-1,7,DF,-0.898,-1.796
T_CREAW-1,7,DF,-0.158,-0.316
T_CRGHD-1,7,DF,-0.003,-0.006
T_DAMC-1,7,DF,-1.9300000000000002,-3.8600000000000003
T_DIDCB6,7,DF,-0.25,-0.5
T_DINO-3,7,DF,-0.6,-1.2
T_DINO-5,7,DF,-0.7000000000000001,-1.4000000000000001
T_DOREW-2,7,DF,-0.002,-0.004
T_DUNGW-1,7,DF,-0.295,-0.59
T_EDINW-1,7,DF,-0.044,-0.088
T_FASN-1,7,DF,-0.003,-0.006
