settlementPeriod,T_ABRBO-1,T_ACHRW-1,T_AFTOW-1,T_AKGLW-2,T_AKGLW-3,T_ANSUW-1,T_ARCHW-1,T_BDCHW-1,T_BEATO-1,T_BEATO-2,T_BEATO-3,T_BEATO-4,T_BEINW-1,T_BHLAW-1,T_BLKWW-1,T_BLLA-1,T_BLLA-2,T_BOWLW-1,T_BPGRD-1,T_BRBEO-1,T_CARR-1,T_CARR-2,T_CASKD-1,T_CDCL-1,T_CGTHW-1,T_CLDCW-1,T_CLDNW-1,T_CLDSW-1,T_CNQPS-1,T_CNQPS-2,T_CNQPS-3,T_CNQPS-4,T_COSO-1,T_COUWW-1,T_CREAW-1,T_CRGHD-1,T_CRGHW-1,T_CRYRW-2,T_CRYRW-3,T_DALQW-1,T_DAMC-1,T_DDGNO-1,T_DDGNO-2,T_DDGNO-3,T_DDGNO-4,T_DIDCB5,T_DIDCB6,T_DINO-1,T_DINO-2,T_DINO-3,T_DINO-4,T_DINO-5,T_DINO-6,T_DNLWW-1,T_DOREW-1,T_DOREW-2,T_DOUGW-1,T_DRAXX-1,T_DRAXX-10G,T_DRAXX-12G,T_DRAXX-2,T_DRAXX-3,T_DRAXX-4,T_DRAXX-5,T_DRAXX-6,T_DRAXX-9G,T_DRSLW-1,T_DUNGW-1,T_EAAO-1,T_EAAO-2,T_EDINW-1,T_EECL-1,T_ERRO-1,T_ERRO-2,T_ERRO-3,T_EWHLW-1,T_FALGW-1,T_FASN-1,T_FASN-2,T_FFES-1,T_FFES-2,T_FFES-3,T_FFES-4,T_FINL-1,T_FOYE-1,T_FOYE-2,T_FOYED-1,T_FSDLW-1,T_GANW-11,T_GANW-13,T_GANW-22,T_GANW-24,T_GLNDO-1,T_GLWSW-1,T_GNAPW-1,T_GNFSW-1,T_GNFSW-2,T_GORDW-1,T_GORDW-2,T_GRAI-6,T_GRAI-7,T_GRAI-8,T_GRAI1G,T_GRAI4G,T_GRGBW-1,T_GRGBW-2,T_GRGBW-3,T_GRIFW-1,T_GRIFW-2,T_GYMR-15,T_GYMR-17,T_GYMR-26,T_GYMR-28,T_GYMRD-16,T_GYMRD-2,T_GYMRD-E10,T_GYMRD-E11,T_GYMRD-W10,T_GYMRD-W11,T_HADHW-1,T_HALSW-1,T_HEYM11,T_HEYM12,T_HEYM2-D,T_HEYM27,T_HEYM28,T_HMGTO-1,T_HMGTO-2,T_HOWAO-1,T_HOWAO-2,T_HOWAO-3,T_HOWBO-1,T_HOWBO-2,T_HOWBO-3,T_HRSTW-1,T_HRTL-1,T_HRTL-2,T_HUMR-1,T_HUMRD-1,T_INDQ-1,T_JGPR-1,T_KEAD-1,T_KEAD-2,T_KEADGT-3,T_KENNW-1,T_KILBW-1,T_KILLPG-1,T_KILLPG-2,T_KLGLW-1,T_KPMRW-1,T_KTHLW-1,T_KYPEW-1,T_LAGA-1,T_LARKS-1,T_LARYW-1,T_LARYW-2,T_LARYW-3,T_LARYW-4,T_LBAR-1,T_LBAR-1G,T_LNCSW-1,T_LNCSW-2,T_MEDP-1,T_MIDMW-1,T_MILWW-1,T_MKHLW-1,T_MOWEO-1,T_MOWEO-2,T_MOWEO-3,T_MRWD-1,T_MYGPW-1,T_NANT-1,T_OMNDW-1,T_PEHE-1,T_PEMB-11,T_PEMB-21,T_PEMB-31,T_PEMB-41,T_PEMB-51,T_PNYCB-1,T_PNYCW-1,T_RCBKO-1,T_RCBKO-2,T_RMPNO-1,T_RMPNO-2,T_ROCK-1,T_RREW-1,T_RRWW-1,T_RYHPS-1,T_SAKNW-1,T_SANQW-1,T_SCCL-1,T_SCCL-2,T_SCCL-3,T_SCCL-4,T_SEAB-1,T_SEAB-2,T_SEEL-1,T_SGRWO-1,T_SGRWO-2,T_SGRWO-3,T_SGRWO-4,T_SGRWO-5,T_SGRWO-6,T_SHBA-1,T_SHBA-2,T_SHRSW-1,T_SHRSW-2,T_SIZB-1,T_SIZB-2,T_SLOY-2,T_SLOY-3,T_SOKYW-1,T_SPLN-1,T_STAY-1,T_STAY-2,T_STAY-3,T_STAY-4,T_STLGW-1,T_STLGW-2,T_STLGW-3,T_STRNW-1,T_SUTB-1,T_SVRP-10,T_SVRP-20,T_TDBNW-1,T_THNTO-1,T_THNTO-2,T_TKNEW-1,T_TKNWW-1,T_TORN-1,T_TORN-2,T_TORN-D,T_TSREP-1,T_TWSHW-1,T_USKM-13,T_WBUGT-1,T_WBUGT-4,T_WBUPS-1,T_WBUPS-2,T_WBUPS-3,T_WBUPS-4,T_WBURB-1,T_WBURB-2,T_WBURB-3,T_WBURB-41,T_WBURB-43,T_WDNSO-1,T_WDNSO-2,T_WDRGW-1,T_WHIHW-1,T_WHILW-1,T_WHILW-2,T_WILCT-1,T_WISTW-2,T_WLNYO-2,T_WLNYO-3,T_WLNYO-4,T_WLNYW-1,T_WTMSO-1
11,39.32,19.396,19.86,61.28,73.45,13.064,9.22,3.112,41.004,73.904,96.554,98.618,49.638,21.96,14.076,51.958,38.924,17.456,-72.704,29.99,436.2,437.4,11.6,428.04,38.86,33.82,44.014,22.98,344.232,-5.292,340.326,0,-0.644,18.726,35.63,-0.008,44.762,79.376,12.484,32.202,215.1,16.212,16.102,14.908,14.368,727.8,609.6,-1.6,-11.4,-280.3,0,-3.7,-262.6,7.014,-0.446,7.558,31.446,0,0,0,644.76,641.28,608.002,0,0,0,20.88,76.352,3.42,2.63,11.8,437.182,0,0,0,4.184,54.18,-0.008,-0.002,-72.19,-71.748,-1.58,-72.48,16.32,0,0,-0.146,18.968,-0.572,-0.6,-0.44,-0.26,98.692,39.924,-0.006,4.34,1.52,65.326,0.012,419.9,0,442,0,0,-1.818,-1.728,-1.89,77.524,81.07,52.2,54.48,92.26,98.68,-0.002,0,0,-0.006,0,-0.004,21.86,-0.278,501.456,-14.536,-34.296,652.88,-6.552,27.734,20.056,175.592,205.4,218.092,128.324,164.87,140.128,15.204,589.048,588,780.196,-56.16,-2.4,6.094,18.46,866.08,-0.16,42.59,38.278,-0.92,-0.592,83.194,77.826,1.184,0,-1.4,0,-1.64,-0.972,-1.53,-1.582,730.3,-0.1,17.66,24.352,710.36,30.722,41.48,0.696,110.696,116.24,104.776,657.4,5.014,14.756,29.76,0,434.6,447,434.4,430.2,436.8,0.02,28.61,56.278,54.266,-0.754,-1.474,-3,19.432,33.16,-2.526,21.292,16.436,366.4,378.1,19.7,-63.66,97.304,-2.474,-0.3,0,0,67.93,0,49.118,97.97,801,537.2,22.306,21.234,600.68,600.78,0,0,11.686,868.4,-0.9,-3,-3.1,98.7,67.048,61.266,47.78,44.748,-0.8,-0.7,-0.6,6.65,-0.002,-0.002,88.852,91.676,631.688,646.68,-55.432,-1.966,2.914,0,0,0,0,0,0,0,146.522,279.16,182.038,-0.602,-0.358,87.008,79.108,20.466,10.806,236.006,114.86,44.46,16.096,68.432,122.428,162.534,38.18,57.962
12,33.76,26.588,7.228,59.6,70.472,12.978,9.2,9.336,44.724,58.316,101.176,94.108,62.078,50.794,19.574,58.242,44.14,18.594,-72.712,51.03,436.2,437,12.58,415.8,34.024,44.24,70.7,23.2,275.814,-5.166,340.452,0,56.502,19.248,37.034,-0.008,44.57,65.714,10.426,31.796,433.94,17.562,16.558,16.918,16.438,727,442.8,-1.5,-57.7,-279.7,0,-2.9,-189.1,6.914,9.138,43.178,29.172,0,0,0,645.2,633.34,640.332,0,0,0,16.804,77.652,4.11,5.426,9.58,436.03,0,0,0,7.546,79.1,0.72,-0.002,-2.264,-0.282,-1.64,-0.26,16.318,0,0,-0.156,18.89,-0.516,-0.3,-0.36,0.28,98.708,52.422,-0.014,4.44,1.62,38.198,5.396,417.2,0,412.2,0,0,-1.788,-1.696,-1.734,64.164,75.596,68.38,73.66,105.46,120.06,-0.002,0,0,-0.006,0,-0.006,22.02,2.932,501.16,-14.504,-34.32,649.736,-6.56,22.054,14.616,169.792,203.64,221.932,120.466,163.544,131.288,24.524,588.832,587.584,780.4,-56.23,-2.38,5.086,121.77,866.16,-0.17,38.5,43.016,-0.918,-0.584,111.922,81.936,1.098,0,-1.6,0,1.1,2.12,-1.182,-0.996,730.3,-0.1,24.82,25.788,710.8,29.768,43.32,0.132,86.096,105.94,98.396,819.8,6.298,14.704,23.77,0,434.6,446.4,433,430.6,436.2,0.03,29.59,58.258,53.206,4.304,-1.202,-3,17.17,26.392,-5.59,29.476,19.006,354.2,370,147.7,-64.2,386.4,29.438,-0.312,0,0,67.84,0,49.116,97.98,800.6,536.6,27.016,24.928,601.04,600.78,0,0,11.75,866.6,-5.3,-3.4,-5.4,196.6,55.81,41.084,34.012,42.128,-0.6,-0.8,-0.5,16.862,-0.002,-0.002,91.092,109.27,631.872,646.888,-55.472,-2.006,7.53,0,0,0,0,0,0,0,188.056,215.12,180.606,-0.436,-0.466,84.648,66.968,12.668,13.758,225.344,108.98,43.93,14.148,65.28,105.368,145.794,31.98,39.122
13,33.68,26.242,9.266,52.4,51.578,13.106,10.94,4.278,87.448,63.18,78.426,53.04,92.014,38.336,18.214,71.15,48.796,15.18,-72.46,77.25,436,436.8,12.14,418.86,35.594,65.26,88.884,29.28,340.074,-5.292,340.83,0,353.776,19.744,37.03,-0.008,40.684,79.736,9.324,29.098,740.14,20.298,18.188,19.776,18.976,727.4,512,-1.6,-96.6,-48.2,0,-5.1,-0.2,9.08,14.9,17.128,29.296,0,0,0,645,637.12,642.072,0,0,0,21.048,75.832,6.738,5.906,12.24,436.32,0,0,0,11.13,119.1,7.22,-0.002,-0.042,-0.042,-1.64,-0.04,16.328,0,0,-0.146,18.624,0.144,0,0.46,0.7,98.754,49.142,-0.014,9.02,3.62,31.308,13.25,420.2,0,432.1,0,0,-0.512,-1.578,-0.97,58.384,65.89,61.74,67.6,79.74,92.16,-0.002,0,0,-0.006,0,-0.004,23.02,12.156,501.472,-14.464,-34.28,648.248,-6.552,22.814,15.136,163.892,197.98,219.852,115.592,164.422,137.586,35.854,588.664,587.848,780.6,-56.462,-2.34,5.642,235.46,865.88,-0.16,45.31,45.104,-0.918,-0.584,89.822,79.204,1.472,0,-1.6,0,5.92,4.6,3.158,2.496,730.3,-0.1,25.484,30.868,710.6,26.482,58.32,0.34,225.516,181.78,206.456,884,10.028,14.692,19.71,0,434.8,445.8,435.2,430.8,436.2,-0.25,34.83,73.058,62.526,4.85,0.292,-2.8,23.444,48.616,14.736,32.58,24.526,376.3,383.4,165.4,-64.06,487,151.74,-0.306,0,0,67.848,0,49.09,98.016,800.2,536.2,29.072,28.26,601.04,600.76,0,0,16.946,865.3,-5.1,75.2,76.9,197.7,63.678,58.062,50.772,32.068,-0.8,-0.9,-0.6,15.918,-0.002,-0.002,112.71,110.974,631.088,644.696,-55.184,-2.016,11.816,0,0,0,0,0,0,0,419.12,285.6,273.808,-0.48,-0.168,73.548,63.948,17.108,20.462,200.908,100.28,43.69,20.23,73.342,110.008,165.854,44.98,45.302
14,35.62,27.814,9.276,53.18,55.484,12.726,11.54,-0.188,18.194,9.944,9.946,9.904,79.964,21.968,19.76,64.562,50.498,21.978,-72.762,111.77,435.8,436.8,12.14,424.08,36.376,83.94,108.404,28.18,318.15,-5.418,320.796,0,712.952,20.106,35.59,-0.008,34.176,81.584,11.376,22.522,762.86,21.304,19.224,20.126,19.84,728,690.6,-1.5,-5.3,-4.9,0,24.2,-0.3,12.376,-0.45,-0.396,20.926,0,0,0,645,644.64,642.316,0,0,0,25.574,74.13,7.818,9.346,11.62,436.606,0,0,0,9.796,129.72,7.228,-0.002,-0.022,-0.042,-1.62,-0.02,16.328,0,0,-0.144,15.694,-0.012,0.4,1.16,1.92,98.708,40.056,-0.014,5.82,3.38,29.944,15.288,420,0,441.9,0,0,3.486,-1.04,2.3,51.58,62.204,54.66,64.02,78.36,96.96,-0.002,0,0,-0.006,0,-0.006,25.36,9.992,500.824,-14.496,-34.304,647.464,-6.584,20.074,15.796,177.932,182.2,194.532,116.692,172.616,141.744,42.422,589.032,589.528,779.958,-56.564,-2.33,5.72,542.66,741.46,-0.16,45.85,31.432,-0.916,-0.582,90.162,69.434,2.446,0,-1.6,0,5.56,4.2,4.44,4.54,729.7,-0.1,30.59,39.734,710.24,23.576,57.94,0.258,238.276,215.06,233.616,885.8,12.552,14.722,25.36,0,434.4,445,434.6,430.4,435.4,-0.16,33.59,94.738,82.588,2.7,3.992,-3,35.342,58.698,127.54,38.088,24.864,373.9,344.8,165.5,-63.66,736.4,304.68,-0.284,0,0,67.878,0,49.114,97.99,800.4,536.4,36.092,33.372,600.56,600.34,0,0,12.716,862.8,88,302.6,330.1,202.4,70.804,72.622,65.378,22.948,-0.8,-0.8,-0.5,21.658,-0.002,-0.002,111.472,111.132,631.712,646.672,-55.232,-2.056,13.872,0,0,0,0,0,0,0,428.382,361.28,431.286,-0.062,0.014,71.588,68.468,16.14,21.246,189.664,89.34,43.91,23.42,92.296,128.188,140.694,55.98,40.682
15,20.14,27.3,13.228,42.72,48.2,12.658,11.28,9.16,41.59,28.326,42.048,42.368,88.556,26.812,14.616,70.204,50.64,30.684,-72.406,104.51,435.8,436.4,12.04,374.22,24.87,80.74,112.62,37.2,343.476,-6.804,286.902,0,640.806,20.178,35.008,-0.008,42.802,99.056,12.024,24.534,757.7,23.664,21.862,23.15,22.456,726.6,708,-1.6,-49.4,-4.8,0,76.1,-0.2,14,-0.446,-0.396,23.96,0,0,0,645.18,644.18,641.952,0,0,0,26.122,74.13,11.928,12.926,12.08,436.462,0,0,0,11.18,130.38,7.216,-0.002,-0.042,-0.022,-1.6,-0.04,16.34,0,0,-0.148,16.262,1.964,0.92,2.36,2.46,98.678,37.114,-0.012,2.96,1.54,24.45,11.134,421.4,0,442,0,0,5.236,-0.396,5.548,46.836,51.424,58.18,62.56,68.5,89.42,-0.002,0,0,-0.006,0,-0.004,29.96,10.482,500.704,-14.48,-34.24,646.712,-6.568,18.874,15.516,176.872,197.74,187.892,131.374,172.052,152.298,36.216,588.128,588.784,782.4,-56.598,-2.31,5.488,727.86,370.96,-0.16,47.65,41.112,-0.918,-0.578,82.426,66.906,2.034,0,-1.6,0,5.52,3.88,4.54,4.68,730.1,-0.1,35.828,42.764,710.48,33.268,50.5,1.56,199.796,180.5,173.256,883.8,11.176,14.712,42.96,0,434,445.2,434.6,431,436,0.07,37.77,111.058,96.106,1.574,2.61,-2.8,23.988,36.992,252.12,34.128,25.406,325.4,362.1,224.1,-63.84,785.2,381.38,-0.276,0,0,67.904,0,49.106,97.972,800.8,536.4,47.78,44.488,600.26,600.76,3.138,0.55,11.338,820.3,383.2,379.2,397.4,392.3,65.524,61.076,49.246,27.568,-1.2,-0.9,-0.5,22.158,-0.002,-0.002,128.292,124.79,631.576,645.328,-55.176,-2.096,12.256,0,0,0,0,0,0,0,428.796,428.94,401.282,-0.176,-0.322,81.868,65.968,22.33,21.506,187.018,103.94,44.38,23.302,81.308,134.128,163.734,52.96,51.442
16,11.3,21.84,18.04,43.58,50.036,11.712,11.86,26.29,45.428,41.316,40.286,47.282,85.014,74.646,18.118,68.664,46.33,27.754,-72.834,84.97,435.6,436.4,11.92,358.74,30.746,81,119.074,44.34,311.598,48.888,328.356,0,706.002,19.948,33.91,-0.008,35.11,85.014,10.506,27.158,763.14,25.012,20.34,27.18,22.976,725.6,707.2,-1.6,125.8,-2,0,5.9,-0.3,12.812,2.184,17.19,23.552,0,0,0,644.94,644.56,641.798,0,0,0,24.588,71.47,21.878,20.166,13.02,435.886,0,0,0,18.668,102.6,7.214,-0.002,-0.042,-0.042,-1.6,-0.02,16.322,0,0,-0.148,13.116,2.768,2.02,2.5,2.96,98.722,39.042,0,3.88,1.44,23.79,9.208,418.2,0,441.9,0,0,7.96,1.746,8.058,46.174,52.574,69.04,82.36,112.58,127.82,-0.002,0,0,-0.006,0,-0.006,36.2,27.284,500.728,-14.52,-34.32,647.632,-6.6,22.174,18.756,177.712,191.46,191.692,133.682,175.218,156.724,30.242,587.552,588.696,845.6,-56.784,-2.36,4.966,705.86,370.18,-0.16,44.21,46.608,-0.922,-0.58,102.108,78.122,1.564,0,-1.4,0,7.4,5.8,5.32,4.86,729.9,-0.1,36.226,42.404,710.18,31.178,43.46,2.82,228.036,163.4,191.896,883,6.786,14.704,44.95,0,433.2,444.4,434.2,430,434.8,-0.01,41.15,111.078,105.048,1.146,1.682,-3,25.806,42.446,542.64,34.01,25.064,325.5,383.4,298.1,-63.94,792.2,384.22,-0.278,0,0,67.858,0,49.108,97.974,756.4,509.6,46.088,42.612,600.38,600.64,26.612,27.68,12.734,686.1,413.8,425.2,430.5,375.1,68.422,66.282,59.216,44.628,-1.4,-0.7,-0.4,20.702,0.7,0.7,148.472,128.016,632.128,646.568,-55.464,-2.106,18.22,0,0,0,0,0,0,0,386.872,386.66,387.498,-0.112,-0.338,84.868,70.808,29.71,22.494,187.77,117.28,45.67,26.316,71.846,93.086,154.914,57.02,56.662
17,8.378,19.38,20.512,40.58,32.772,9.862,13.24,22.592,29.844,56.16,29.802,29.658,74.166,77.994,27.566,64.744,38.608,18.296,-72.584,89.554,435.4,436,12.24,335.16,32.248,90.2,129.308,50.04,254.142,179.55,250.992,0,748.476,19.314,32.472,-0.008,22.49,79.042,10.278,34.866,763.85,33.81,25.276,35.89,30.402,725.2,707.2,-1.6,119.7,-0.5,0,-5.2,-0.2,13.616,4.92,9.898,19.786,0,0,0,645,634.94,639.144,0,0,0,43.856,73.328,20.544,22.566,12.26,436.894,0,0,0,21.196,82.22,7.21,-0.002,43.178,0.038,-1.6,-0.04,16.324,0,0,-0.148,16.104,2.904,2.4,4.12,4.06,98.708,50.042,0,5.88,2.6,19.164,9.946,415.5,0,441.9,0,0,7.994,3.99,8.294,80.964,73.69,60.9,90.76,81.62,127.86,-0.002,0,0,-0.006,0,-0.004,45,25.396,500.192,-14.544,-34.304,647.688,-6.6,29.454,22.856,165.972,191,200.252,134.146,152.8,139.118,34.122,588.08,588.328,961.6,-56.738,-2.37,5.712,651.66,370.06,-0.16,43.67,55.998,-0.922,-0.576,129.13,81.136,1.566,0,-1.8,0,7.1,5.36,6.64,6.58,730.3,-0.1,34.414,39.908,710.08,31.152,38.36,8.7,244.896,192.54,221.216,883.6,5.986,14.666,39.66,0,433.4,444.2,434,429.8,435,0,34.1,100.978,103.348,-0.316,-0.304,-2.8,24.45,27.358,674.24,34.504,26.03,329.8,352.1,299,-63.46,793.8,385.16,-0.288,0,0,67.836,0,49.128,97.956,697,471.2,44.07,39.862,600.58,600.32,0,0,15.428,648.8,302.8,330,431.6,317.3,63.336,61.566,55.984,36.868,-1.4,-0.8,-0.5,18.4,2.6,2.6,146.23,122.53,630.8,646.576,-55.488,-2.086,26.532,0,0,0,0,0,0,0,386.77,387.28,387.548,-0.09,-0.048,89.148,80.948,30.5,23.84,204.99,133.58,44.01,30.126,84.896,197.888,182.854,62.18,53.002
18,24.02,18.252,29.354,50.02,23.838,5.89,16.4,17.382,23.332,27.448,23.628,23.7,82.17,69.73,36.102,65.866,44.944,22.844,-72.656,91.05,435.4,435.8,12.14,311.22,40.016,103.46,140.802,40.58,247.338,298.746,245.826,0,658.668,19.962,29.238,-0.008,31.888,95.058,10.582,38.304,759.01,40.352,32.104,39.174,37.982,724.8,704.8,-1.5,271.5,-0.5,0,93.8,-0.3,15.67,4.92,9.908,25.458,0,0,0,645.02,644.48,643.59,0,0,0,63.568,76.106,19.006,16.526,11.58,436.75,0,0,0,24.424,65.12,9.136,-0.002,90.39,89.754,-1.6,-0.02,16.342,0,0,-0.144,15.272,3.624,3.06,4.56,4.96,98.754,49.566,0,5.88,2.74,61.808,10.704,420.7,0,441.9,0,0,5.538,3,5.356,46.078,41.068,55.1,69.78,92.08,114.6,-0.002,0,0,-0.006,0,-0.006,79.68,20.604,500.096,-14.536,-34.224,647.352,-6.6,35.034,24.016,152.052,179.22,200.092,127.074,146.084,140.174,29.218,587.68,588.616,1147.6,-57.138,-2.34,5.248,680.76,369.7,-0.16,53.12,61.036,-0.92,-0.588,141.132,26.286,1.78,0,-1.4,0,3.44,2.76,3.96,4.24,730.5,-0.1,32.718,42.02,709.9,16.052,40.7,15.12,238.496,248.42,231.996,882,5.486,6.146,58.52,0,433.2,444.2,433.6,429.8,434.6,0.06,26.51,100.538,103.426,-0.108,-0.36,-3,25.754,45.822,419.42,48.582,27.2,321.4,335.9,328.8,-63.62,792.6,384.54,-0.282,0,0,67.848,0,49.108,97.962,762,510.4,36.492,38.464,600.4,600.68,0,0,30.846,657.7,330.2,426.4,430.8,302.7,55.33,53.064,40.882,38.628,-1.4,-0.8,-0.4,19.734,0.5,0.5,150.012,156.714,631.432,645.872,-55.312,-2.066,29.668,0,0,0,0,0,0,0,395.572,396.74,396.346,-0.312,-0.066,148.148,140.348,33.706,22.638,225.238,130.32,43.32,40.934,133.248,278.128,247.194,83.22,67.642
19,8.96,26.79,34.922,58.14,-0.014,9.276,14.02,11.63,43.89,45.712,19.87,51.792,87.164,83.884,35.85,61.922,41.97,36.098,-72.932,113.13,434.8,435.2,12.26,310.5,49.35,148.76,152.64,68.24,342.972,343.728,339.948,0,649.05,18.892,33.786,-0.008,41.828,78.856,9.324,32.684,776.82,43.146,31.364,42.636,41.764,726.6,704,-1.7,9.1,-0.6,0,109.4,-0.2,14.64,4.9,9.874,32.204,0,0,0,645.04,645.16,642.682,0,0,0,38.132,74.626,18.27,20.386,10.7,435.598,0,0,0,21.718,94.86,21.066,-0.002,90.416,2.656,-1.58,-0.04,16.34,0,0,-0.146,14.494,3.148,4.78,3.8,6.64,98.652,45.924,0,4.16,1.72,34.032,1.032,418.3,0,441.9,0,0,2.808,4.072,3.122,42.688,53.368,78.14,77.08,121.74,124.48,-0.002,0,0,-0.006,0,-0.004,46.82,13.722,501.224,-14.544,-34.256,647.104,-6.552,38.354,26.236,164.032,175.74,194.012,126.038,137.056,141.028,31.648,588.976,588.192,1152.2,-57.5,-2.31,4.188,730.56,368.62,-0.16,52.63,33.748,-0.916,-0.584,150.186,16.318,1.798,0,-1.6,0,5.36,4.14,2.38,2.62,729.3,-0.1,30.844,43.418,709.66,10.366,45.4,17.86,231.096,260.48,272.456,881.4,5.806,0,79.96,0,432.4,443.4,433.4,429,433.6,-0.24,26.7,110.238,112.368,-0.652,-0.512,-2.8,62.644,86.606,424.1,56.868,28.434,374.8,383.4,391.4,-63.86,789,383.88,-0.274,0,0,67.862,0,49.108,94.656,796.4,532.4,40.092,38.756,600.6,600.3,0,0,29.128,844.5,402.6,436.4,430.6,417.3,64.558,64.844,52.128,48.948,-1.2,-0.7,-0.5,20.858,1.9,1.9,176.932,172.334,631.032,646.032,-55.352,-2.074,31.202,0,0,0,0,0,0,0,394.036,394.64,394.798,-0.176,-0.178,182.908,174.888,31.99,25.372,116.718,62.88,43.1,44.912,153.036,309.668,282.154,126.14,88.942
20,17.5,31.46,24.676,56.04,0,12.668,15.08,11.64,65.91,85.322,63.784,115.014,66.406,88.538,38.812,33.088,30.014,53.582,-73.124,148.83,434,434.4,6.34,304.74,49.402,137.5,119.448,102.76,343.98,343.854,341.208,0,734.948,19.406,33.378,-0.01,37.43,91.536,8.424,20.196,763.39,44.472,30.856,42.694,43.546,726.8,704.2,-1.6,-0.2,-0.5,0,-5.2,-0.3,14.794,4.92,9.874,9.372,0,0,0,644.68,644.4,638.688,0,0,0,26.864,72.066,20.282,18.386,13.94,435.166,0,0,0,22.178,121.02,21.034,-0.002,87.742,-0.022,-1.6,-0.02,16.312,0,0,-0.148,16.3,2.364,3,3.32,3.2,98.73,29.986,0,7.32,3.28,37.944,4.746,410.5,0,441.9,0,0,1.64,2.98,1.574,38.986,54.774,96.5,92.72,122.52,116.8,-0.002,0,0,-0.006,0,-0.006,35.98,10.868,502.64,-14.552,-34.296,647.016,-6.544,36.254,28.576,149.572,177.76,193.432,125.3,161.152,182.002,83.39,588.288,589.264,1151.8,-57.522,-2.33,4.912,730.46,367.5,-0.16,43.82,50.174,-0.916,-0.58,145.314,41.086,1.724,0,-1.6,0,1.86,1.278,1.088,1.166,730.28,-0.08,28.686,37.122,709.94,18.7,55.06,9.8,152.136,163.88,200.036,881.2,17.02,4.308,67.56,0,432.6,443.2,432.8,428.6,433.4,-0.03,17.66,115.938,118.486,-1.66,-1.678,-3,68.312,79.832,413.42,53.658,28.292,381.9,385,400.2,-64.22,698.6,383.76,-0.27,0,0,67.576,0,44.98,83.374,796,533,43.496,41.622,600.18,601.08,0,0,19.1,857.7,430,438.8,431.7,427.6,61.49,62.936,57.422,55.128,-1.4,-0.7,-0.4,23.776,1.3,1.3,163.952,131.87,631.424,645.92,-55.544,-2.064,36.148,0,0,0,0,0,0,0,382.192,382.84,383.024,-0.272,-0.284,165.808,145.688,30.4,24.298,120.5,67.74,43.89,28.5,151.824,319.568,289.734,86.58,89.982
21,33.9,26.286,17.844,51.08,41.884,11.79,15.4,19.332,97.144,103.922,122.978,133.404,92.502,63.912,21.798,15.88,13.994,57.392,-72.052,204.87,433.6,434,0.66,398.16,32.706,91.66,69.872,77.98,344.232,343.98,340.452,0,734.704,17.194,31.612,-0.01,43.118,69.568,6.192,27.954,764.6,39.858,29.584,41.052,37.494,726.6,702.4,-1.6,-0.3,-0.5,0,98.4,-0.2,7.466,71.02,57.868,18.686,0,0,0,645.28,644.98,641.134,0,0,0,31.362,53.63,23.99,23.246,13.32,434.446,0,0,0,20.256,98.74,20.996,9.916,-0.042,-0.042,-1.6,-0.04,16.324,138.3,6.1,-0.632,13.754,2.388,2.82,3.42,4.08,98.73,31.008,0,5.98,3.06,31.888,29.356,415.1,0,441.6,0,0,4.034,3.034,3.692,30.694,51.674,83.32,92.9,130.72,126.14,-0.002,0,0,-0.006,0,-0.004,28.2,17.912,501.616,-14.504,-34.16,647.688,-6.504,32.534,25.816,176.132,200.7,218.392,154.222,187.542,214.25,84.964,588.2,588.168,1145.6,-58.79,-2.31,4.972,700.96,319.36,-0.16,34.17,44.46,-0.922,-0.586,90.598,52.016,0.934,0,-1.6,0,3.36,2.54,1.532,1.546,729.1,-0.1,36.226,41.748,710.18,14.986,43.78,3.78,182.376,174.9,171.956,878,19.008,14.67,84.7,0,432.4,443.2,432.6,428.8,433.8,0.02,14.43,137.858,136.228,-1.574,-1.674,-2.8,66.774,85.816,583.76,44.644,27.712,353.3,390.4,371.5,-63.8,757.2,383.28,-0.278,0,0,62.846,0,41.064,81.046,793.8,531.6,46.58,52.906,600.18,600.26,0,0,21.734,853.2,437.2,438.4,442,393.3,50.808,50.698,48.298,58.266,-1.4,-0.7,-0.4,11.534,1.5,1.5,159.632,144.616,630.624,646.776,-55.496,-2.046,30.868,0,0,0,0,0,0,0,389.518,389.78,390.282,-0.418,-0.082,162.048,159.708,29.922,24.804,110.02,58.02,43.53,28.204,157.748,322.048,306.374,146.08,71.282
