settlementPeriod,T_ABRBO-1,T_ACHRW-1,T_AFTOW-1,T_AKGLW-2,T_AKGLW-3,T_ANSUW-1,T_ARCHW-1,T_BDCHW-1,T_BEATO-1,T_BEATO-2,T_BEATO-3,T_BEATO-4,T_BEINW-1,T_BHLAW-1,T_BLKWW-1,T_BLLA-1,T_BLLA-2,T_BOWLW-1,T_BPGRD-1,T_BRBEO-1,T_CARR-1,T_CARR-2,T_CASKD-1,T_CDCL-1,T_CGTHW-1,T_CLDCW-1,T_CLDNW-1,T_CLDSW-1,T_CNQPS-1,T_CNQPS-2,T_CNQPS-3,T_CNQPS-4,T_COSO-1,T_COUWW-1,T_CREAW-1,T_CRGHD-1,T_CRGHW-1,T_CRYRW-2,T_CRYRW-3,T_DALQW-1,T_DAMC-1,T_DDGNO-1,T_DDGNO-2,T_DDGNO-3,T_DDGNO-4,T_DIDCB5,T_DIDCB6,T_DINO-1,T_DINO-2,T_DINO-3,T_DINO-4,T_DINO-5,T_DINO-6,T_DNLWW-1,T_DOREW-1,T_DOREW-2,T_DOUGW-1,T_DRAXX-1,T_DRAXX-10G,T_DRAXX-12G,T_DRAXX-2,T_DRAXX-3,T_DRAXX-4,T_DRAXX-5,T_DRAXX-6,T_DRAXX-9G,T_DRSLW-1,T_DUNGW-1,T_EAAO-1,T_EAAO-2,T_EDINW-1,T_EECL-1,T_ERRO-1,T_ERRO-2,T_ERRO-3,T_EWHLW-1,T_FALGW-1,T_FASN-1,T_FASN-2,T_FFES-1,T_FFES-2,T_FFES-3,T_FFES-4,T_FINL-1,T_FOYE-1,T_FOYE-2,T_FOYED-1,T_FSDLW-1,T_GANW-11,T_GANW-13,T_GANW-22,T_GANW-24,T_GLNDO-1,T_GLWSW-1,T_GNAPW-1,T_GNFSW-1,T_GNFSW-2,T_GORDW-1,T_GORDW-2,T_GRAI-6,T_GRAI-7,T_GRAI-8,T_GRAI1G,T_GRAI4G,T_GRGBW-1,T_GRGBW-2,T_GRGBW-3,T_GRIFW-1,T_GRIFW-2,T_GYMR-15,T_GYMR-17,T_GYMR-26,T_GYMR-28,T_GYMRD-16,T_GYMRD-2,T_GYMRD-E10,T_GYMRD-E11,T_GYMRD-W10,T_GYMRD-W11,T_HADHW-1,T_HALSW-1,T_HEYM11,T_HEYM12,T_HEYM2-D,T_HEYM27,T_HEYM28,T_HMGTO-1,T_HMGTO-2,T_HOWAO-1,T_HOWAO-2,T_HOWAO-3,T_HOWBO-1,T_HOWBO-2,T_HOWBO-3,T_HRSTW-1,T_HRTL-1,T_HRTL-2,T_HUMR-1,T_HUMRD-1,T_INDQ-1,T_JGPR-1,T_KEAD-1,T_KEAD-2,T_KEADGT-3,T_KENNW-1,T_KILBW-1,T_KILLPG-1,T_KILLPG-2,T_KLGLW-1,T_KPMRW-1,T_KTHLW-1,T_KYPEW-1,T_LAGA-1,T_LARKS-1,T_LARYW-1,T_LARYW-2,T_LARYW-3,T_LARYW-4,T_LBAR-1,T_LBAR-1G,T_LNCSW-1,T_LNCSW-2,T_MEDP-1,T_MIDMW-1,T_MILWW-1,T_MKHLW-1,T_MOWEO-1,T_MOWEO-2,T_MOWEO-3,T_MRWD-1,T_MYGPW-1,T_NANT-1,T_OMNDW-1,T_PEHE-1,T_PEMB-11,T_PEMB-21,T_PEMB-31,T_PEMB-41,T_PEMB-51,T_PNYCB-1,T_PNYCW-1,T_RCBKO-1,T_RCBKO-2,T_RMPNO-1,T_RMPNO-2,T_ROCK-1,T_RREW-1,T_RRWW-1,T_RYHPS-1,T_SAKNW-1,T_SANQW-1,T_SCCL-1,T_SCCL-2,T_SCCL-3,T_SCCL-4,T_SEAB-1,T_SEAB-2,T_SEEL-1,T_SGRWO-1,T_SGRWO-2,T_SGRWO-3,T_SGRWO-4,T_SGRWO-5,T_SGRWO-6,T_SHBA-1,T_SHBA-2,T_SHRSW-1,T_SHRSW-2,T_SIZB-1,T_SIZB-2,T_SLOY-2,T_SLOY-3,T_SOKYW-1,T_SPLN-1,T_STAY-1,T_STAY-2,T_STAY-3,T_STAY-4,T_STLGW-1,T_STLGW-2,T_STLGW-3,T_STRNW-1,T_SUTB-1,T_SVRP-10,T_SVRP-20,T_TDBNW-1,T_THNTO-1,T_THNTO-2,T_TKNEW-1,T_TKNWW-1,T_TORN-1,T_TORN-2,T_TORN-D,T_TSREP-1,T_TWSHW-1,T_USKM-13,T_WBUGT-1,T_WBUGT-4,T_WBUPS-1,T_WBUPS-2,T_WBUPS-3,T_WBUPS-4,T_WBURB-1,T_WBURB-2,T_WBURB-3,T_WBURB-41,T_WBURB-43,T_WDNSO-1,T_WDNSO-2,T_WDRGW-1,T_WHIHW-1,T_WHILW-1,T_WHILW-2,T_WILCT-1,T_WISTW-2,T_WLNYO-2,T_WLNYO-3,T_WLNYO-4,T_WLNYW-1,T_WTMSO-1
11,60.68,16.648,15.064,62.48,76.96,6.97,8.6,15.994,57.658,68.67,95.548,96.996,0.958,34.2,31.078,17.858,13.976,49.744,-71.048,208.27,-4.2,-3,20.88,89.1,2.64,155.84,141.73,80.78,-8.442,148.932,326.97,0,-2.276,17.868,1.502,-0.01,36.614,99.758,13.182,19.45,-4.12,96.694,80.21,97.724,93.648,107,77,-1.7,-5.5,-0.9,0,-1.3,-3.5,12.812,66.62,50.664,14.166,0,0,0,633.94,628.62,620.128,0,0,0,35.174,12.248,254.726,270.708,26.56,416.014,0,0,0,8.5,122.04,-0.006,-0.002,-0.022,-0.142,-1.64,-4.66,16.306,-2,0,-0.514,2.012,39.506,38.38,41.48,42.64,-0.042,18.058,0,40.22,18.68,38.762,27.238,-2.4,0,356.9,0,0,56.86,62.946,58.152,9.98,11.158,132.38,134.96,139.08,133.6,-0.002,0,0,-0.004,0,-0.006,27.58,25.294,504.056,400.656,-34.12,655.344,-6.776,104.154,102.336,395.252,396.6,391.952,386.316,420.64,423.654,65.902,584.272,591.384,664.884,-59.44,-2.21,4.388,386.76,-1.35,-0.16,27.89,37.984,-1.04,-0.652,153.072,17.964,0.996,1.586,-1.6,0,73.48,69.46,44.84,47.48,-7.2,-0.1,108.612,118.358,618.94,26.5,2.12,14.358,157.058,196.88,225.238,577.6,18.304,14.638,86.85,0,-3.5,234.4,-1.9,-2.3,-7,-0.1,133.66,269.858,258.068,43.09,41.842,-2.4,21.44,18.148,-3.346,30.32,29.884,349.6,355.8,-2.4,-62.38,5.784,47.098,-0.288,0,0,48.796,0,49.232,78.592,-3.224,-2.412,139.216,148.926,601.26,597.88,0,0,21.994,371.9,-5.4,-3.1,-5.6,-3.5,45.446,58.348,49.486,27.488,-0.4,-1,-0.7,14.362,34,34,400.212,402.314,629.48,-18.784,-44.744,-1.942,36.814,0,0,0,0,0,0,0,-4.65,16.7,-7.9,-0.45,-0.5,112.328,131.468,38.578,25.216,44.018,17.62,-5.37,38.302,158.962,309.968,313.854,142.8,189.702
12,61.78,27.956,14.768,61.84,74.58,5.738,8.18,10.508,66.628,74.09,92.58,94.986,0.66,29.438,27.076,26.204,19.536,62.034,-70.458,209.55,-4.6,-4.2,21.1,100.26,3.802,156.26,138.89,92.62,-8.694,227.934,303.156,0,-2.288,16.028,1.744,-0.01,39.72,66.64,10.8,14.324,-4.13,96.82,80.258,98.176,94.176,261.8,204,-1.5,-0.2,-0.5,0,-3.2,157.8,9.496,66.96,54.608,13.364,0,0,0,638.32,605.86,603.862,0,0,0,33.168,12.45,240.822,258.788,25.3,286.416,0,0,0,7.556,111.06,-0.006,-0.002,-0.042,-0.042,-1.62,-0.04,16.318,0,62.1,-0.53,3.152,50.724,52.02,55.86,52.86,-0.042,19.634,0,39.9,19.92,35.528,31.026,-2.4,0,234.2,0,0,77.31,81.052,79.268,8.84,8.378,113.2,112.32,120.6,112.64,-0.002,0,0,-0.004,0,-0.004,19.78,20.512,504.728,400.984,-34.12,655.96,-6.776,104.214,102.316,395.192,396.7,391.972,387.072,420.54,423.522,67.516,584.328,590.704,690.676,-58.542,-2.2,4.982,350.86,-1.382,-0.16,24.76,24.242,-1.038,-0.652,145.764,12.872,0.814,1.116,-1.4,0,79.06,74.44,63.78,67.34,-11.7,-0.1,116.344,125.132,555.1,24.514,2.44,13.854,155.738,184.54,190.658,545.4,15.456,14.714,92.64,0,-7.5,220.4,82.6,-1.4,75.2,-0.14,101.49,273.438,264.508,57.57,54.574,-2.4,53.888,49.29,-2.654,41.494,30.076,311.4,315,-2.5,-62.02,248.6,159.1,-0.292,0,0,48.806,0,39.998,78.63,-3.222,26.63,139.198,148.656,602.18,598.14,0,0,16.636,334.5,-5.7,78.2,74.3,-5.6,40.916,57.26,46.1,44.128,-0.4,-0.9,-0.6,13.082,41.1,41.1,400.932,401.552,629.56,-18.76,-44.616,-1.922,36.244,0,0,0,0,0,0,0,-2.322,89.38,-11.13,-0.978,-0.37,150.628,168.788,38.052,24.744,44.052,8.96,-4.32,36.518,159.368,309.648,326.534,158.12,192.042
13,42.12,33.104,13.78,61.58,72.442,4.352,8.54,7.508,87.7,96.788,135.82,149,-0.132,43.364,27.886,13.624,13.832,56.764,-70.422,199.87,63.2,65.8,22.2,160.74,4.294,147.42,136.536,86.74,-8.694,228.942,329.238,0,-2.382,16.088,1.846,-0.01,30.544,107.468,13.312,15.854,-5.41,96.868,80.274,98.44,94.246,407,298.6,-1.6,-0.3,-0.5,0,141.3,-4.2,7.124,66.72,48.56,12.444,0,0,0,640.28,617.2,622.24,0,0,0,36.672,13.128,248.374,272.608,9.04,416.59,0,0,0,6.966,118.8,-0.006,-0.002,-0.042,-0.022,40.06,-0.02,16.334,0,147.8,-0.632,2.332,50.306,52.72,57.18,54.06,86.412,20.172,0,39.2,15.86,32.544,23.768,-2.4,0,362.4,0,0,70.2,75.966,71.202,25.108,16.294,103.98,100.36,111.04,98.24,-0.002,0,0,-0.004,0,-0.004,28.44,18.136,504.272,400.544,-34.208,655.936,-6.768,104.114,102.276,395.372,396.86,392.132,386.298,420.636,423.7,62.904,583.664,591.32,695.274,-57.788,-2.17,5.13,350.66,-1.376,-0.16,26.23,22.002,-1.046,-0.65,163.92,16.834,0.91,1.334,-1.6,0,80.52,76.46,52.7,54.5,-5.92,-0.08,115.236,121.668,693.18,22.092,2.4,11.008,204.018,218.88,217.518,835.2,19.222,14.662,86.54,0,-7.1,274.8,365.4,85,368.8,-0.12,109.8,274.778,265.948,55.576,52.474,-2.2,41.03,44.144,-2.682,35.686,30.074,350.8,337.5,-2.4,-61.98,462.2,242.88,-0.282,0,0,48.752,0,39.384,78.488,-3.612,311.4,138.982,148.76,601.6,598.06,36.678,32.826,19.76,336,59.6,372,377.6,54.1,45.036,55.488,47.068,59.688,-0.6,-0.8,-0.7,7.366,39.8,39.8,401.212,406.316,629.144,-19.112,-44.552,-1.98,35.476,0,0,0,0,0,0,0,-2.31,177.84,78.038,0.01,-0.338,152.068,179.468,37.726,24.498,49.99,15.82,-4.27,39.098,159.338,308.008,325.714,153.96,191.922
14,20.76,28.8,15.482,62.46,77.462,5.964,6.5,20.424,85.348,104.412,146.478,153.106,7.044,62.346,33.82,17.354,14.126,58.95,-70.842,207.554,256.8,242.2,21.86,261.54,4.818,147.4,130.176,98.64,-1.26,226.674,311.724,0,-2.162,18.214,1.842,-0.01,22.966,104.374,13.386,22.538,-3.94,96.886,80.272,98.452,94.29,612.2,435,-1.5,-0.2,-0.5,0,135.7,-0.6,14.744,69.86,49.846,18.228,0,0,0,616.86,624.76,628.65,0,0,0,29.914,20.708,274.274,306.608,20.38,415.006,0,0,0,7.31,133.16,-0.006,-0.002,-0.022,-0.042,-1.58,-0.04,16.33,0,147.8,-0.646,2.318,51.086,53.44,58.94,60.8,3.33,25.992,0,47.06,20.48,34.882,28.782,-2.4,0,416.7,0,0,78.686,74.414,81.052,24.818,16.686,106.42,106.6,123.98,110.32,-0.002,0,0,-0.004,0,-0.004,24.52,26.466,504.256,400.696,-34.2,656.72,-6.744,104.174,102.256,395.432,396.94,392.172,387.094,420.656,423.744,77.704,584.664,591.088,671.89,-58.056,-2.23,4.772,351.16,-1.366,-0.16,30.37,12.26,-1.036,-0.648,184.14,16.806,1.586,2.034,-1.4,0,85.04,77.22,59.56,64,175.5,-0.1,115.176,122.708,647.06,18.894,8.44,10.81,214.918,188.96,176.138,526.2,17.97,14.664,91.36,0,70.4,442.6,429.2,381.2,416,-0.02,105.26,275.258,267.428,103.828,80.456,-2.4,35.284,39.104,-2.584,39.038,30.076,340,313.5,-2.5,-61.54,478,258.68,-0.274,0,0,48.216,0,39.356,78.564,-3.206,520.2,139.518,149.948,601.72,598.04,40.774,40.738,23.588,604.3,272.2,409.6,414.3,273.6,41.258,52.016,40.278,60.208,-0.4,-0.9,-0.6,13.802,25.5,25.5,400.892,405.096,629.536,-19.064,-44.712,-1.982,36.142,0,0,0,0,0,0,0,-2.386,220.18,158.458,-0.914,-0.138,164.568,168.828,39.792,25.122,56.422,20.46,-4.23,42.95,159.328,308.848,323.594,158.22,191.922
15,43.42,20.87,16.04,59.2,60.44,7.766,5.5,20.658,114.53,123.422,163.888,165.138,21.978,57.872,33.546,16.662,14.006,62.906,-70.842,204.792,424.8,419.6,21.44,333.9,9.228,122.2,114.942,78.78,147.672,257.04,333.27,0,-2.4,11.806,1.846,-0.01,31.644,86.442,11.858,23.446,205.01,96.91,80.262,98.458,94.286,693.4,529,-1.6,-0.3,-0.5,0,34,-0.3,8.988,74,51.27,19.948,0,0,0,643.62,640.22,643.994,0,0,0,36.76,25.208,283.61,306.746,17.32,254.734,0,0,0,6.368,118.8,-0.006,-0.002,-0.042,-0.022,-1.58,-0.02,16.352,0,147.8,-0.662,4.64,61.926,61.04,68.48,71.54,98.66,24.282,0,50.36,23.36,64.958,37.942,-2.4,0,424.1,0,0,111.616,83.284,116.18,20.678,13.478,127.72,125.54,126.22,116.96,-0.002,0,0,-0.006,0,-0.006,24.14,26.81,504.352,400.84,-34.112,656.216,-6.776,104.174,102.316,395.472,396.9,392.312,387.1,420.72,423.65,73.68,584.136,591.216,696.888,-58.102,-2.28,5.33,351.06,-1.342,-0.16,23.8,58.762,-1.04,-0.646,149.638,13.308,0.77,1.534,-1.4,0,102.36,97.5,83.92,88.84,627.7,-0.1,119.574,127.568,615.3,15.838,12.7,8.902,178.798,211.36,178.198,489,18.96,14.732,88.37,0,333.6,443.4,432.4,425,419.2,0.01,89.18,275.378,267.468,123.042,103.154,-2.2,28.44,32.074,-2.702,32.846,29.948,365.3,369.1,-2.4,-61.5,500.2,353.9,-0.284,0,0,48.802,0,39.394,78.584,316.8,523.8,139.566,149.832,601.46,597.76,40.774,40.722,27.17,823.5,405.4,412.2,414.4,409.8,40.734,54.284,46.664,54.786,-0.4,-1,-0.7,11.638,22.7,22.7,400.972,408.27,628.408,-19.64,-44.536,-2.022,36.942,0,0,0,0,0,0,0,-2.23,308.24,333.886,0.03,0.274,154.008,161.608,40.654,25.014,52.884,31.86,-4.98,47.684,159.322,296.828,317.974,157.12,191.802
16,84.28,15.904,17.956,58.52,46.724,5.486,6.86,17.818,115.834,124.05,165.19,165.26,30.99,33.66,42.872,23.28,20.186,61.16,-71.34,205.77,428.2,424,19.9,276.3,11.498,122.88,112.31,72.24,225.036,335.286,334.53,0,-2.288,9.156,1.84,-0.012,26.846,69.288,9.712,18.542,398.67,96.916,80.268,98.446,94.344,701.6,635,-1.5,-0.2,-0.5,0,73.5,-0.2,7.514,57.68,52.624,17.018,0,0,0,644.94,644.24,644.776,0,0,0,34.658,23.63,263.718,299.726,30.46,334.942,1.046,1.3,0.44,5.43,102.82,1.368,-0.002,-0.022,89.22,-1.56,-0.04,16.36,109,19.2,-0.66,6.022,66.726,70.14,73.82,76.64,29.19,16.768,0,49.28,23.66,67.592,37.928,-2.4,0,402.1,0,0,103.146,95.86,106.264,27.748,12.514,130.5,130.28,129.58,120.46,-0.002,0,0,-0.006,0,-0.004,14.82,23.422,503.888,400.64,-34.128,654.256,-6.752,104.154,102.336,395.432,396.84,392.252,384.452,420.698,423.87,93.72,583.448,590.784,696.876,-58.644,-2.26,5.42,357.66,-1.384,-0.16,17.85,57.256,-1.004,-0.622,97.644,14.338,0.57,1.34,-1.6,0,92.4,86.02,74.58,80.14,725.5,-0.1,119.56,128.504,705.08,17.866,17.96,11.776,253.958,274.06,238.058,694.8,23.256,14.656,84.56,0,428.2,443.2,433,428.4,420.8,0.02,55.7,275.158,267.428,96.404,93.19,-2.4,28.618,39.916,-2.682,25.732,29.398,365.3,369.7,-2.5,-61.22,573,367.46,-0.308,0,0,48.804,0,39.388,77.272,592.4,523.8,139.592,150.352,600.96,598.18,40.762,40.748,23.18,826.3,407.4,423.4,414.9,409.9,50.974,61.678,49.27,52.446,-0.6,-0.8,-0.6,10.96,17.1,17.1,400.912,408.776,627.96,-19.68,-44.576,-2.022,36.98,0,0,0,0,0,0,0,-2.37,372.06,354.286,0.37,0.234,156.948,160.248,40.152,24.006,37.434,23.02,-7.46,46.266,159.29,309.368,308.034,153.24,191.682
17,91.3,11.446,17.932,57.4,49.7,4.38,4.558,16.02,115.882,124,165.14,165.2,6.234,38.192,28.968,19.558,15.086,57.554,-71.494,212.69,431.8,427.8,21.88,-5.22,7.788,104.68,99.202,65.12,315.378,335.16,333.018,0,-2.288,8.692,1.842,-0.012,13.256,64.868,8.752,13.672,698.6,96.902,80.284,98.42,94.254,703.8,626.4,-1.6,-0.3,-0.5,0,28,-0.3,7.776,30.96,47.836,11.23,0,0,0,644.94,643.52,645.012,0,0,0,22.956,28.848,295.33,329.526,22.28,424.222,24.086,24.044,23.954,6.512,100.16,21.064,-0.002,58.442,90.398,-1.62,-0.02,16.334,4.3,0,-0.206,6.416,64.284,65.66,70.58,73.04,77.216,12.174,0,47.86,24,37.618,25.688,-2.4,0,360.4,0,0,94.208,92.428,96.974,44.568,19.436,129.76,134.1,135,128.74,-0.002,0,0,-0.006,0,-0.006,20.26,24.09,504.184,400.56,-34.256,654.808,-6.816,104.194,102.316,395.512,396.88,392.212,386.072,420.87,423.628,100.922,583.28,590.344,696.486,-59.32,-2.24,5.17,535.06,-1.374,-0.16,19.87,26.89,-0.998,-0.62,117.656,18.844,0.592,1.576,-1.6,0,98.86,90.68,71.58,74.86,728.3,-0.1,118.542,124.544,705.12,17.982,11.84,11.388,297.578,283.3,275.018,847,23.448,14.682,82.3,0,430.6,443.6,433.6,429.2,421.2,0.01,65.63,274.438,267.268,109.864,88.938,-2.4,37.944,46.612,-2.722,25.176,28.41,365.3,369.6,-2.5,-61.46,611.4,366.06,-0.3,0,0,48.756,0,35.464,69.524,775.4,524,139.562,150.648,600.84,597.86,40.776,40.708,19.728,827.3,409.2,424,425,411.9,50.332,58.156,47.434,58.826,-0.4,-0.8,-0.6,11.358,-0.002,-0.002,400.95,408.616,628.736,-19.768,-44.864,-1.972,36.822,0,0,0,0,0,0,0,-2.33,416.8,414.83,0.03,0.13,124.448,136.208,36.168,22.326,32.296,17.16,-7.03,41.076,158.216,311.448,306.314,145.06,191.802
18,75.06,12.032,16.204,57.9,50.442,4.486,5.2,14.2,115.878,124.008,165.162,165.174,6.962,30.784,21.752,9.242,10.064,58.01,-70.546,208.75,404.2,408.4,19.36,-4.32,8.956,104.08,83.998,91.14,339.57,333.648,331.884,0,-2.396,5.274,1.844,-0.01,17.514,60.65,7.51,16.056,786.93,96.908,80.264,98.456,94.294,705.2,678,-1.6,-0.2,-0.5,0,9.2,-0.2,8.218,76,52.638,12.28,0,0,0,644.92,641.66,644.708,0,0,0,15.744,32.288,288.6,329.608,27.54,424.654,24.136,21.904,24.082,12.386,96.3,21.036,-0.002,90.392,90.374,-1.6,-0.04,16.314,0,0,-0.148,8.268,55.386,57.3,65.66,61.96,46.82,10.33,0,46.96,20.92,26.15,21.81,-2.4,0,349.6,0,0,90.268,80.762,93.592,73.742,54.172,128.74,131.18,137.44,128.18,-0.002,0,0,-0.006,0,-0.004,18.96,20.786,504.792,401.264,-34.336,655.76,-6.816,104.194,102.336,395.472,396.92,392.272,385.138,419.07,420.992,89.114,582.16,590.12,697.078,-59.334,-2.22,4.886,481.26,-3.982,-0.16,15.55,28.906,-0.986,-0.62,144.632,15.144,0.73,0.81,-1.6,0,108.62,98.9,92.38,98.74,728.28,-0.08,116.678,121.094,704.74,18.88,14.5,5.67,298.298,283.62,275.978,811,21.658,14.69,84.36,0,432,443.4,434,429.6,421.4,-0.03,94.42,273.178,267.308,92.122,74.368,-2.4,24.326,25.78,-2.7,30.952,29.672,365.2,369.7,-2.5,-61.54,582.8,360.06,-0.282,0,0,48.746,0,38.428,78.39,778.4,523.6,139.574,150.636,601.18,598.06,37.906,37.256,15.804,862.6,419.8,424.4,427.6,423.4,45.756,50.914,35.826,60.466,-0.4,-0.9,-0.5,11.14,21.2,21.2,400.592,408.916,629.304,-19.8,-44.968,-1.932,30.526,0,0,0,0,0,0,0,-2.324,409.9,408.678,0.024,-0.158,114.488,127.188,36.95,22.724,29.108,10.9,-7.17,39.454,159.008,306.248,313.234,140.34,191.942
19,80.98,14.532,15.602,53.4,42.254,3.812,8.2,23.14,115.786,123.952,165.13,165.23,17.536,48.15,22.33,13.41,10.816,53.364,-70.41,203.37,420.2,419.2,19.24,-4.32,8.172,74.1,61.368,58.96,305.424,334.404,331.758,0,-2.222,4.884,1.84,-0.01,15.99,63.862,6.638,16.308,713.17,96.884,80.27,98.446,94.32,705.6,678.8,-1.6,-0.3,-0.5,0,156.5,-0.3,7.978,19.808,14.946,9.57,0,0,0,645,640.36,644.858,0,0,0,17.048,39.37,290.428,328.228,24.42,424.366,24.134,0,24.06,8.642,92.36,21.068,-0.002,2.836,2.816,-1.64,-0.02,16.342,0,0,-0.15,8.57,56.326,56.26,64.28,56.06,24.926,13.684,0,51.28,24.4,58.014,37.948,-2.5,0,361.1,0,0,86.742,83.224,90.52,70.064,59.838,127.7,130.92,134.94,127.78,-0.002,0,0,-0.004,0,-0.006,13.66,27.708,504.52,400.96,-34.064,650.744,-6.816,104.094,102.016,395.472,396.98,392.312,384.864,413.656,422.224,92.978,583.128,590.44,754.292,-59.42,-2.23,4.812,513.96,-1.324,-0.16,23.73,33.262,-0.97,-0.614,121.518,20.86,0.664,1.184,-1.4,0,118.98,109.44,101.88,108.82,729.1,-0.1,116.09,128.646,703.58,15.294,23.7,3.722,297.478,283.3,277.058,837.8,21.722,14.678,80.68,0,433.2,443.4,434.6,430,422.2,-0.29,65.63,274.598,267.528,81.042,76.87,-2.2,14.928,20.4,-2.678,33.562,29.746,365.3,369.6,-2.4,-61.44,612.4,367.9,-0.286,0,0,48.792,0,39.394,78.568,778.8,523.6,139.566,150.256,601.26,597.82,0,0,20.298,889.9,421.2,424.2,427.6,423.2,54.44,60.888,51.782,54.106,-0.6,-0.9,-0.6,10.88,49.4,49.4,400.892,406.892,628.8,-19.944,-44.84,-1.912,31.244,0,0,0,0,0,0,0,-0.942,417.86,415.488,-0.058,-0.308,139.328,143.548,35.35,25.336,34.052,7.96,-6.94,39.04,159.298,289.708,317.314,148.26,191.882
20,65.8,16.186,15.796,50.8,35.566,4.628,5.638,21.234,115.87,124.002,165.12,165.186,12.264,37.012,29.486,12.542,11.676,52.908,-70.956,212.69,420.4,418.8,19.36,-4.68,8.668,80.4,66.88,52.46,223.776,334.782,331.884,0,-2.456,7.224,1.842,-0.01,24.702,49.392,5.088,14.126,705.42,96.91,80.244,98.436,94.292,707.2,678.8,-1.7,-0.2,-0.5,0,30.4,-0.2,8.05,-0.536,-0.404,9.144,0,0,0,644.82,644.66,645.378,0,0,0,21.438,38.008,301.482,330.848,17.66,424.51,21.658,0,22.26,7.954,94,19.404,-0.002,-0.042,-0.022,-1.6,-0.04,16.316,0,-15.8,-0.966,5.568,58.566,59.42,65.58,50.6,5.504,14.83,0,55.14,27.72,58.762,37.934,-2.4,0,359.9,0,0,92.376,89.618,97.384,68.856,54.248,134.16,138.8,141.1,133.74,-0.002,0,0,-0.004,0,-0.004,33.14,27.298,504.616,401.056,-34.176,651.712,-6.784,103.554,101.116,395.572,396.96,392.232,386.186,419.658,421.288,77.626,582.608,590.936,764.032,-60.314,-2.22,4.6,656.87,-2.124,-0.17,26.14,46.218,-0.966,-0.616,94.306,15.028,0.684,0.828,-1.8,0,115.54,108.1,95.74,102.88,728.28,-0.08,104.79,126.89,703.1,14.33,23.9,9.246,298.318,283.66,277.678,833.8,20.808,14.686,70.19,0,433.8,443.6,435,431,422.8,-0.04,48.43,275.438,267.568,108.034,101.116,-2.4,17.6,26.87,-2.682,36.076,30.052,365.3,369.7,-2.5,-61.88,586,362.36,-0.328,0,0,48.816,0,39.398,78.608,778.8,523.4,139.582,150.134,601.2,598.14,0,0,24.528,888.3,422,424.2,427.7,423.7,67.834,70.584,61.57,52.126,-0.4,-0.9,-0.6,13.454,40.5,40.5,401.012,401.036,629.312,-20.008,-45.072,-1.904,31.534,0,0,0,0,0,0,0,0.068,395.16,394.346,-0.068,-0.746,155.968,172.368,31.27,23.812,28.468,18.52,-6.92,35.166,158.814,298.908,302.034,150.56,191.762
21,71.92,15.074,14.192,48.8,31.706,4.952,3.832,18.746,115.912,124.022,165.186,165.26,7.46,35.306,39.224,16.336,15.992,49.984,-70.026,212.85,423,418.8,18.38,-4.5,4.65,81.58,64.25,60.36,242.046,333.648,331.128,0,-2.34,6.304,1.84,-0.01,27.98,49.6,5.26,8.172,480.88,96.88,80.274,98.412,94.266,708,679,-1.6,-0.3,-0.5,0,-5.3,-0.3,10.18,-0.502,-0.38,7.326,0,0,0,644.48,643.58,644.694,0,0,0,32.852,31.388,297.688,333.388,19.22,423.79,0,0,0,6.618,107.68,-0.006,-0.002,-0.022,-0.042,-1.6,-0.02,16.36,0,-153.6,-0.644,10.102,60.184,61.12,67.42,56.3,-0.042,7.148,0,51.72,28.56,44.214,33.58,-2.4,0,391.1,0,0,96.154,91.876,100.654,66.978,55.976,125.7,130.94,140.26,135.48,-0.002,0,0,-0.004,0,-0.006,31.76,21.256,504.688,400.664,-33.904,649.544,-6.816,103.934,101.996,395.512,396.9,392.312,386.69,417.278,420.714,82.688,582.808,590.448,696.056,-59.974,-2.19,4.882,596.36,-2.736,-0.16,21.03,28.438,-0.958,-0.608,89.73,16.736,0.954,1.042,-1.4,0,111.8,105.12,88.92,97.56,729.9,-0.1,112.102,133.482,701.56,15.166,14.9,12.096,298.078,283.74,280.718,839,20.898,14.686,65.89,0,432.6,443.2,435.6,431.2,422.6,0.04,66.37,275.318,267.028,80.752,67.404,-2.2,22.392,28.42,-2.738,34.558,30.032,365.3,369.6,-2.5,-61.66,568.2,372.36,-0.328,0,0,48.784,0,39.396,78.598,779.6,523.4,139.538,150.306,601.34,598,0,0,22.338,898.2,422.6,424.4,427.6,422.9,63.75,67.416,53.76,43.464,-0.6,-0.9,-0.6,13.718,34,34,401.012,407.956,626.92,-20.344,-44.96,-1.912,31.242,0,0,0,0,0,0,0,0.062,403.42,400.478,-0.062,0.282,172.148,174.928,32.486,22.096,32.146,22.14,-7.73,39.156,157.466,307.408,287.714,130.82,191.562
