bmUnit,settlementPeriod,settlementRunType,quantity,average_MW
T_HUMRD-1,5,DF,-28.797,-57.594
T_INDQ-1,5,DF,-1.095,-2.19
T_KEAD-2,5,DF,-0.676,-1.352
T_KEADGT-3,5,DF,-0.08,-0.16
T_KILLPG-1,5,DF,-0.521,-1.042
T_KILLPG-2,5,DF,-0.326,-0.652
T_LAGA-1,5,DF,-0.9,-1.8
T_LBAR-1,5,DF,-1.46,-2.92
T_LBAR-1G,5,DF,-0.04,-0.08
T_PEMB-11,5,DF,-1.15,-2.3
T_PEMB-31,5,DF,-0.35000000000000003,-0.7000000000000001
T_PEMB-41,5,DF,-0.3,-0.6
T_PEMB-51,5,DF,-0.9,-1.8
T_ROCK-1,5,DF,-1.2,-2.4
T_RYHPS-1,5,DF,-1.305,-2.61
T_SCCL-3,5,DF,-1.25,-2.5
T_SCCL-4,5,DF,-30.73,-61.46
T_SEAB-1,5,DF,-1.478,-2.956
T_SEAB-2,5,DF,-0.811,-1.622
T_SEEL-1,5,DF,-0.14300000000000002,-0.28600000000000003
T_SHBA-1,5,DF,-1.613,-3.226
T_SHBA-2,5,DF,-0.902,-1.804
T_STAY-1,5,DF,-0.4,-0.8
T_STAY-2,5,DF,-0.85,-1.7
T_STAY-3,5,DF,-0.4,-0.8
T_STAY-4,5,DF,-0.45,-0.9
T_SUTB-1,5,DF,-0.1,-0.2
T_SVRP-10,5,DF,-0.45,-0.9
T_SVRP-20,5,DF,-0.3,-0.6
T_TORN-2,5,DF,-9.008,-18.016
T_TORN-D,5,DF,-23.308,-46.616
T_TSREP-1,5,DF,-0.936,-1.872
T_WBURB-1,5,DF,-1.063,-2.126
T_WBURB-3,5,DF,-2.448,-4.896
T_WBURB-43,5,DF,-0.052000000000000005,-0.10400000000000001
T_WILCT-1,5,DF,-3.07,-6.14
T_BDCHW-1,6,DF,-0.085,-0.17
T_BPGRD-1,6,DF,-35.149,-70.298
T_CARR-1,6,DF,-1.4,-2.8
T_CARR-2,6,DF,-1.1,-2.2
T_CDCL-1,6,DF,-2.16,-4.32
T_CNQPS-1,6,DF,-4.221,-8.442
T_CNQPS-2,6,DF,-2.52,-5.04
T_COSO-1,6,DF,-1.113,-2.226
T_CRGHD-1,6,DF,-0.005,-0.01
T_DAMC-1,6,DF,-2.03,-4.06
T_DIDCB5,6,DF,-1.65,-3.3
T_DIDCB6,6,DF,-1.1,-2.2
T_DINO-1,6,DF,-0.75,-1.5
T_DINO-2,6,DF,-133.6,-267.2
T_DINO-3,6,DF,-127.3,-254.6
T_DINO-5,6,DF,-135.7,-271.4
T_DINO-6,6,DF,-133.9,-267.8
T_DOREW-1,6,DF,-0.275,-0.55
T_DOREW-2,6,DF,-0.197,-0.394
T_FASN-1,6,DF,-0.004,-0.008
T_FASN-2,6,DF,-0.001,-0.002
T_FFES-1,6,DF,-36.338,-72.676
T_FFES-2,6,DF,-36.277,-72.554
T_FFES-3,6,DF,-0.8,-1.6
T_FFES-4,6,DF,-36.64,-73.28
T_FOYE-1,6,DF,-1.0,-2.0
T_FOYED-1,6,DF,-0.27,-0.54
T_GLNDO-1,6,DF,-0.021,-0.042
T_GNAPW-1,6,DF,-0.005,-0.01
T_GRAI-6,6,DF,-1.2,-2.4
T_GYMRD-16,6,DF,-0.001,-0.002
T_GYMRD-E11,6,DF,-0.003,-0.006
T_GYMRD-W11,6,DF,-0.002,-0.004
T_HALSW-1,6,DF,-0.115,-0.23
T_HEYM2-D,6,DF,-17.008,-34.016
T_HEYM28,6,DF,-3.412,-6.824
T_HUMRD-1,6,DF,-29.051,-58.102
T_INDQ-1,6,DF,-1.095,-2.19
T_KEAD-2,6,DF,-0.71,-1.42
T_KEADGT-3,6,DF,-0.08,-0.16
T_KILLPG-1,6,DF,-0.521,-1.042
T_KILLPG-2,6,DF,-0.326,-0.652
T_LAGA-1,6,DF,-0.7000000000000001,-1.4000000000000001
T_LBAR-1,6,DF,-1.44,-2.88
T_LBAR-1G,6,DF,-0.06,-0.12
T_PEMB-11,6,DF,-1.1,-2.2
T_PEMB-31,6,DF,-0.3,-0.6
T_PEMB-41,6,DF,-0.3,-0.6
T_PEMB-51,6,DF,-0.9,-1.8
T_PNYCB-1,6,DF,-0.055,-0.11
T_ROCK-1,6,DF,-1.1,-2.2
T_RYHPS-1,6,DF,-1.338,-2.676
T_SCCL-3,6,DF,-1.3,-2.6
T_SCCL-4,6,DF,-30.82,-61.64
T_SEAB-1,6,DF,-1.472,-2.944
T_SEAB-2,6,DF,-0.8130000000000001,-1.6260000000000001
T_SEEL-1,6,DF,-0.14400000000000002,-0.28800000000000003
T_SHBA-1,6,DF,-1.6059999999999999,-3.2119999999999997
T_SHBA-2,6,DF,-0.904,-1.808
T_STAY-1,6,DF,-0.45,-0.9
T_STAY-2,6,DF,-0.85,-1.7
T_STAY-3,6,DF,-0.45,-0.9
T_STAY-4,6,DF,-0.45,-0.9
T_SUTB-1,6,DF,-0.2,-0.4
T_SVRP-10,6,DF,-0.5,-1.0
T_SVRP-20,6,DF,-0.35000000000000003,-0.7000000000000001
T_TORN-2,6,DF,-9.824,-19.648
T_TORN-D,6,DF,-23.292,-46.584
T_TSREP-1,6,DF,-0.931,-1.862
T_WBURB-1,6,DF,-0.906,-1.812
T_WBURB-3,6,DF,-2.445,-4.89
T_WBURB-41,6,DF,-0.194,-0.388
T_WBURB-43,6,DF,-0.055,-0.11
T_WILCT-1,6,DF,-2.075,-4.15
T_BDCHW-1,7,DF,-0.09,-0.18
T_BPGRD-1,7,DF,-35.248,-70.496
T_CARR-1,7,DF,-1.4,-2.8
T_CARR-2,7,DF,-1.1,-2.2
T_CNQPS-1,7,DF,-4.284,-8.568
T_CNQPS-2,7,DF,-2.583,-5.166
T_COSO-1,7,DF,-1.182,-2.364
T_CRGHD-1,7,DF,-0.005,-0.01
T_DAMC-1,7,DF,-2.045,-4.09
T_DIDCB5,7,DF,-1.4,-2.8
T_DIDCB6,7,DF,-1.15,-2.3
T_DINO-1,7,DF,-0.8,-1.6
T_DINO-2,7,DF,-133.25,-266.5
T_DINO-3,7,DF,-127.2,-254.4
T_DINO-5,7,DF,-135.35,-270.7
T_DINO-6,7,DF,-97.5,-195.0
T_DOREW-2,7,DF,-0.194,-0.388
T_FASN-1,7,DF,-0.003,-0.006
T_FASN-2,7,DF,-0.001,-0.002
T_FFES-1,7,DF,-36.315,-72.63
T_FFES-2,7,DF,-36.254,-72.508
T_FFES-3,7,DF,-0.8,-1.6
T_FFES-4,7,DF,-36.62,-73.24
T_FOYE-1,7,DF,-1.0,-2.0
T_FOYED-1,7,DF,-0.261,-0.522
T_GLNDO-1,7,DF,-0.021,-0.042
T_GNAPW-1,7,DF,-0.005,-0.01
T_GRAI-6,7,DF,-1.25,-2.5
T_GYMRD-16,7,DF,-0.001,-0.002
T_GYMRD-E11,7,DF,-0.002,-0.004
T_GYMRD-W11,7,DF,-0.003,-0.006
T_HALSW-1,7,DF,-0.121,-0.242
T_HEYM2-D,7,DF,-17.032,-34.064
T_HEYM28,7,DF,-3.4,-6.8
T_HUMRD-1,7,DF,-29.839,-59.678
T_INDQ-1,7,DF,-1.105,-2.21
T_KEAD-2,7,DF,-0.7010000000000001,-1.4020000000000001
T_KEADGT-3,7,DF,-0.085,-0.17
T_KILLPG-1,7,DF,-0.513,-1.026
T_KILLPG-2,7,DF,-0.319,-0.638
T_LAGA-1,7,DF,-0.8,-1.6
T_LBAR-1,7,DF,-1.45,-2.9
T_LBAR-1G,7,DF,-0.05,-0.1
T_PEMB-11,7,DF,-1.25,-2.5
T_PEMB-31,7,DF,-0.35000000000000003,-0.7000000000000001
T_PEMB-41,7,DF,-0.35000000000000003,-0.7000000000000001
T_PEMB-51,7,DF,-0.9,-1.8
T_PNYCB-1,7,DF,-0.01,-0.02
T_ROCK-1,7,DF,-1.2,-2.4
T_RYHPS-1,7,DF,-1.334,-2.668
T_SCCL-3,7,DF,-1.3,-2.6
T_SCCL-4,7,DF,-30.76,-61.52
T_SEAB-1,7,DF,-1.452,-2.904
T_SEAB-2,7,DF,-0.8140000000000001,-1.6280000000000001
T_SEEL-1,7,DF,-0.146,-0.292
T_SHBA-1,7,DF,-1.6059999999999999,-3.2119999999999997
T_SHBA-2,7,DF,-0.905,-1.81
T_STAY-1,7,DF,-0.45,-0.9
T_STAY-2,7,DF,-0.85,-1.7
T_STAY-3,7,DF,-0.4,-0.8
T_STAY-4,7,DF,-0.45,-0.9
T_SUTB-1,7,DF,-0.2,-0.4
T_SVRP-10,7,DF,-0.45,-0.9
T_SVRP-20,7,DF,-0.35000000000000003,-0.7000000000000001
T_TORN-2,7,DF,-10.456,-20.912
T_TORN-D,7,DF,-23.312,-46.624
T_TSREP-1,7,DF,-0.9520000000000001,-1.9040000000000001
T_WBURB-1,7,DF,-1.666,-3.332
T_WBURB-3,7,DF,-2.477,-4.954
T_WBURB-41,7,DF,-0.034,-0.068
T_WBURB-43,7,DF,-0.123,-0.246
T_WILCT-1,7,DF,-2.135,-4.27
T_BDCHW-1,8,DF,-0.069,-0.138
T_BPGRD-1,8,DF,-35.137,-70.274
T_CARR-1,8,DF,-1.3,-2.6
T_CARR-2,8,DF,-1.1,-2.2
T_CNQPS-1,8,DF,-4.221,-8.442
T_CNQPS-2,8,DF,-2.583,-5.166
T_COSO-1,8,DF,-1.088,-2.176
T_CRGHD-1,8,DF,-0.005,-0.01
T_DAMC-1,8,DF,-2.03,-4.06
T_DIDCB5,8,DF,-1.6,-3.2
T_DIDCB6,8,DF,-1.1,-2.2
T_DINO-1,8,DF,-0.75,-1.5
T_DINO-2,8,DF,-131.7,-263.4
T_DINO-3,8,DF,-141.05,-282.1
T_DINO-5,8,DF,-133.8,-267.6
T_DINO-6,8,DF,-131.9,-263.8
T_FASN-1,8,DF,-0.003,-0.006
T_FASN-2,8,DF,-0.001,-0.002
T_FFES-1,8,DF,-36.115,-72.23
T_FFES-2,8,DF,-36.064,-72.128
T_FFES-3,8,DF,-0.8,-1.6
T_FFES-4,8,DF,-36.44,-72.88
T_FOYE-1,8,DF,-1.0,-2.0
T_FOYED-1,8,DF,-0.266,-0.532
T_GLNDO-1,8,DF,-0.021,-0.042
T_GNAPW-1,8,DF,-0.006,-0.012
T_GRAI-6,8,DF,-1.2,-2.4
T_GYMRD-16,8,DF,-0.001,-0.002
T_GYMRD-E11,8,DF,-0.003,-0.006
T_GYMRD-W11,8,DF,-0.002,-0.004
T_HEYM2-D,8,DF,-16.988,-33.976
T_HEYM28,8,DF,-3.38,-6.76
T_HUMRD-1,8,DF,-29.752,-59.504
T_INDQ-1,8,DF,-1.105,-2.21
T_KEAD-2,8,DF,-0.6960000000000001,-1.3920000000000001
T_KEADGT-3,8,DF,-0.08,-0.16
T_KILLPG-1,8,DF,-0.514,-1.028
T_KILLPG-2,8,DF,-0.321,-0.642
T_LAGA-1,8,DF,-0.7000000000000001,-1.4000000000000001
T_LBAR-1,8,DF,-1.7000000000000002,-3.4000000000000004
T_LBAR-1G,8,DF,-0.05,-0.1
T_PEMB-11,8,DF,-1.1,-2.2
T_PEMB-31,8,DF,-0.35000000000000003,-0.7000000000000001
T_PEMB-41,8,DF,-0.3,-0.6
T_PEMB-51,8,DF,-0.9500000000000001,-1.9000000000000001
T_PNYCB-1,8,DF,-0.04,-0.08
T_ROCK-1,8,DF,-1.1,-2.2
T_RYHPS-1,8,DF,-1.34,-2.68
T_SCCL-3,8,DF,-1.3,-2.6
