bmUnit,settlementPeriod,settlementRunType,quantity,average_MW
T_DOREW-2,5,DF,-0.191,-0.382
T_EAAO-1,5,DF,-1.3940000000000001,-2.7880000000000003
T_EAAO-2,5,DF,-1.538,-3.076
T_FASN-1,5,DF,-0.004,-0.008
T_FASN-2,5,DF,-0.001,-0.002
T_FFES-1,5,DF,-36.196,-72.392
T_FFES-2,5,DF,-36.125,-72.25
T_FFES-3,5,DF,-0.8,-1.6
T_FFES-4,5,DF,-36.51,-73.02
T_FOYE-2,5,DF,-76.55,-153.1
T_FOYED-1,5,DF,-0.312,-0.624
T_GANW-11,5,DF,-0.308,-0.616
T_GANW-13,5,DF,-0.32,-0.64
T_GANW-22,5,DF,-0.28,-0.56
T_GANW-24,5,DF,-0.29,-0.58
T_GNFSW-1,5,DF,-0.309,-0.618
T_GNFSW-2,5,DF,-0.23600000000000002,-0.47200000000000003
T_GRGBW-1,5,DF,-0.9550000000000001,-1.9100000000000001
T_GRGBW-2,5,DF,-0.86,-1.72
T_GRGBW-3,5,DF,-0.967,-1.934
T_GYMRD-16,5,DF,-0.001,-0.002
T_GYMRD-E11,5,DF,-0.003,-0.006
T_GYMRD-W11,5,DF,-0.003,-0.006
T_HALSW-1,5,DF,-0.129,-0.258
T_HEYM12,5,DF,-7.228,-14.456
T_HEYM2-D,5,DF,-20.14,-40.28
T_HUMRD-1,5,DF,-29.508,-59.016
T_INDQ-1,5,DF,-1.17,-2.34
T_KEAD-1,5,DF,-2.62,-5.24
T_KEADGT-3,5,DF,-0.08,-0.16
T_KILLPG-1,5,DF,-0.457,-0.914
T_KILLPG-2,5,DF,-0.293,-0.586
T_LAGA-1,5,DF,-0.9,-1.8
T_LARYW-1,5,DF,-0.984,-1.968
T_LARYW-2,5,DF,-0.809,-1.618
T_LARYW-3,5,DF,-0.841,-1.682
T_LARYW-4,5,DF,-0.8190000000000001,-1.6380000000000001
T_LBAR-1G,5,DF,-0.05,-0.1
T_MKHLW-1,5,DF,-0.004,-0.008
T_RMPNO-1,5,DF,-0.673,-1.346
T_RMPNO-2,5,DF,-0.609,-1.218
T_ROCK-1,5,DF,-1.4,-2.8
T_RYHPS-1,5,DF,-1.415,-2.83
T_SCCL-3,5,DF,-1.3,-2.6
T_SCCL-4,5,DF,-31.38,-62.76
T_SEAB-1,5,DF,-1.589,-3.178
T_SEAB-2,5,DF,-0.738,-1.476
T_SEEL-1,5,DF,-0.14,-0.28
T_STAY-1,5,DF,-0.4,-0.8
T_STAY-2,5,DF,-0.45,-0.9
T_STAY-3,5,DF,-0.8,-1.6
T_STAY-4,5,DF,-0.35000000000000003,-0.7000000000000001
T_SUTB-1,5,DF,-0.3,-0.6
T_SVRP-10,5,DF,-0.4,-0.8
T_SVRP-20,5,DF,-0.25,-0.5
T_THNTO-1,5,DF,-0.001,-0.002
T_THNTO-2,5,DF,-0.001,-0.002
T_TORN-D,5,DF,-27.48,-54.96
T_TSREP-1,5,DF,-1.002,-2.004
T_BDCHW-1,6,DF,-0.098,-0.196
T_BPGRD-1,6,DF,-36.136,-72.272
T_CNQPS-2,6,DF,-2.709,-5.418
T_COSO-1,6,DF,-1.123,-2.246
T_CRGHD-1,6,DF,-0.004,-0.008
T_DAMC-1,6,DF,-2.085,-4.17
T_DINO-1,6,DF,-0.75,-1.5
T_DINO-2,6,DF,-134.55,-269.1
T_DINO-3,6,DF,-82.8,-165.6
T_DINO-5,6,DF,-136.55,-273.1
T_DINO-6,6,DF,-134.85,-269.7
T_DOREW-1,6,DF,-0.229,-0.458
T_DOREW-2,6,DF,-0.19,-0.38
T_EAAO-1,6,DF,-1.389,-2.778
T_EAAO-2,6,DF,-1.479,-2.958
T_FASN-1,6,DF,-0.003,-0.006
T_FASN-2,6,DF,-0.001,-0.002
T_FFES-1,6,DF,-36.476,-72.952
T_FFES-2,6,DF,-36.405,-72.81
T_FFES-3,6,DF,-0.8,-1.6
T_FFES-4,6,DF,-36.79,-73.58
T_FOYE-2,6,DF,-77.35,-154.7
T_FOYED-1,6,DF,-0.308,-0.616
T_GANW-11,6,DF,-0.306,-0.612
T_GANW-13,6,DF,-0.31,-0.62
T_GANW-22,6,DF,-0.29,-0.58
T_GANW-24,6,DF,-0.29,-0.58
T_GNFSW-1,6,DF,-0.313,-0.626
T_GNFSW-2,6,DF,-0.243,-0.486
T_GRGBW-1,6,DF,-0.9540000000000001,-1.9080000000000001
T_GRGBW-2,6,DF,-0.848,-1.696
T_GRGBW-3,6,DF,-0.969,-1.938
T_GYMRD-16,6,DF,-0.001,-0.002
T_GYMRD-E11,6,DF,-0.003,-0.006
T_GYMRD-W11,6,DF,-0.003,-0.006
T_HALSW-1,6,DF,-0.132,-0.264
T_HEYM12,6,DF,-7.26,-14.52
T_HEYM2-D,6,DF,-20.292,-40.584
T_HEYM28,6,DF,-0.12,-0.24
T_HUMRD-1,6,DF,-29.715,-59.43
T_INDQ-1,6,DF,-1.19,-2.38
T_KEAD-1,6,DF,-2.37,-4.74
T_KEADGT-3,6,DF,-0.08,-0.16
T_KILLPG-1,6,DF,-0.456,-0.912
T_KILLPG-2,6,DF,-0.291,-0.582
T_LAGA-1,6,DF,-0.7000000000000001,-1.4000000000000001
T_LARYW-1,6,DF,-0.99,-1.98
T_LARYW-2,6,DF,-0.8220000000000001,-1.6440000000000001
T_LARYW-3,6,DF,-0.845,-1.69
T_LARYW-4,6,DF,-0.8170000000000001,-1.6340000000000001
T_LBAR-1G,6,DF,-0.05,-0.1
T_MKHLW-1,6,DF,-0.097,-0.194
T_PNYCB-1,6,DF,-0.09,-0.18
T_RMPNO-1,6,DF,-0.799,-1.598
T_RMPNO-2,6,DF,-0.8210000000000001,-1.6420000000000001
T_ROCK-1,6,DF,-1.7000000000000002,-3.4000000000000004
T_RYHPS-1,6,DF,-1.369,-2.738
T_SCCL-3,6,DF,-1.3,-2.6
T_SCCL-4,6,DF,-31.66,-63.32
T_SEAB-1,6,DF,-1.592,-3.184
T_SEAB-2,6,DF,-0.745,-1.49
T_SEEL-1,6,DF,-0.14,-0.28
T_STAY-1,6,DF,-0.45,-0.9
T_STAY-2,6,DF,-0.4,-0.8
T_STAY-3,6,DF,-0.75,-1.5
T_STAY-4,6,DF,-0.4,-0.8
T_SUTB-1,6,DF,-0.4,-0.8
T_SVRP-10,6,DF,-0.4,-0.8
T_SVRP-20,6,DF,-0.25,-0.5
T_THNTO-1,6,DF,-0.001,-0.002
T_THNTO-2,6,DF,-0.001,-0.002
T_TORN-D,6,DF,-27.644,-55.288
T_TSREP-1,6,DF,-0.997,-1.994
T_WBURB-41,6,DF,-0.11,-0.22
T_WBURB-43,6,DF,-0.139,-0.278
T_BDCHW-1,7,DF,-0.101,-0.202
T_BPGRD-1,7,DF,-36.05,-72.1
T_CNQPS-2,7,DF,-2.646,-5.292
T_COSO-1,7,DF,-1.12,-2.24
T_CRGHD-1,7,DF,-0.004,-0.008
T_DAMC-1,7,DF,-2.08,-4.16
T_DINO-1,7,DF,-0.7000000000000001,-1.4000000000000001
T_DINO-2,7,DF,-133.3,-266.6
T_DINO-3,7,DF,-90.45,-180.9
T_DINO-5,7,DF,-135.35,-270.7
T_DINO-6,7,DF,-133.6,-267.2
T_DOREW-1,7,DF,-0.227,-0.454
T_DOREW-2,7,DF,-0.186,-0.372
T_EAAO-1,7,DF,-1.21,-2.42
T_EAAO-2,7,DF,-1.267,-2.534
T_FASN-1,7,DF,-0.004,-0.008
T_FASN-2,7,DF,-0.001,-0.002
T_FFES-1,7,DF,-36.326,-72.652
T_FFES-2,7,DF,-36.265,-72.53
T_FFES-3,7,DF,-0.79,-1.58
T_FFES-4,7,DF,-36.64,-73.28
T_FOYE-2,7,DF,-77.1,-154.2
T_FOYED-1,7,DF,-0.306,-0.612
T_GANW-11,7,DF,-0.308,-0.616
T_GANW-13,7,DF,-0.31,-0.62
T_GANW-22,7,DF,-0.28,-0.56
T_GANW-24,7,DF,-0.29,-0.58
T_GNFSW-1,7,DF,-0.302,-0.604
T_GNFSW-2,7,DF,-0.244,-0.488
T_GRGBW-1,7,DF,-0.9580000000000001,-1.9160000000000001
T_GRGBW-2,7,DF,-0.863,-1.726
T_GRGBW-3,7,DF,-0.97,-1.94
T_GYMRD-16,7,DF,-0.001,-0.002
T_GYMRD-E11,7,DF,-0.003,-0.006
T_GYMRD-W11,7,DF,-0.002,-0.004
T_HALSW-1,7,DF,-0.133,-0.266
T_HEYM12,7,DF,-7.28,-14.56
T_HEYM2-D,7,DF,-20.248,-40.496
T_HEYM28,7,DF,-0.14400000000000002,-0.28800000000000003
T_HUMRD-1,7,DF,-29.643,-59.286
T_INDQ-1,7,DF,-1.18,-2.36
T_KEAD-1,7,DF,-2.32,-4.64
T_KEADGT-3,7,DF,-0.08,-0.16
T_KILLPG-1,7,DF,-0.459,-0.918
T_KILLPG-2,7,DF,-0.295,-0.59
T_LAGA-1,7,DF,-0.9,-1.8
T_LARYW-1,7,DF,-0.9530000000000001,-1.9060000000000001
T_LARYW-2,7,DF,-0.774,-1.548
T_LARYW-3,7,DF,-0.802,-1.604
T_LARYW-4,7,DF,-0.772,-1.544
T_LBAR-1G,7,DF,-0.06,-0.12
T_RMPNO-1,7,DF,-0.8300000000000001,-1.6600000000000001
T_RMPNO-2,7,DF,-0.847,-1.694
T_ROCK-1,7,DF,-1.4,-2.8
T_RYHPS-1,7,DF,-1.396,-2.792
T_SCCL-3,7,DF,-1.3,-2.6
T_SCCL-4,7,DF,-31.7,-63.4
T_SEAB-1,7,DF,-1.5979999999999999,-3.1959999999999997
T_SEAB-2,7,DF,-0.739,-1.478
T_SEEL-1,7,DF,-0.14200000000000002,-0.28400000000000003
T_STAY-1,7,DF,-0.4,-0.8
T_STAY-2,7,DF,-0.4,-0.8
T_STAY-3,7,DF,-0.75,-1.5
T_STAY-4,7,DF,-0.35000000000000003,-0.7000000000000001
T_SUTB-1,7,DF,-0.4,-0.8
T_SVRP-10,7,DF,-0.4,-0.8
T_SVRP-20,7,DF,-0.25,-0.5
T_THNTO-1,7,DF,-0.001,-0.002
T_THNTO-2,7,DF,-0.001,-0.002
T_TORN-D,7,DF,-27.632,-55.264
T_TSREP-1,7,DF,-0.998,-1.996
T_WBURB-41,7,DF,-0.333,-0.666
T_WBURB-43,7,DF,-0.146,-0.292
T_BDCHW-1,8,DF,-0.105,-0.21
T_BPGRD-1,8,DF,-36.027,-72.054
T_CNQPS-2,8,DF,-2.583,-5.166
T_COSO-1,8,DF,-1.121,-2.242
T_CRGHD-1,8,DF,-0.004,-0.008
T_DAMC-1,8,DF,-2.08,-4.16
T_DINO-1,8,DF,-0.75,-1.5
T_DINO-2,8,DF,-131.95,-263.9
T_DINO-3,8,DF,-141.2,-282.4
T_DINO-5,8,DF,-133.95,-267.9
T_DINO-6,8,DF,-132.15,-264.3
T_DOREW-1,8,DF,-0.224,-0.448
T_DOREW-2,8,DF,-0.185,-0.37
T_EAAO-1,8,DF,-1.234,-2.468
T_EAAO-2,8,DF,-1.213,-2.426
T_FASN-1,8,DF,-0.003,-0.006
T_FASN-2,8,DF,-0.001,-0.002
T_FFES-1,8,DF,-36.156,-72.312
T_FFES-2,8,DF,-36.105,-72.21
T_FFES-3,8,DF,-0.78,-1.56
T_FFES-4,8,DF,-36.46,-72.92
T_FOYE-2,8,DF,-76.25,-152.5
T_FOYED-1,8,DF,-0.305,-0.61
T_GANW-11,8,DF,-0.296,-0.592
T_GANW-13,8,DF,-0.31,-0.62
T_GANW-22,8,DF,-0.29,-0.58
T_GANW-24,8,DF,-0.31,-0.62
T_GNFSW-1,8,DF,-0.3,-0.6
T_GNFSW-2,8,DF,-0.28300000000000003,-0.5660000000000001
T_GRGBW-1,8,DF,-0.962,-1.924
T_GRGBW-2,8,DF,-0.861,-1.722
T_GRGBW-3,8,DF,-0.973,-1.946
T_GYMRD-16,8,DF,-0.001,-0.002
T_GYMRD-E11,8,DF,-0.003,-0.006
T_GYMRD-W11,8,DF,-0.003,-0.006
T_HALSW-1,8,DF,-0.136,-0.272
T_HEYM12,8,DF,-7.248,-14.496
T_HEYM2-D,8,DF,-20.184,-40.368
T_HEYM28,8,DF,-0.148,-0.296
T_HUMRD-1,8,DF,-29.492,-58.984
T_INDQ-1,8,DF,-1.185,-2.37
T_KEAD-1,8,DF,-2.37,-4.74
T_KEADGT-3,8,DF,-0.08,-0.16
T_KILLPG-1,8,DF,-0.458,-0.916
T_KILLPG-2,8,DF,-0.294,-0.588
T_LAGA-1,8,DF,-0.7000000000000001,-1.4000000000000001
T_LARYW-1,8,DF,-0.962,-1.924
T_LARYW-2,8,DF,-0.785,-1.57
T_LARYW-3,8,DF,-0.81,-1.62
T_LARYW-4,8,DF,-0.783,-1.566
T_LBAR-1G,8,DF,-0.06,-0.12
