settlementPeriod,T_ABRBO-1,T_ACHRW-1,T_AFTOW-1,T_AKGLW-2,T_AKGLW-3,T_ANSUW-1,T_ARCHW-1,T_BDCHW-1,T_BEATO-1,T_BEATO-2,T_BEATO-3,T_BEATO-4,T_BEINW-1,T_BHLAW-1,T_BLKWW-1,T_BLLA-1,T_BLLA-2,T_BOWLW-1,T_BPGRD-1,T_BRBEO-1,T_CARR-1,T_CARR-2,T_CASKD-1,T_CDCL-1,T_CGTHW-1,T_CLDCW-1,T_CLDNW-1,T_CLDSW-1,T_CNQPS-1,T_CNQPS-2,T_CNQPS-3,T_CNQPS-4,T_COSO-1,T_COUWW-1,T_CREAW-1,T_CRGHD-1,T_CRGHW-1,T_CRYRW-2,T_CRYRW-3,T_DALQW-1,T_DAMC-1,T_DBAWO-1,T_DBAWO-2,T_DBAWO-3,T_DBAWO-4,T_DBAWO-5,T_DDGNO-1,T_DDGNO-2,T_DDGNO-3,T_DDGNO-4,T_DIDCB5,T_DIDCB6,T_DINO-1,T_DINO-2,T_DINO-3,T_DINO-4,T_DINO-5,T_DINO-6,T_DNLWW-1,T_DOREW-1,T_DOREW-2,T_DOUGW-1,T_DRAXX-1,T_DRAXX-10G,T_DRAXX-12G,T_DRAXX-2,T_DRAXX-3,T_DRAXX-4,T_DRAXX-5,T_DRAXX-6,T_DRAXX-9G,T_DRSLW-1,T_DUNGW-1,T_EAAO-1,T_EAAO-2,T_EDINW-1,T_EECL-1,T_ERRO-1,T_ERRO-2,T_ERRO-3,T_EWHLW-1,T_FALGW-1,T_FASN-1,T_FASN-2,T_FERGD-1,T_FERGD-2,T_FFES-1,T_FFES-2,T_FFES-3,T_FFES-4,T_FINL-1,T_FOYE-1,T_FOYE-2,T_FOYED-1,T_FSDLW-1,T_GANW-11,T_GANW-13,T_GANW-22,T_GANW-24,T_GLNDO-1,T_GLWSW-1,T_GNAPW-1,T_GNFSW-1,T_GNFSW-2,T_GORDW-1,T_GORDW-2,T_GRAI-6,T_GRAI-7,T_GRAI-8,T_GRAI1G,T_GRAI4G,T_GRGBW-1,T_GRGBW-2,T_GRGBW-3,T_GRIFW-1,T_GRIFW-2,T_GYMR-15,T_GYMR-17,T_GYMR-26,T_GYMR-28,T_GYMRD-16,T_GYMRD-2,T_GYMRD-E10,T_GYMRD-E11,T_GYMRD-W10,T_GYMRD-W11,T_HADHW-1,T_HALSW-1,T_HEYM11,T_HEYM12,T_HEYM2-D,T_HEYM27,T_HEYM28,T_HMGTO-1,T_HMGTO-2,T_HOWAO-1,T_HOWAO-2,T_HOWAO-3,T_HOWBO-1,T_HOWBO-2,T_HOWBO-3,T_HRSTW-1,T_HRTL-1,T_HRTL-2,T_HUMR-1,T_HUMRD-1,T_INDQ-1,T_JGPR-1,T_KEAD-1,T_KEAD-2,T_KEADGT-3,T_KENNW-1,T_KILBW-1,T_KILLPG-1,T_KILLPG-2,T_KLGLW-1,T_KPMRW-1,T_KTHLW-1,T_KYPEW-1,T_LAGA-1,T_LARKS-1,T_LARYW-1,T_LARYW-2,T_LARYW-3,T_LARYW-4,T_LBAR-1,T_LBAR-1G,T_LNCSW-1,T_LNCSW-2,T_MEDP-1,T_MIDMW-1,T_MILWW-1,T_MKHLW-1,T_MOWEO-1,T_MOWEO-2,T_MOWEO-3,T_MRWD-1,T_MYGPW-1,T_NANT-1,T_NNGAO-1,T_OMNDW-1,T_PEHE-1,T_PEMB-11,T_PEMB-21,T_PEMB-31,T_PEMB-41,T_PEMB-51,T_PNYCB-1,T_PNYCW-1,T_RCBKO-1,T_RCBKO-2,T_RMPNO-1,T_RMPNO-2,T_ROCK-1,T_RREW-1,T_RRWW-1,T_RYHPS-1,T_SAKNW-1,T_SANQW-1,T_SCCL-1,T_SCCL-2,T_SCCL-3,T_SCCL-4,T_SEAB-1,T_SEAB-2,T_SEEL-1,T_SGRWO-1,T_SGRWO-2,T_SGRWO-3,T_SGRWO-4,T_SGRWO-5,T_SGRWO-6,T_SHBA-1,T_SHBA-2,T_SHRSW-1,T_SHRSW-2,T_SIZB-1,T_SIZB-2,T_SLOY-2,T_SLOY-3,T_SOKYW-1,T_SPLN-1,T_STAY-1,T_STAY-2,T_STAY-3,T_STAY-4,T_STLGW-1,T_STLGW-2,T_STLGW-3,T_STRNW-1,T_SUTB-1,T_SVRP-10,T_SVRP-20,T_TDBNW-1,T_THNTO-1,T_THNTO-2,T_TKNEW-1,T_TKNWW-1,T_TORN-1,T_TORN-2,T_TORN-D,T_TSREP-1,T_TWSHW-1,T_USKM-13,T_WBUGT-1,T_WBUGT-4,T_WBUPS-1,T_WBUPS-2,T_WBUPS-3,T_WBUPS-4,T_WBURB-1,T_WBURB-2,T_WBURB-3,T_WBURB-41,T_WBURB-43,T_WDNSO-1,T_WDNSO-2,T_WDRGW-1,T_WHIHW-1,T_WHILW-1,T_WHILW-2,T_WILCT-1,T_WISTW-2,T_WLNYO-2,T_WLNYO-3,T_WLNYO-4,T_WLNYW-1,T_WTMSO-1
11,-0.954,3.414,4.384,5.82,2.65,0.542,6.42,-0.216,2.522,2.984,-0.586,-0.976,-0.304,-0.77,11.294,9.194,4.856,22.502,-46.334,181.87,-2.8,-4.2,12.8,211.86,-0.122,22.38,20.57,24.06,-4.662,0,-4.284,-3.906,-1.846,1.336,-0.33,-0.006,2.65,8.002,1.218,7,-3.85,0,0,0,0,0,46.078,34.748,37.394,40.302,0,-0.8,0,0,-1.2,0,-1.4,0,1.63,-0.558,-0.54,4.156,0,0,0,0,524.88,494.36,0,0,0,2.94,-0.588,288.464,282.768,-0.084,240.192,0,0,0,3.818,0,-0.006,-0.002,-0.002,-1.75,-71.77,-71.768,-0.04,-72.42,0,-151.2,-152.2,-1.19,0.162,73.246,85.7,85.88,86.56,-0.042,12.932,2.688,99.7,61.72,-0.31,-0.15,0,-2.2,-2.3,0,0,156.424,151.886,148.652,-0.794,-0.11,119.58,0,98.08,0,-0.002,0,0,-0.004,0,-0.008,0,-0.236,491.584,531.12,-35.256,634.952,0,55.908,36.456,47.314,115.254,243.572,85.126,25.186,9.12,10.56,574.872,574.904,184.432,-42.68,-2.19,8.614,-1.73,383.48,-0.17,25.56,0,-0.756,-0.544,24.418,13.19,0.164,18.702,-1,-0.11,156.46,145.06,154.36,152.14,375.44,-0.04,82.412,108.522,-3.424,3.652,0,2.54,-0.004,10.698,8.898,-0.6,2.29,0,0,38.5,0,220,220,0,219.6,11.2,-0.02,24.91,162.058,133.104,160.872,125.706,0,0.146,8.352,0,13.86,9.504,-5.5,340.7,0,-38.78,475,-2.238,-0.342,0,0,19.984,8.136,17.266,22.94,-2.938,-0.508,66.46,38.664,593.78,594.34,0,0,3.058,341.5,-0.5,-5.3,-3.3,0,-0.01,0.99,-0.3,-0.374,-0.8,-0.6,-0.4,4.87,139.942,136.336,95.892,42.896,629.152,638.264,-54.056,-1.38,10.648,0,0,0,0,0,0,0,0.038,0,-2.042,-0.038,-0.06,78.048,77.168,6.152,6.224,18.75,8.46,-17.42,3.424,70.43,73.138,77.468,66.3,90.202
12,1.842,3.564,3.358,5.6,3.24,0.48,6.18,-0.212,3.748,2.96,3.468,1.204,-0.346,-0.79,5.076,6.88,4.148,33.258,-47.118,177.01,-4.4,-4.4,13.98,285.12,0.364,14.94,19.988,13.24,-4.788,0,-4.41,-3.78,-1.892,0.726,-0.384,-0.006,3.67,8.782,1.198,6.324,-3.85,0,0,0,0,0,37.466,27.596,29.214,35.454,0,-0.7,0,0,-1.1,0,-1.4,0,1.308,-0.656,-0.55,2.29,0,0,0,0,522.72,492.78,0,0,0,5.58,-0.608,337.778,324.328,-0.074,240.192,0,0,0,5.19,0,-0.006,-0.002,-0.002,-1.408,-71.79,-71.808,-0.02,-72.48,0,-151.6,-152.4,-1.192,-0.032,73.548,85.52,85.96,86.42,-0.042,9.648,2.16,99.76,63.98,-0.306,-0.15,0,-2.2,-2.4,0,0,156.242,151.798,148.882,-0.124,0.756,68.54,0,82,0,-0.002,0,0,-0.002,0,-0.008,0,-0.238,491.344,531.264,-35.432,636.648,0,51.812,36.396,46.634,156.434,291.632,114.318,23.988,12.72,13.9,575.864,574.656,135.654,-41.16,-2.19,9.018,-1.74,383.3,-0.16,17.42,0,-0.756,-0.546,19.136,9.814,0.028,16.468,-1,-0.15,155.46,142.06,154.38,152.08,375.62,-0.02,70.282,100.732,-3.438,3.362,0,1.3,-0.004,18.378,11.898,-0.4,3.694,0,0,43.41,0,220,220.2,0,219.4,35.2,-0.02,131.57,211.798,161.642,170.076,125.136,0,6.478,10.036,0,7.116,6.336,-5.4,340.6,0,-38.68,475,-1.7,-0.366,0,0,19.666,7.668,19.538,25.268,-2.944,-0.512,94.25,71.428,594.36,593.74,0,0,10.626,389.4,-0.6,83,-5.9,0,-0.106,0.528,-0.052,-0.406,-1,-0.5,-0.4,3.89,139.958,137.156,177.67,42.896,629.512,639.008,-54.16,-1.36,6.356,0,0,0,0,0,0,0,0.038,0,-2.14,-0.038,-0.06,67.868,61.028,7.206,3.156,17.18,7.52,-17.68,3.986,60.926,70.098,68.052,55.4,68.842
13,4.96,3.068,8.674,4.92,3.368,0.652,7.58,-0.204,3.02,1.69,4.962,2.276,0.2,-0.746,4.728,6.988,5.63,28.388,-47.266,114.49,73.6,70.4,13.56,221.58,0.22,12.86,16.346,7.44,-4.662,0,-4.284,-3.906,-1.684,0.124,-0.488,-0.006,5.222,14.098,1.522,6.342,-3.86,0,0,0,0,0,48.744,34.102,37.012,45.012,0,-0.7,0,0,-1.2,0,-1.4,0,0.624,-0.636,-0.526,1.804,0,0,0,0,497.04,478.38,0,0,0,3.12,-0.622,337.762,327.848,-0.082,240.768,0,0,0,3.912,0,-0.006,-0.002,-0.002,-2.108,-71.714,-71.732,-0.04,-72.4,0,-151.7,-152.6,-1.194,-0.044,73.344,85.82,85.76,86.58,-0.042,7.032,5.752,99.7,63.9,-0.298,-0.15,0,-2.2,-2.4,0,0,155.602,151.788,148.566,-0.686,1.548,98.16,0,108.6,0,-0.002,0,0,-0.002,0,-0.008,0,-0.254,490.6,531.216,-35.48,638.584,0,38.946,35.696,49.914,209.874,334.572,171.65,37.788,35.98,9.36,576.152,574.688,140.856,-40.36,-2.13,8.686,-1.84,383.34,-0.16,12.69,0,-0.76,-0.55,19.368,12.874,0.03,14.134,-1,0.95,152.8,142.38,154.32,152.08,375.44,-0.04,67.384,103.034,-3.426,1.892,0,0.68,-0.004,24.098,18.558,-0.6,2.876,0,0,43.48,0,219.8,220.2,0,219.4,79.2,-0.02,66.29,239.118,199.024,168.028,129.596,0,11.392,11.028,0,6.912,5.744,-5.5,340.7,0,-38.56,475,-1.686,-0.332,0,0,18.444,9.204,16.312,24.294,-2.944,-0.47,100.694,86.762,593.78,594.28,0,0,9.154,340.5,-0.5,217.6,69.3,0,-0.034,0.058,-0.444,-0.376,-1,-0.6,-0.4,3.254,139.966,138.552,269.012,153.736,629.688,638.776,-54.144,-1.342,4.97,0,0,0,0,0,0,0,0.038,0,-2.04,-0.038,-0.06,54.248,48.848,11.012,3.238,14.516,4.56,-18.17,5.266,61.078,69.678,62.01,40.84,61.222
14,5.72,1.732,5.64,7.48,7.084,0.212,22.08,-0.204,1.59,0.616,3.388,2.404,-0.056,-0.696,3.308,4.738,3.598,22.106,-45.912,127.71,187.8,182.6,13,214.02,-0.106,15.62,15.6,6.72,-4.536,0,-4.41,-3.78,-1.87,0.202,-0.432,-0.006,4.218,10.804,1.356,6.22,-3.84,0,0,0,0,0,54.292,31.436,34.308,47.02,0,-0.6,0,0,-1.2,0,-1.4,0,0.372,-0.61,-0.512,1.436,0,0,0,0,475.34,481.26,0,0,0,3.84,-0.608,337.94,328.628,-0.084,241.632,0,0,0,1.506,0,-0.006,-0.002,-0.08,-1.708,-23.166,-35.056,-0.02,-14,0,-150.6,-151.7,-1.194,-0.036,73.406,85.68,86.02,86.42,-0.042,6.058,3.916,99.72,63.46,-0.256,-0.15,0,-2.2,-2.3,0,0,154.29,151.638,148.142,-0.496,0.512,104.7,0,116.12,0,-0.002,0,0,-0.002,0,-0.008,0,-0.242,489.264,530.488,-35.464,637.648,0,38.748,36.056,52.014,217.234,387.032,203.182,76.228,121.44,11.22,575.536,574.632,173.65,-40.32,-2.09,8.234,-1.64,552.64,-0.16,7.7,0,-0.766,-0.554,50.238,6.286,-0.02,12.482,-1,2.66,152.78,144.98,154.3,152.02,375.42,-0.02,80.038,105.098,-3.418,1.638,0,11.42,-0.004,25.678,16.018,-0.4,2.512,0,0,53.01,0,220,220.2,0,219.6,152.2,-0.02,94.25,263.398,229.024,175.936,132.068,0,7.734,11.082,0,6.016,5.602,-5.4,340.6,0,-38.5,474.4,-1.68,-0.334,0,0,15.328,5.574,14.342,19.426,-2.936,-0.456,100.774,95.828,594.38,594.1,0,0,6.414,388.4,-0.5,232.6,222.8,0,0.082,0.048,-0.498,-0.368,-1,-0.5,-0.4,1.946,139.83,140.728,236.092,296.236,628.536,639.44,-53.944,-1.29,4.002,0,0,0,0,0,0,0,0.038,0,-2.142,-0.038,-0.058,53.608,45.988,3.704,3.692,5.6,2.22,-18.04,3.452,47.146,90.898,67.432,43,63.662
15,11,1.086,7.322,8.22,8.336,0.382,15.38,-0.234,2.474,0.356,5.286,2.598,-0.01,-0.774,2.178,2.25,1.898,23.416,-46.482,142.35,354.2,360.6,13.22,210.42,-0.132,11.48,14.338,9.12,-4.662,0,-4.284,-3.906,-1.804,0.316,-0.442,-0.006,3.898,13.734,1.986,4.074,-3.85,0,0,0,0,0,61.884,34.912,42.518,53.778,0,-0.7,0,0,-1.2,0,-1.5,0,0.382,-0.61,-0.532,2.474,0,0,0,0,631.76,491.78,0,0,0,4.24,-0.614,337.776,328.668,-0.082,241.632,0,0,0,1.13,0,-0.006,-0.002,-0.446,-1.412,-0.042,20.938,-0.04,-0.04,0,-49.8,-43.7,-0.53,0.344,73.308,85.56,85.9,86.3,-0.042,4.91,3.07,99.7,59,-0.296,-0.15,0,-2.3,-2.4,0,0,156.386,151.746,148.206,-0.252,0.546,101.58,0,101.76,0,-0.002,0,0,-0.002,0,-0.008,0,-0.222,489.744,530.496,-35.568,640.128,0,39.364,35.796,63.614,220.574,370.372,201.122,185.906,199.4,7.906,575.4,574.36,240.248,-40.5,-2.09,8.102,-1.84,604.54,-0.16,6.01,0,-0.758,-0.548,35.312,5.366,-0.012,7.962,-1,4.65,152.8,144.76,154.08,152,375.44,-0.04,64.934,90.624,-3.39,0.708,0,7.86,-0.004,21.638,9.858,-0.6,3.138,0,0,38.55,0,267.4,220.2,0,312.2,280,-0.03,108.61,261.338,229.646,190.188,159.76,0,7.534,12.238,0,9.976,8.204,-5.4,341.4,0,-38.72,130.53,-1.682,-0.346,0,0,18.378,3.812,11.884,12.364,-2.958,-0.504,100.74,100.734,594.16,594.1,0,0,5.808,493.5,-0.6,289.2,278.5,0,0.942,0.206,-0.326,-0.402,-1,-0.6,-0.3,1.602,136.162,137.262,214.492,175.116,629.44,641.28,-54.208,-1.31,4.55,0,0,0,0,0,0,0,0.038,0,-2.342,-0.038,-0.06,62.068,54.688,8.628,4.65,5.82,1.672,-17.84,4.544,42.45,60.318,78.49,27.44,83.582
16,6.28,1.154,4.628,7.1,6.946,0.196,8.56,-0.22,3.916,2.148,5.562,2.876,-0.3,-0.826,0.692,2.504,1.392,17.208,-45.924,139.67,375.4,374.8,11.48,381.78,-0.128,15.14,16.436,16.74,-4.662,0,-4.41,-3.78,-1.694,0.028,-0.56,-0.006,2.524,10.928,1.932,3.658,-3.85,0,0,0,0,0,65.17,46.45,52.654,59.922,0,-0.7,0,0,-1.2,0,-1.4,0,0.588,-0.604,-0.532,1.288,0,0,0,0,643.48,488.8,0,0,0,7.72,-0.636,337.96,328.588,-0.058,191.088,0,0,0,2.92,0,-0.006,-0.002,-0.688,-1.594,-0.022,51.964,-0.02,-0.02,0,72.9,0,-0.67,0.098,73.364,85.5,85.92,86.46,-0.042,4.152,0.824,95.78,47.86,-0.286,-0.15,0,-2.2,-2.4,0,0,156.266,151.692,149.802,-0.514,0.01,79.76,0,94.82,0,-0.002,0,0,-0.002,0,-0.008,0,-0.092,488.624,530.096,-35.496,636.832,0,46.394,35.616,80.954,215.974,370.832,221.058,213.438,156.16,1.172,575.736,573.728,329.246,-40.3,-2.1,8.48,-1.74,551.34,-0.16,6.36,0,-0.764,-0.552,26.756,5.418,0.01,6.746,-1,11.42,140.06,131.9,141.8,140.68,216.32,-0.02,57.916,72.162,-3.364,1.01,0,4.38,-0.004,20.798,9.498,-0.4,1.244,0,0,38.67,0,384.6,221.4,0,410.6,407.8,-0.02,88.65,261.538,216.684,192.34,173.528,0,6.194,14.08,0,9.206,6.47,-5.4,342.3,0,-38.62,-6.084,-1.672,-0.346,0,0,13.486,2.208,8.156,6.726,-2.962,-0.506,100.768,100.728,594.1,593.86,0,0,11.968,391.2,-0.5,357.2,369.5,0,0.934,0.21,-0.36,-0.384,-1,-0.5,-0.4,2.202,120.91,119.874,287.032,290.256,628.36,640.16,-53.976,-1.31,2.936,0,0,0,0,0,0,0,0.038,0,-2.44,-0.038,-0.06,53.908,41.708,7.784,3.488,18.4,5.8,-17.6,5.438,37.668,62.178,64.432,30.28,85.342
17,3.68,0.938,3.916,6.34,3.404,0.1,1.51,-0.144,5.232,2.69,6.134,4.23,-0.058,-0.762,0.912,2.556,1.302,15.456,-46.78,96.85,390.2,384.2,11.14,395.64,-0.054,18.6,16.144,8.44,-4.662,0,-4.41,-3.78,-1.68,-0.086,-0.538,-0.008,2.098,10.28,1.7,4.102,-3.88,0,0,0,0,0,77.056,56.212,56.286,68.144,0,-0.8,0,0,-1.2,0,-1.5,0,1.42,-0.564,-0.486,2.55,0,0,0,0,634.36,484.54,0,0,0,6.04,-0.628,337.776,328.448,0.46,201.744,0,0,0,2.138,0,-0.006,-0.002,-0.702,-1.74,-0.042,2.364,-0.04,-0.04,0,25.7,-2.4,-1.072,-0.05,73.086,85.42,85.84,86.54,-0.042,6.098,0.16,74.02,34.58,-0.266,-0.15,0,-2.3,-2.4,0,0,153.488,151.696,151.898,-0.14,0.212,95.02,0,123.86,0,-0.002,0,0,-0.004,0,-0.008,0,-0.012,489.304,529.84,-35.872,640.184,0,52.856,36.296,91.734,216.014,348.552,211.87,199.19,152.9,1.396,575.264,574.144,269.248,-42.42,-2.1,7.27,-1.74,772.16,-0.16,7.81,1.192,-0.766,-0.552,18.902,5.388,0.15,5.282,-1,5.14,123.12,117.1,119.16,122.1,-7.58,-0.02,50.568,66.5,-3.23,2.912,0.02,2.24,-0.004,28.818,10.738,-0.6,1.19,0,0,38.48,0,404.4,276,0,397.8,399.4,-0.02,47.19,246.078,190.242,188.172,171.282,0,3.806,15.172,0,6.272,4.962,-5.5,340.5,0,-38.92,-5.302,-1.686,-0.346,0,0,15.228,2.584,5.626,2.674,-2.966,-0.47,100.772,100.726,593.76,593.74,0,0,9.552,593,-0.5,395,392.4,0,0.498,0.414,-0.2,0.026,-1,-0.6,-0.4,3.584,80.478,82.672,311.072,301.136,629.528,642.096,-54.568,-1.304,3.172,0,0,0,0,0,0,0,0.038,0,-2.04,-0.038,-0.06,51.308,44.568,7.19,2.618,14.72,4.58,-10.42,4.638,46.54,59.318,82.472,32.18,91.002
18,1.3,1.504,3.41,6.82,5.856,0.002,2.242,0.212,5.464,3.452,7.396,5.596,0.892,-0.782,2.004,3.094,1.406,15.718,-45.906,83.59,288.2,288,11.16,235.26,0.03,17.6,15.804,9.44,-4.788,0,-4.41,-3.906,-1.74,-0.084,-0.522,-0.006,1.596,15.466,2.414,4.314,-3.88,0,0,0,0,0,86.97,57.804,63.776,71.728,0,-1,0,0,-1.3,0,-1.5,0,2.358,-0.548,-0.472,3.486,0,0,0,0,640.5,491.48,0,0,0,4.3,-0.622,337.736,328.448,1.5,231.12,0,0,0,3.97,0,-0.006,-0.002,-0.812,-1.746,-0.022,0.056,-0.02,-0.02,0,-1.9,-0.3,-0.63,-0.038,72.728,84.82,85.28,85.9,-0.04,7.114,0.176,66.92,31.36,-0.29,-0.148,0,-2.3,-2.4,0,0,153.518,151.43,151.818,0.334,-0.37,128.82,0,139.86,0,-0.002,0,0,-0.002,0,-0.006,0,0.408,489.2,531.28,-35.736,638.696,0,62.278,36.416,59.134,177.214,322.952,187.51,235.874,221.04,2.82,574.784,574.056,326.662,-43.96,-2.09,7.524,-1.74,812.62,-0.16,10.44,0.11,-0.768,-0.55,16.054,7.702,0.242,6.874,-1,-0.12,148.78,136.84,137.86,134.64,-3.28,-0.02,63.182,82.882,-3.248,4.454,0.62,0.78,-0.004,26.338,11.198,-0.6,1.166,0,0,27.77,0,403.6,220.2,0,406.8,403.2,-0.02,46.79,233.498,163.884,190.548,159.464,0,5.58,11.118,0,4.394,4.244,-5.4,340.3,0,-38.88,-4.15,-1.684,-0.344,0,0,11.436,3.99,4.17,1.622,-2.992,-0.488,100.732,100.068,593.98,593.98,0,0,14.568,658.9,-0.5,284.4,326.4,0,0.36,-0.192,-0.456,0.97,-1,-0.5,-0.4,5.428,90.888,94.93,278.972,261.276,628.848,641.376,-54.352,-1.33,2.124,0,0,0,0,0,0,0,0.04,0,-2.14,-0.04,-0.06,51.888,46.568,7.788,2.384,17.09,7.4,-2.29,6.522,38.302,64.158,83.17,32.72,116.442
19,1.458,2.448,4.982,8.28,6.678,0.104,2.98,0.374,6.266,6.008,8.472,8.866,1.8,-0.852,3.482,1.97,0.766,12.986,-46.3,100.95,393,277.2,11.58,374.04,0.44,18.96,20.872,8.86,-4.788,0,-4.41,-3.906,-1.584,-0.054,-0.382,-0.006,0.294,21.87,3.09,6.622,-3.86,0,0,0,0,0,90.708,61.34,67.014,79.612,0,-0.9,0,0,-1.2,0,-1.5,0,2.636,-0.322,-0.158,4.02,0,0,0,0,638.96,489.18,0,0,0,4.24,-0.62,337.836,328.368,2.84,96.048,0,0,0,5.034,0,-0.006,-0.002,-0.92,-1.424,-0.042,-0.022,-0.04,-0.04,0,38.5,0,-0.592,-0.044,72.446,85.08,85.44,85.62,-0.042,8.082,0.192,60.2,29.24,-0.27,-0.15,0,-2.3,-1,0,0,153.322,150.742,151.118,0.664,0.422,122.84,0,130.04,0,-0.002,0,0,-0.004,0,-0.008,0,0.384,489.544,530.824,-35.752,638.912,0,80.55,36.476,38.714,121.014,294.494,146.228,244.604,216.76,3.38,574.768,573.712,333.048,-45.16,-2.1,8.618,-1.84,812.88,-0.16,10.73,0,-0.766,-0.548,18.02,10.842,0.218,8.296,-1,-0.09,144.04,132.14,135.54,132.26,-2.38,-0.02,69.534,82.45,-3.254,5.256,1.16,0.036,-0.004,17.138,8.958,-0.6,1.366,0,0,24.61,0,397,383.6,0,406.2,411.6,-0.03,57.45,223.178,149.206,194.486,175.738,0,5.684,6.36,0,7.53,4.908,-5.4,340.2,0,-38.72,-3.428,-1.68,-0.358,0,0,7.35,4.378,3.516,2.172,-2.97,-0.494,100.796,96.958,593.82,593.4,0,0,13.004,675.5,-0.6,213.8,227.2,0,-0.596,-0.662,-0.57,0.73,-0.8,-0.6,-0.4,6.086,82.666,85.698,239.79,192.076,629.456,642.144,-54.448,-1.33,4.436,0,0,0,0,0,0,0,0.04,0,-2.138,-0.04,-0.062,61.308,53.508,8.33,2.542,26.39,14.3,-0.28,6.442,40.59,76.218,84.012,35.04,91.222
20,-0.208,0.992,6.588,12.24,9.584,0.408,3.38,0.512,5.568,4.328,8.724,7.272,3.418,-0.58,3.394,4.428,1.64,15.974,-46.668,149.07,380.2,328.2,12.02,331.74,0.158,18.66,19.24,10.22,-4.788,0,-4.41,-3.78,-1.7,0.002,-0.074,-0.006,-0.066,26.484,3.176,7.09,-3.87,0,0,0,0,0,101.046,79.664,79.47,87.51,0,-0.9,0,0,-1.3,0,-1.4,0,3.868,-0.202,-0.086,4.886,0,0,0,0,642.28,492.78,0,0,0,3.8,-0.42,337.738,328.328,4.34,-2.304,0,0,0,4.5,0,-0.006,-0.002,-0.898,-1.486,-0.042,-0.042,-0.02,-0.02,0,-1.8,0,-0.568,0.046,70.704,83.52,84.18,84.98,-0.042,10.084,0.252,58.94,32.1,-0.268,0.046,0,-2.2,-1,0,0,149.33,145.554,145.826,0.294,1.108,117.54,0,123.18,0,-0.002,0,0,-0.004,0,-0.006,0,1.028,490.744,531.84,-35.664,639.608,0,68.328,35.776,35.474,81.074,218.174,111.906,283.276,231.62,2.094,574.368,574.016,333.256,-45.2,-2.1,8.744,-1.64,736.9,-0.16,12.5,0,-0.762,-0.548,18.026,15.67,0.372,12.274,-1,16.12,137.84,126.18,121.78,117.84,-2.38,-0.02,72.742,87.232,-3.294,5.824,1.64,0.88,-0.004,12.698,7.818,-0.4,0.582,0,0,22.53,0,327.4,367.6,0,410.6,411.6,-0.02,49.7,208.418,134.364,186.91,148.214,0,3.404,5.234,0,6.756,3.998,-5.4,340.2,0,-38.96,-3.038,-1.68,-0.344,0,0,5.55,2.27,1.814,0.334,-2.928,-0.484,98.972,87.81,593.08,594.18,0,0,13.092,721.8,-0.5,201.6,196.1,0,1.046,0.528,-0.07,0.852,-1,-0.5,-0.3,7.314,66.044,67.23,188.412,173.176,626.544,640.296,-54.384,-1.31,3.02,0,0,0,0,0,0,0,0.04,0,-2.038,-0.04,-0.062,65.188,59.448,8.58,3.036,34.22,22.14,0.16,7.208,53.29,94.858,107.47,40.48,82.702
21,2.06,0.326,6.356,14.08,12.01,0.594,5.18,0.872,2.712,1.446,7.41,6.472,2.746,1.456,4.252,8.2,3.446,19.28,-46.212,153.71,351.2,377.4,10.82,231.66,0.146,20.66,22.222,15.18,-4.662,0,-4.41,-3.906,-1.748,-0.076,0.218,-0.006,-0.158,27.67,3.43,7.614,-3.87,0,0,0,0,0,101.732,81.828,82.108,90.178,0,-0.8,0,0,-1.2,0,-1.5,0,4.506,-0.424,-0.44,6.81,0,0,0,0,642.62,486.36,0,0,0,4.28,0.072,337.874,328.348,3.34,-2.16,0,0,0,3.598,0,-0.006,-0.002,-1.026,-1.552,-0.022,-0.022,-0.04,-0.04,0,50.7,0,-0.64,0.104,67.028,79.86,81.4,82.58,-0.042,11.9,0.75,58.88,30.82,0.13,1.374,0,-2.3,-0.9,0,0,138.41,141.262,137.002,0.658,1.528,90.06,0,108.64,0,-0.002,0,-0.002,-0.004,0,-0.006,0,1.698,489.752,532.384,-35.584,637.12,0,53.582,34.656,48.054,52.574,137.094,64.73,289.63,194.56,0.904,574.496,573.968,257.662,-45,-2.12,8.344,-1.73,678.78,-0.17,12.82,0.548,-0.76,-0.544,23.698,17.048,0.472,12.29,-1.2,43.59,127.2,116.42,110.58,104.6,-2.28,-0.02,52.184,74.366,-3.232,6.996,1.56,2.5,-0.004,14.018,10.578,-0.6,-0.05,0,0,35.58,0,310.4,342.2,0,414,412,-0.02,49.52,201.738,115.564,172.128,117.192,0,6.944,10.214,0,7.304,4.982,-5.4,340.5,0,-39.04,-2.936,-1.674,-0.344,0,0,6.886,2.408,3.118,2.536,-2.926,-0.462,76.874,65.45,592.16,593.82,0,0,12.788,582.9,-0.5,205,195.7,0,1.322,1.872,2.044,0.992,-1,-0.6,-0.4,6.728,67.066,69.32,153.932,165.676,625.848,641.552,-54.4,-1.32,4.94,0,0,0,0,0,0,0,0.04,0,-2.14,-0.04,-0.06,72.328,70.028,6.596,3.572,10.09,23.76,0.96,6.472,67.954,98.038,123.03,48.36,83.202
