path,sha256,bytes
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\Reserves\DAY_AHEAD_regional_Flex_Down.csv,5c6c2897325a3234865dd62e2321f5f209577c1c30819526b6de516a28e2f967,29893
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\Reserves\DAY_AHEAD_regional_Flex_Up.csv,13c03fcf529414d51d744a6c65f151a0ca67765134164114bb080887cae1aa68,30143
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\Reserves\DAY_AHEAD_regional_Reg_Down.csv,71ba9fbc26ae135342067153394ac62f09581833ae12f228da5319b2da3c8903,30140
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\Reserves\DAY_AHEAD_regional_Reg_Up.csv,3e620a031efe7bb68f5084eaeec29f2d2e112240418e06b716a36670830e229e,30121
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\Reserves\DAY_AHEAD_regional_Spin_Up_R1.csv,733f7dcb6da03c3c1e72f4dba35dea5630c39af9fee455c008060a629a3cb912,171073
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\Reserves\DAY_AHEAD_regional_Spin_Up_R2.csv,89d29e743a618ef3c485d11858878ab57d027768a6b183638d1337b912354c4c,171028
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\Reserves\DAY_AHEAD_regional_Spin_Up_R3.csv,264db0c5709794478fff4cfcda83ee696bb001d1245898066033f8a6be08aae5,171110
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\RTPV\DAY_AHEAD_rtpv.csv,13a6933c2e0a513e1a453143876dadef6977e6add7701a21f56fe6a753afce42,935828
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\WIND\DAY_AHEAD_wind.csv,6a1a8dc7d10a518523b3b319902ecc1ca1c400223832b26c6edb3a6e69d01dbc,279519
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_pointers.csv,0854ba0c63d4973e8818c91c2328869e379bb0140520d4586f4ffddf387aca0d,27251
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\processed\month_01_first_week_dispatch.csv,f5d9f2b20a52b7f93463963a55cff7cbf49eed9347c8ca94cecd72af442b2317,62349
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\processed\month_01_first_week_hourly_summary.csv,f98b9f3d4e0641f8627ffa7944068ca1f564473dc972f4c6f35af8b32642184d,18966
C:\Users\gmalkawi\.codex\worktrees\dsc-v8r1-evidence\3\reproducibility\data\processed\rts\month_01_first_week_dispatch.csv,f5d9f2b20a52b7f93463963a55cff7cbf49eed9347c8ca94cecd72af442b2317,62349
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\processed\month_02_first_week_dispatch.csv,1676a4eba451ce0c535f92d346e9e40da385d6ff0eb55079865f6ba8baecfd63,63084
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\processed\month_02_first_week_hourly_summary.csv,446ca5beb72acd0e4e77103d60458563c8c14f5a30bfc7f9a25a840f3b597655,18953
C:\Users\gmalkawi\.codex\worktrees\dsc-v8r1-evidence\3\reproducibility\data\processed\rts\month_02_first_week_dispatch.csv,1676a4eba451ce0c535f92d346e9e40da385d6ff0eb55079865f6ba8baecfd63,63084
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\processed\month_03_first_week_dispatch.csv,aaa0a82e82c512a54ec6f89afa4e00656aa7cf660d9f9929ad9c0493479f5dc8,62551
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\processed\month_03_first_week_hourly_summary.csv,7d98b0626e1bd14c30c562d5de715a1c06cc62250b438dee9aa6921fc0a54287,19261
C:\Users\gmalkawi\.codex\worktrees\dsc-v8r1-evidence\3\reproducibility\data\processed\rts\month_03_first_week_dispatch.csv,aaa0a82e82c512a54ec6f89afa4e00656aa7cf660d9f9929ad9c0493479f5dc8,62551
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\processed\month_04_first_week_dispatch.csv,360bd259f073b0d4a3bd7439875e2cb7cbf727fabe3576de7c9c8e3e4ef7b748,63099
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\processed\month_04_first_week_hourly_summary.csv,85cd89ae3f7a668f89d82655e564ef9814e714930efa4eaca41e8d6f534aef09,18907
C:\Users\gmalkawi\.codex\worktrees\dsc-v8r1-evidence\3\reproducibility\data\processed\rts\month_04_first_week_dispatch.csv,360bd259f073b0d4a3bd7439875e2cb7cbf727fabe3576de7c9c8e3e4ef7b748,63099
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\processed\month_05_first_week_dispatch.csv,864cd1ec8eb9fd8bada370a70d1d1d0357aeee8fde76a92078d0a2fa4a557b16,63438
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\processed\month_05_first_week_hourly_summary.csv,fca9c2e5c4b3f9817dfb9f96d5942cf8c0a70c2165b6ee055b9f965f1ad5ab98,18627
C:\Users\gmalkawi\.codex\worktrees\dsc-v8r1-evidence\3\reproducibility\data\processed\rts\month_05_first_week_dispatch.csv,864cd1ec8eb9fd8bada370a70d1d1d0357aeee8fde76a92078d0a2fa4a557b16,63438
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\processed\month_06_first_week_dispatch.csv,aa60706b354904fa04b5563bb85ffcf000c40a1a8a10b1fe84c2f2b66e6ae348,63041
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\processed\month_06_first_week_hourly_summary.csv,e2b148dcf8477b32d04ceb822ff242429ffa0686809f4f53ab1d120fca7176f6,18846
C:\Users\gmalkawi\.codex\worktrees\dsc-v8r1-evidence\3\reproducibility\data\processed\rts\month_06_first_week_dispatch.csv,aa60706b354904fa04b5563bb85ffcf000c40a1a8a10b1fe84c2f2b66e6ae348,63041
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\processed\month_07_first_week_dispatch.csv,5b16ff77d70404dc131402ec7ee0fabae32f7ab8c560b9557188f65a480ed42e,61483
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\processed\month_07_first_week_hourly_summary.csv,ddc87cd598a5000e964476ddde86e9f76152daa29b43e6ac2cfbf53737ab9a03,18848
C:\Users\gmalkawi\.codex\worktrees\dsc-v8r1-evidence\3\reproducibility\data\processed\rts\month_07_first_week_dispatch.csv,5b16ff77d70404dc131402ec7ee0fabae32f7ab8c560b9557188f65a480ed42e,61483
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\processed\month_10_first_week_dispatch.csv,cbd2aaecafad94e93303cee3eb29cbdf4f416775575a89a55e11a4c650e5ff15,62934
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\processed\month_10_first_week_hourly_summary.csv,fd00c105d7f1a12c6174b105481cf0b2abe02dc8dd050ba1178b143dcdc0c113,18684
C:\Users\gmalkawi\.codex\worktrees\dsc-v8r1-evidence\3\reproducibility\data\processed\rts\month_10_first_week_dispatch.csv,cbd2aaecafad94e93303cee3eb29cbdf4f416775575a89a55e11a4c650e5ff15,62934
